,filename,trials,samples,post_stim_samples,stimulation,trial
0,,,,,,
1,co2c0000344.rd,120,416,368,S1 obj,0
2,co2c0000344.rd,120,416,368,S2 nomatch,1
3,co2c0000344.rd,120,416,368,S2 match,3
4,co2c0000344.rd,120,416,368,S2 nomatch,5
5,co2c0000344.rd,120,416,368,S2 nomatch,7
6,co2c0000344.rd,120,416,368,S2 match,11
7,co2c0000344.rd,120,416,368,S1 obj,12
8,co2c0000344.rd,120,416,368,S2 nomatch,15
9,co2c0000344.rd,120,416,368,S1 obj,16
10,co2c0000344.rd,120,416,368,S1 obj,18
11,co2c0000344.rd,120,416,368,S1 obj,22
12,co2c0000344.rd,120,416,368,S1 obj,24
13,co2c0000344.rd,120,416,368,S2 match,25
14,co2c0000344.rd,120,416,368,S1 obj,26
15,co2c0000344.rd,120,416,368,S1 obj,28
16,co2c0000344.rd,120,416,368,S1 obj,30
17,co2c0000344.rd,120,416,368,S2 nomatch,31
18,co2c0000344.rd,120,416,368,S1 obj,32
19,co2c0000344.rd,120,416,368,S2 nomatch,39
20,co2c0000344.rd,120,416,368,S2 match,41
21,co2c0000344.rd,120,416,368,S2 nomatch,43
22,co2c0000344.rd,120,416,368,S2 nomatch,45
23,co2c0000344.rd,120,416,368,S2 match,47
24,co2c0000344.rd,120,416,368,S2 nomatch,49
25,co2c0000344.rd,120,416,368,S2 match,51
26,co2c0000344.rd,120,416,368,S2 nomatch,53
27,co2c0000344.rd,120,416,368,S2 match,55
28,co2c0000344.rd,120,416,368,S2 match,65
29,co2c0000344.rd,120,416,368,S2 match,71
30,co2c0000344.rd,120,416,368,S2 match,75
