,filename,trials,samples,post_stim_samples,stimulation,trial
0,,,,,,
1,co2c0000340.rd,120,416,368,S1 obj,0
2,co2c0000340.rd,120,416,368,S2 nomatch,1
3,co2c0000340.rd,120,416,368,S1 obj,2
4,co2c0000340.rd,120,416,368,S2 match,3
5,co2c0000340.rd,120,416,368,S1 obj,4
6,co2c0000340.rd,120,416,368,S2 nomatch,5
7,co2c0000340.rd,120,416,368,S1 obj,6
8,co2c0000340.rd,120,416,368,S2 nomatch,7
9,co2c0000340.rd,120,416,368,S1 obj,8
10,co2c0000340.rd,120,416,368,S2 match,9
11,co2c0000340.rd,120,416,368,S1 obj,10
12,co2c0000340.rd,120,416,368,S1 obj,12
13,co2c0000340.rd,120,416,368,S1 obj,14
14,co2c0000340.rd,120,416,368,S1 obj,16
15,co2c0000340.rd,120,416,368,S1 obj,18
16,co2c0000340.rd,120,416,368,S2 nomatch,19
17,co2c0000340.rd,120,416,368,S2 match,41
18,co2c0000340.rd,120,416,368,S2 nomatch,43
19,co2c0000340.rd,120,416,368,S2 match,47
20,co2c0000340.rd,120,416,368,S2 nomatch,49
21,co2c0000340.rd,120,416,368,S2 nomatch,53
22,co2c0000340.rd,120,416,368,S2 nomatch,57
23,co2c0000340.rd,120,416,368,S2 nomatch,63
24,co2c0000340.rd,120,416,368,S2 match,65
25,co2c0000340.rd,120,416,368,S2 match,75
26,co2c0000340.rd,120,416,368,S2 match,77
27,co2c0000340.rd,120,416,368,S2 match,79
28,co2c0000340.rd,120,416,368,S2 nomatch,83
29,co2c0000340.rd,120,416,368,S2 match,97
30,co2c0000340.rd,120,416,368,S2 match,107
