Channel_Number,Channel,Trial,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
0,FP1,2,4.761,7.202,8.179,8.667,8.179,7.690,7.202,6.226,5.737,6.226,9.155,13.062,17.456,20.874,21.362,19.897,16.968,14.526,12.573,11.597,10.620,8.667,7.202,5.737,4.272,4.272,5.249,7.690,12.085,17.944,22.339,23.804,21.851,17.456,14.526,14.526,17.456,21.362,24.780,26.245,25.757,22.827,18.921,14.038,10.132,6.226,4.761,3.784,4.272,4.761,4.761,4.272,3.784,3.296,3.784,4.272,5.249,5.737,6.226,5.737,4.761,3.784,3.784,4.761,5.249,5.249,4.761,3.296,1.831,1.831,3.296,6.226,9.644,11.597,13.062,13.062,12.085,11.108,9.644,8.667,6.714,5.249,4.272,3.784,5.249,7.202,9.155,9.644,8.179,5.249,2.808,2.808,4.761,7.690,9.155,9.155,7.690,7.690,10.132,14.038,17.944,18.921,17.456,15.015,12.085,10.132,9.644,9.155,9.155,8.667,8.179,7.202,5.249,2.808,0.854,-0.122,0.366,1.831,2.319,2.319,1.831,1.343,2.319,4.272,6.714,8.667,10.132,10.132,9.155,6.714,2.808,-1.587,-5.493,-6.470,-4.517,-0.610,4.272,8.667,10.620,10.620,8.667,4.272,-0.610,-5.005,-6.958,-6.958,-4.517,-2.563,-1.587,-2.075,-4.028,-4.517,-2.075,1.343,4.272,5.249,3.296,-0.122,-1.587,0.366,5.737,13.062,18.433,19.897,17.456,12.085,6.714,3.784,3.784,6.226,10.132,13.550,16.479,17.456,16.479,14.526,12.573,12.573,14.038,16.968,19.897,21.362,21.851,21.851,21.851,20.874,18.433,14.038,9.155,4.272,1.343,1.831,3.296,5.737,7.690,7.690,5.737,2.808,-0.122,-3.052,-3.052,-0.610,3.296,7.202,9.644,10.132,8.179,5.737,4.272,2.808,1.343,-1.099,-5.493,-9.399,-12.329,-11.841,-8.911,-5.493,-3.540,-4.517,-6.958,-10.376,-12.329,-10.864,-6.958,-2.563,0.366,0.366,-2.563,-5.493,-6.470,-5.005,-1.099,2.319,2.808,-0.122,-5.493,-9.888,-10.864,-7.935,-3.052,1.343,2.808,0.366,-4.517,-9.888,-13.306,-14.771,-12.817,-8.911,-4.517,-1.587,-1.587,-4.517,-8.911,-12.329
1,FP2,2,8.636,10.101,10.101,8.636,8.148,8.148,8.636,9.125,8.636,8.148,9.125,12.054,15.472,18.890,19.867,19.379,17.426,15.961,14.496,11.566,9.125,7.172,5.219,4.242,4.242,4.730,5.707,9.125,14.008,19.867,24.750,25.726,22.797,17.426,13.519,13.519,16.937,21.820,24.750,25.238,23.285,19.867,15.961,12.054,8.636,6.195,5.707,6.195,7.172,7.660,7.172,6.683,5.707,4.730,4.730,4.242,4.730,5.219,6.195,7.172,6.683,6.195,5.219,4.730,5.219,5.707,4.730,2.777,0.336,-0.641,0.824,4.242,7.660,10.101,10.590,9.125,7.660,6.195,6.195,7.172,8.148,8.148,7.660,7.172,7.172,7.660,9.125,9.125,7.660,4.242,1.312,0.336,2.777,6.683,9.613,10.590,9.613,9.613,11.078,14.008,15.961,15.961,14.496,12.543,12.054,12.543,12.543,11.566,9.613,7.660,7.172,6.683,6.195,4.730,3.754,3.265,3.754,4.730,4.730,2.777,0.824,-0.641,-0.153,1.801,4.242,5.707,6.195,5.219,3.265,0.824,-1.617,-4.547,-6.012,-6.012,-4.059,-0.153,3.754,7.660,9.125,9.125,6.683,2.289,-2.106,-6.012,-6.989,-6.012,-3.082,-1.129,-1.129,-3.082,-6.012,-6.500,-4.547,-0.153,3.754,5.707,4.242,1.801,0.824,2.777,7.172,12.543,15.961,16.449,14.008,10.590,7.660,6.195,6.683,8.636,11.566,14.008,14.984,15.961,14.984,14.008,13.031,13.031,14.008,15.961,18.402,20.355,21.820,23.285,24.261,23.773,21.332,15.961,9.125,2.289,-2.594,-5.035,-4.547,-2.106,1.312,3.265,4.242,3.754,2.289,0.824,-0.153,-0.153,1.312,2.777,5.219,5.707,5.707,4.730,3.754,2.777,1.312,-1.617,-6.012,-10.895,-14.313,-14.801,-12.360,-8.453,-6.012,-6.500,-8.453,-10.895,-11.871,-10.895,-7.965,-5.035,-3.082,-2.594,-4.059,-6.012,-6.012,-4.547,-0.641,2.289,2.289,-1.129,-7.477,-12.360,-12.848,-8.942,-3.082,1.312,1.312,-2.594,-7.965,-12.360,-13.824,-12.848,-9.430,-6.012,-4.059,-4.059,-6.500,-10.406,-12.848,-13.824
2,F7,2,6.612,10.030,11.495,11.007,9.054,6.124,4.659,3.682,4.659,6.612,9.542,14.425,18.819,22.237,22.725,21.261,18.331,14.425,11.983,11.495,12.472,14.913,16.866,16.866,15.401,12.960,11.495,11.983,14.913,18.819,21.261,22.237,20.772,18.331,16.866,16.378,18.819,21.749,24.679,26.143,24.190,19.307,13.448,8.077,3.682,1.729,0.753,0.753,1.241,2.218,3.194,4.171,4.171,3.194,2.706,2.706,3.682,4.171,3.682,2.218,0.753,0.264,1.241,2.706,3.682,3.682,3.194,2.706,3.194,3.682,3.682,3.194,3.682,5.147,8.565,11.495,11.983,9.542,4.659,0.264,-1.200,-0.712,1.241,3.194,3.682,3.194,2.706,2.706,2.706,2.706,2.706,2.706,3.194,3.682,2.706,1.241,-0.224,0.753,4.171,9.542,14.425,16.378,14.425,10.030,4.659,1.241,0.753,1.729,3.194,3.682,3.194,1.241,-0.712,-2.665,-3.153,-2.177,-0.224,1.729,1.729,-0.224,-2.177,-2.177,1.241,6.612,11.007,13.936,12.960,10.518,7.100,3.682,0.264,-3.153,-6.571,-7.548,-6.571,-3.642,0.753,4.171,6.124,6.612,4.659,0.753,-4.130,-8.525,-10.966,-10.966,-9.501,-7.548,-7.060,-7.548,-8.525,-8.036,-6.083,-2.665,0.753,2.706,2.218,0.753,-1.689,-1.200,1.241,6.124,11.495,13.936,12.960,9.054,4.171,1.241,0.753,2.706,5.147,7.589,9.542,10.518,10.518,10.030,8.565,6.612,6.612,8.565,11.983,14.913,16.378,14.913,11.983,8.077,4.659,2.218,1.241,1.241,2.218,3.682,5.636,7.589,9.054,7.589,3.194,-3.153,-9.013,-11.454,-9.501,-4.130,2.218,6.124,6.612,4.659,1.729,-0.224,-1.689,-3.153,-5.107,-8.036,-9.501,-9.501,-8.036,-5.107,-2.665,-2.177,-3.153,-6.083,-10.478,-15.849,-18.778,-17.802,-11.943,-3.642,3.682,5.147,0.753,-6.571,-11.943,-11.943,-7.060,-2.177,0.264,-2.665,-9.013,-14.384,-15.849,-11.943,-4.618,1.729,4.171,0.753,-6.083,-14.384,-20.243,-21.708,-18.290,-11.943,-4.618,0.753,1.241,-3.153,-10.478,-17.314
3,F8,2,15.645,13.692,9.786,6.368,5.880,7.833,11.251,12.716,12.227,9.786,8.809,10.274,13.692,17.598,19.552,19.063,16.622,14.181,12.716,11.739,10.763,8.809,7.345,5.880,5.880,5.880,7.345,9.298,13.692,19.552,24.434,25.899,22.970,16.622,10.274,7.833,9.298,12.716,16.134,17.110,15.645,14.181,12.227,10.274,7.833,3.927,0.997,-1.444,-0.956,1.485,4.415,6.856,7.345,6.368,4.903,2.950,2.462,2.462,3.438,4.903,5.391,4.903,3.438,1.485,0.509,0.020,0.020,-0.468,-0.956,-1.444,-0.956,0.509,1.973,3.438,3.927,3.438,2.462,2.950,3.927,6.856,9.298,10.274,9.298,7.833,6.856,8.809,11.739,13.692,12.227,6.856,0.509,-2.909,-1.933,2.950,8.321,12.227,13.692,13.692,14.181,15.157,15.157,14.181,12.716,12.227,13.692,16.622,18.087,17.598,13.692,9.298,5.880,4.415,4.903,6.368,8.321,11.251,13.692,14.669,12.227,7.345,0.509,-5.351,-7.792,-6.327,-1.933,2.950,5.391,5.391,2.462,-1.933,-6.327,-9.257,-10.234,-8.769,-5.839,-2.421,1.485,3.927,4.903,3.927,0.020,-5.351,-10.722,-13.163,-12.675,-8.769,-4.374,-2.421,-3.398,-7.304,-12.187,-15.116,-14.628,-9.745,-3.398,2.950,5.880,5.391,1.973,-1.444,-2.909,-1.933,0.997,3.927,4.903,4.415,2.950,0.997,0.020,0.509,1.485,3.927,6.856,9.298,9.298,5.880,0.997,-3.398,-4.862,-1.933,3.927,10.763,15.645,17.110,16.134,13.692,9.786,4.903,-0.468,-6.327,-12.187,-16.093,-18.046,-18.534,-17.558,-17.069,-15.605,-13.652,-10.234,-6.327,-3.398,-2.421,-3.398,-5.839,-8.769,-9.257,-8.280,-5.351,-1.933,0.997,1.485,-0.956,-6.816,-13.652,-19.511,-21.464,-19.999,-15.605,-12.187,-11.210,-12.675,-15.116,-15.605,-13.652,-9.257,-4.862,-3.398,-4.862,-8.280,-11.698,-12.187,-9.745,-4.862,-0.956,-1.444,-6.327,-14.628,-20.487,-20.487,-15.605,-7.792,-2.421,-1.933,-4.862,-9.257,-12.675,-14.628,-15.116,-15.116,-14.628,-13.652,-13.652,-15.116,-17.069,-19.023,-19.023
4,AF1,2,7.182,10.111,11.088,11.088,10.111,8.158,6.205,4.740,4.252,5.717,8.647,12.553,16.947,19.389,20.365,19.389,17.924,16.459,14.994,12.553,10.111,7.670,5.229,3.276,1.811,1.322,2.299,5.229,11.088,17.924,22.807,23.783,20.854,16.459,13.041,13.041,15.483,18.901,21.830,22.807,21.342,17.924,14.018,11.088,9.135,7.670,7.670,6.694,6.205,5.229,4.740,5.229,5.229,5.717,5.717,5.717,6.694,7.670,7.670,7.182,5.229,3.764,3.764,5.229,7.182,7.670,6.694,3.276,0.346,-0.631,0.346,3.764,7.182,10.600,12.065,12.065,10.600,8.158,5.229,2.299,-0.142,-1.607,-2.584,-2.096,-1.119,0.834,1.811,1.322,-1.119,-4.049,-6.002,-5.514,-2.096,1.322,2.787,2.787,1.322,0.834,2.299,6.205,9.135,9.135,7.182,4.252,1.322,0.346,-0.142,-0.142,0.834,0.346,0.346,-0.631,-2.584,-5.514,-7.955,-8.443,-7.955,-6.002,-5.025,-5.025,-5.514,-6.002,-5.025,-3.560,-1.607,-0.142,0.834,0.834,-0.142,-2.584,-6.490,-10.396,-13.814,-14.791,-12.349,-7.955,-3.072,0.346,1.322,0.346,-2.584,-6.490,-10.396,-12.838,-14.303,-13.814,-11.861,-10.396,-10.396,-11.373,-13.326,-13.814,-12.349,-8.931,-5.514,-3.560,-4.049,-5.514,-6.002,-4.537,0.346,5.229,9.135,9.623,7.670,3.764,0.346,-2.096,-3.072,-1.607,0.834,3.276,5.229,5.717,4.252,1.811,-0.631,-1.607,-0.631,2.299,6.205,10.111,12.553,14.018,13.041,10.111,4.252,-1.607,-6.490,-9.420,-8.931,-6.002,-2.096,1.322,2.299,1.322,-1.607,-6.002,-10.396,-13.326,-13.814,-11.861,-7.467,-2.584,0.834,2.299,1.322,-1.119,-3.560,-6.490,-9.908,-13.814,-17.721,-21.139,-22.603,-20.650,-17.232,-13.326,-11.373,-11.861,-14.791,-17.721,-19.674,-18.697,-15.279,-11.861,-9.420,-10.396,-13.814,-17.721,-19.185,-17.721,-13.326,-9.908,-8.931,-11.861,-17.232,-21.627,-22.603,-19.185,-14.303,-9.908,-9.420,-11.373,-15.279,-19.185,-21.139,-20.650,-17.232,-12.838,-9.420,-7.955,-9.420,-13.814,-18.209,-21.627
5,AF2,2,8.809,9.786,9.786,8.809,8.321,7.833,7.345,6.368,5.880,6.856,8.809,12.227,15.157,17.598,18.575,18.575,18.087,17.110,15.645,12.716,9.786,6.368,3.927,1.973,0.997,0.509,2.462,6.368,12.227,19.063,23.458,23.458,19.063,12.716,8.321,7.345,10.274,14.181,17.110,18.087,17.110,14.669,12.227,10.274,8.321,7.345,6.368,6.368,5.880,5.880,5.880,5.880,5.880,5.880,5.880,5.880,6.368,7.833,9.298,9.298,8.809,7.345,6.368,6.368,6.856,6.856,4.903,1.973,-0.956,-1.444,0.020,3.438,6.856,8.321,7.833,6.856,5.880,5.391,5.391,5.880,5.391,4.415,2.950,1.485,1.485,1.973,3.927,4.415,3.438,0.020,-2.909,-3.886,-1.444,2.462,6.856,8.321,7.345,6.368,6.368,7.345,8.321,8.321,7.345,6.856,6.856,7.833,8.321,7.345,5.880,4.415,3.438,2.950,1.973,0.509,-0.956,-0.956,0.020,0.509,0.509,-0.956,-2.909,-3.886,-3.398,-2.421,-1.444,-1.444,-1.444,-1.933,-2.909,-3.886,-6.327,-8.769,-10.722,-11.210,-9.257,-5.351,-1.444,1.485,2.462,1.485,-0.956,-4.374,-7.792,-10.722,-12.187,-11.698,-9.745,-7.792,-6.816,-8.769,-11.210,-12.675,-11.698,-7.304,-3.886,-0.956,-0.468,-1.933,-2.421,-0.956,2.462,6.368,8.809,8.809,6.856,3.927,1.485,0.509,0.509,1.973,3.438,5.391,6.856,7.345,6.368,4.415,2.950,2.950,4.415,7.833,11.251,14.181,17.110,18.575,19.063,17.110,12.227,6.368,-0.468,-5.351,-7.304,-7.304,-5.351,-3.398,-1.933,-1.444,-1.933,-3.398,-5.351,-6.816,-7.792,-7.304,-4.862,-2.421,0.020,1.485,1.485,0.509,-1.444,-3.398,-5.839,-9.745,-14.140,-19.023,-22.441,-22.441,-19.999,-16.581,-13.652,-12.675,-13.163,-14.628,-15.116,-14.140,-12.187,-9.745,-8.769,-9.745,-11.698,-13.652,-14.140,-12.675,-9.257,-6.327,-5.351,-7.792,-12.675,-17.069,-18.046,-16.093,-11.698,-8.769,-8.769,-10.722,-14.140,-16.093,-16.581,-15.116,-12.187,-9.257,-8.280,-8.769,-10.722,-14.140,-16.581,-17.069
6,FZ,2,7.568,8.545,9.521,10.010,10.010,9.521,7.568,5.127,3.174,3.174,5.615,9.033,12.451,14.893,16.357,16.846,16.357,15.869,13.916,10.986,7.568,4.150,2.197,0.244,-1.709,-3.174,-2.686,0.244,6.104,12.451,16.846,16.846,12.451,7.568,4.150,4.150,6.104,8.545,10.010,9.521,8.057,6.592,6.104,6.104,6.592,7.080,7.080,6.592,5.127,3.662,2.686,3.174,3.662,4.150,4.639,5.615,6.592,8.057,9.033,8.545,6.592,4.639,3.662,4.639,5.615,5.615,4.150,1.221,-1.221,-2.197,-1.221,1.221,3.174,4.639,4.639,4.150,3.662,3.174,2.197,0.244,-1.709,-3.662,-5.615,-5.615,-5.127,-3.174,-1.709,-1.709,-3.662,-6.104,-8.545,-9.033,-6.592,-3.174,0.244,1.709,1.221,1.221,1.221,1.709,2.686,2.197,1.221,-0.244,-0.732,-0.732,-0.732,-0.244,-0.244,-0.244,-0.244,-1.221,-2.686,-4.150,-5.615,-5.615,-4.639,-3.662,-3.174,-3.174,-4.150,-4.150,-4.639,-4.639,-5.615,-6.104,-5.615,-5.127,-4.639,-5.127,-7.080,-10.498,-13.428,-14.404,-13.428,-10.498,-7.080,-5.615,-5.615,-6.592,-8.545,-9.521,-11.475,-12.939,-14.893,-15.381,-14.893,-13.428,-11.963,-11.963,-12.939,-14.404,-13.916,-11.963,-8.545,-5.615,-3.662,-3.174,-2.686,-1.709,0.244,2.197,3.662,3.662,2.197,0.244,-1.709,-3.174,-4.150,-5.127,-5.615,-5.127,-4.639,-3.662,-3.174,-3.174,-2.686,-2.197,-0.732,1.709,3.662,6.104,8.057,9.521,9.521,7.568,3.174,-2.686,-8.057,-10.498,-10.498,-9.033,-7.080,-5.615,-5.615,-6.104,-7.080,-8.545,-10.010,-10.498,-10.986,-10.010,-8.057,-6.104,-4.639,-3.662,-4.150,-5.127,-7.080,-9.521,-11.963,-14.893,-17.334,-18.799,-19.287,-18.311,-17.334,-16.357,-15.869,-14.893,-14.893,-14.404,-13.916,-12.451,-11.475,-10.498,-10.498,-10.498,-11.963,-12.939,-12.939,-11.475,-10.010,-9.033,-10.010,-12.939,-16.846,-19.287,-19.775,-17.822,-15.381,-13.428,-12.451,-12.939,-13.916,-14.404,-14.404,-13.428,-11.475,-9.521,-7.568,-7.568,-8.545,-10.498,-12.939,-14.893
7,F4,2,7.538,7.050,5.585,4.608,3.632,3.143,2.655,2.167,1.678,2.655,4.608,6.561,9.491,11.932,13.397,14.374,14.862,13.885,12.421,9.491,6.561,3.632,1.678,-0.275,-1.251,-2.228,-0.763,2.167,8.026,13.885,17.792,17.792,12.909,6.561,2.167,1.190,2.655,5.585,8.026,8.514,8.514,8.514,8.026,7.538,6.073,4.120,2.655,0.702,0.214,0.702,1.678,3.143,4.120,4.120,3.632,3.143,3.632,5.096,6.073,6.561,6.073,4.608,3.632,3.632,4.120,3.632,1.190,-1.740,-4.669,-5.157,-3.693,-1.251,0.702,1.190,1.190,0.702,0.702,1.678,3.632,6.073,7.050,7.050,5.096,2.167,0.214,0.214,1.190,2.655,2.167,-1.251,-4.669,-6.622,-4.669,-0.275,3.632,6.073,5.585,4.608,4.120,4.120,4.120,4.120,3.632,4.120,6.073,8.026,8.514,7.538,4.608,2.655,1.190,1.190,1.190,0.702,0.214,0.214,1.190,1.190,0.214,-1.251,-3.693,-4.669,-4.181,-3.693,-3.693,-4.669,-5.157,-5.646,-5.157,-5.157,-6.622,-8.575,-10.529,-10.529,-9.552,-6.622,-3.204,-0.763,0.214,-0.275,-2.228,-5.157,-9.064,-12.482,-13.947,-13.947,-11.505,-9.064,-7.599,-8.087,-10.529,-11.993,-12.970,-11.017,-7.599,-4.669,-2.228,-1.740,-1.740,-1.251,0.214,1.678,3.143,3.632,2.655,1.190,-1.251,-2.716,-2.716,-0.763,1.678,4.608,6.073,6.073,3.632,0.214,-2.716,-3.693,-1.740,2.167,7.538,12.909,17.303,19.257,18.280,14.374,8.514,2.167,-3.693,-7.111,-9.064,-9.552,-9.064,-8.087,-6.622,-5.646,-5.157,-5.157,-5.646,-6.134,-7.111,-7.599,-7.599,-6.134,-4.669,-2.228,0.214,1.190,0.702,-1.740,-4.669,-9.064,-13.458,-17.853,-20.782,-21.271,-19.806,-17.853,-15.411,-14.435,-13.458,-12.970,-11.993,-9.552,-7.111,-5.646,-5.157,-6.622,-9.064,-11.505,-12.970,-11.993,-10.040,-7.111,-6.134,-7.599,-11.017,-13.947,-14.923,-13.947,-11.505,-10.040,-10.529,-12.482,-14.435,-14.435,-12.970,-10.529,-8.575,-7.599,-8.087,-10.040,-11.993,-13.458,-14.435,-13.458
8,F3,2,5.269,8.687,10.152,9.664,7.711,5.269,2.340,0.875,0.387,0.875,3.316,6.246,9.176,11.129,11.617,11.129,10.152,9.664,9.176,8.199,7.222,6.246,5.269,3.805,1.851,0.387,-0.102,1.851,6.246,11.129,15.523,16.988,15.035,11.617,8.687,7.711,8.687,10.640,12.105,12.105,10.640,8.199,5.758,4.293,3.805,3.805,4.293,3.805,3.316,3.316,3.805,4.293,4.781,4.293,3.805,3.805,3.805,4.293,3.316,1.851,-0.590,-1.078,-0.102,2.828,5.269,6.246,5.269,3.805,1.851,1.363,2.340,4.293,7.222,10.152,12.594,13.082,11.617,7.222,1.851,-3.031,-6.449,-8.403,-8.403,-7.426,-5.961,-4.985,-4.008,-4.985,-5.961,-7.426,-7.914,-6.938,-4.496,-3.031,-2.543,-3.520,-4.496,-4.496,-2.543,0.875,3.316,3.316,1.363,-2.055,-5.473,-6.449,-5.961,-5.473,-4.496,-4.008,-4.008,-4.496,-5.961,-8.403,-9.379,-9.867,-8.403,-6.449,-4.985,-5.473,-6.449,-7.426,-6.938,-4.985,-3.520,-2.055,-2.055,-3.031,-4.496,-6.449,-9.379,-12.309,-15.238,-16.215,-14.262,-10.844,-6.938,-4.496,-4.008,-5.473,-8.403,-11.332,-13.774,-15.727,-16.215,-15.727,-13.774,-11.820,-10.844,-11.820,-13.774,-15.727,-16.215,-14.750,-11.820,-8.891,-7.426,-6.938,-6.938,-6.938,-4.496,-1.567,1.363,2.828,1.851,-0.590,-4.496,-7.426,-8.891,-8.403,-7.426,-5.473,-4.008,-2.543,-3.031,-4.008,-5.473,-6.938,-6.938,-4.985,-2.055,1.363,3.316,3.805,1.851,-2.055,-6.938,-10.844,-13.285,-13.285,-11.332,-7.914,-4.496,-3.031,-3.031,-4.496,-7.914,-11.820,-16.215,-18.656,-19.633,-18.168,-14.750,-10.844,-7.426,-5.473,-4.985,-6.449,-8.403,-11.332,-14.262,-17.192,-19.145,-20.121,-19.145,-16.703,-13.774,-11.820,-11.820,-13.285,-16.215,-18.656,-19.633,-18.656,-15.727,-12.797,-11.332,-12.309,-15.727,-18.656,-19.633,-18.168,-14.750,-12.309,-12.797,-15.727,-19.633,-23.051,-22.563,-19.145,-15.238,-12.309,-11.820,-13.285,-16.703,-19.145,-20.610,-19.633,-16.215,-11.820,-7.426,-5.961,-7.914,-12.309,-17.192,-20.610
9,FC6,2,7.314,5.849,4.384,2.920,2.431,2.920,3.896,4.384,4.384,4.384,4.873,6.337,7.802,9.755,11.220,12.685,13.662,13.662,12.685,11.220,9.755,8.291,6.826,6.337,5.849,5.849,6.337,6.826,8.779,11.220,13.173,13.662,12.685,11.220,9.755,9.755,10.732,12.197,13.173,12.685,12.197,10.732,9.755,8.291,6.826,4.873,3.408,2.431,2.431,3.408,4.873,5.849,6.826,6.337,5.849,4.873,3.896,3.896,3.896,3.408,2.431,1.455,0.478,0.478,1.455,1.943,1.943,1.455,-0.010,-0.987,-0.987,-0.987,-0.987,-0.987,-1.475,-1.475,-1.475,-0.987,0.966,3.896,8.291,10.732,10.732,8.779,6.337,5.361,5.849,6.826,5.361,1.455,-2.940,-5.870,-4.893,-0.987,3.896,7.314,8.291,8.779,8.779,9.267,9.267,8.779,7.802,7.802,8.291,9.267,10.244,9.267,7.314,5.361,4.873,5.361,6.337,6.826,6.337,6.337,6.337,6.337,6.337,4.384,1.943,-0.498,-1.963,-2.452,-1.963,-0.987,-0.498,-0.498,-0.498,-0.498,-0.987,-2.940,-5.381,-7.334,-8.311,-6.358,-2.940,1.455,4.873,5.361,2.920,-0.498,-4.893,-6.846,-7.823,-7.334,-6.846,-6.358,-6.358,-6.846,-7.823,-8.311,-8.799,-7.334,-5.381,-2.452,-0.498,-0.010,-0.498,-1.963,-2.940,-1.963,-0.987,-0.498,-0.987,-2.940,-4.893,-5.381,-4.405,-1.963,1.455,4.384,5.849,5.849,3.896,-0.010,-4.893,-7.823,-7.823,-3.916,2.431,9.267,14.638,16.103,15.615,12.685,9.267,5.849,1.943,-1.963,-6.358,-10.264,-12.705,-13.682,-13.682,-13.194,-12.217,-10.752,-8.799,-5.870,-3.916,-2.452,-1.963,-1.963,-1.475,-0.987,-0.010,0.478,-0.010,-0.987,-2.452,-4.405,-6.846,-9.776,-11.729,-12.705,-11.729,-10.264,-9.288,-9.288,-9.776,-10.264,-8.799,-5.381,-0.987,1.943,2.431,0.478,-3.916,-8.799,-11.241,-11.241,-9.776,-7.823,-7.823,-9.776,-13.194,-15.147,-14.659,-11.241,-7.334,-4.893,-4.893,-6.846,-9.288,-10.264,-10.264,-10.264,-10.752,-11.241,-10.752,-10.264,-10.264,-11.241,-12.217,-12.217
