Channel_Number,Channel,Trial,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
0,FP1,21,-0.122,1.831,2.808,2.808,1.831,-0.122,-2.563,-5.005,-6.958,-8.911,-10.864,-11.841,-12.329,-12.329,-11.841,-11.841,-12.329,-11.841,-11.841,-10.376,-8.423,-7.446,-7.446,-9.399,-12.329,-15.259,-16.235,-15.259,-12.817,-9.888,-7.446,-5.493,-4.517,-5.005,-5.981,-7.446,-9.399,-10.376,-10.864,-10.864,-11.353,-11.841,-13.306,-14.771,-14.282,-12.817,-10.864,-9.399,-9.399,-11.353,-13.306,-15.747,-16.724,-17.212,-16.235,-14.282,-12.329,-10.864,-9.888,-10.376,-11.841,-12.817,-13.306,-13.306,-13.306,-12.817,-12.817,-12.817,-12.329,-10.376,-7.935,-5.493,-4.517,-5.493,-7.446,-9.399,-11.353,-11.353,-10.376,-9.399,-9.399,-11.353,-14.282,-18.188,-21.118,-22.583,-22.095,-21.606,-21.118,-22.095,-23.560,-24.536,-24.536,-24.048,-23.071,-22.583,-22.095,-22.095,-21.118,-20.142,-19.653,-19.653,-20.142,-20.142,-20.630,-21.118,-21.606,-22.095,-22.583,-22.095,-20.630,-19.165,-18.188,-17.212,-16.724,-15.747,-15.259,-14.771,-15.259,-16.235,-16.235,-16.724,-17.212,-17.700,-19.165,-20.142,-20.142,-19.653,-19.165,-19.165,-20.142,-21.606,-23.071,-23.071,-22.583,-21.118,-20.142,-19.165,-19.653,-19.653,-18.188,-16.724,-14.282,-11.841,-10.376,-9.888,-9.399,-9.399,-9.399,-8.911,-9.399,-10.376,-11.841,-12.817,-12.817,-11.353,-9.399,-7.935,-7.935,-9.399,-10.864,-11.841,-10.864,-9.399,-7.446,-5.493,-5.493,-6.470,-7.446,-8.423,-7.446,-6.470,-5.493,-6.470,-7.935,-9.888,-11.353,-11.841,-11.841,-10.864,-10.864,-11.353,-11.841,-12.817,-13.306,-13.306,-12.329,-11.353,-9.888,-9.399,-10.376,-11.841,-12.817,-11.841,-9.888,-7.935,-6.958,-7.446,-9.399,-11.841,-13.306,-14.282,-14.771,-15.259,-15.747,-16.235,-16.724,-17.700,-18.677,-19.165,-19.653,-20.142,-21.118,-23.071,-26.001,-27.954,-27.466,-24.536,-19.653,-15.747,-12.817,-11.841,-10.864,-10.376,-9.888,-11.353,-14.282,-18.677,-21.606,-22.583,-22.095,-20.142,-18.677,-17.212,-15.259,-14.282,-13.794,-15.259,-17.700,-19.653,-19.165,-15.747,-11.841,-8.423,-7.935,-8.423,-8.423,-6.958,-4.517,-3.540,-5.005,-7.935,-11.353,-13.794,-13.794,-12.817
1,FP2,21,-0.702,1.251,2.716,2.716,1.740,-0.702,-3.632,-6.073,-8.026,-9.979,-11.444,-12.421,-12.421,-12.421,-12.421,-12.909,-13.397,-13.397,-12.909,-11.444,-9.491,-8.514,-9.003,-10.956,-12.909,-14.862,-15.839,-14.862,-12.909,-10.468,-7.538,-5.096,-3.632,-3.143,-3.632,-5.096,-6.073,-7.538,-8.026,-8.514,-10.468,-11.932,-13.885,-14.862,-14.374,-12.909,-10.956,-10.468,-10.956,-13.397,-15.350,-16.815,-17.792,-17.303,-16.327,-15.350,-13.885,-13.397,-12.421,-12.421,-12.909,-13.885,-14.862,-15.350,-15.350,-14.862,-14.374,-13.885,-12.909,-11.444,-9.491,-8.514,-7.538,-7.538,-8.514,-9.979,-11.444,-12.421,-12.909,-12.909,-13.397,-14.862,-17.303,-20.233,-22.675,-24.139,-24.139,-24.139,-23.651,-24.628,-25.116,-25.604,-25.116,-23.651,-22.675,-22.675,-22.675,-22.186,-21.698,-20.721,-19.745,-19.257,-19.745,-21.210,-22.186,-23.163,-23.163,-23.163,-22.675,-21.698,-21.210,-20.233,-19.745,-19.745,-19.257,-18.280,-16.815,-16.327,-15.350,-15.839,-16.327,-17.792,-19.257,-20.721,-21.698,-21.698,-21.698,-20.721,-20.233,-20.721,-21.698,-23.651,-25.116,-25.604,-25.604,-24.628,-23.651,-22.675,-22.186,-21.698,-21.698,-20.233,-18.768,-16.327,-14.374,-12.909,-12.421,-11.932,-11.444,-10.956,-11.932,-12.909,-14.374,-15.350,-14.374,-12.909,-11.444,-10.468,-10.956,-11.932,-12.909,-13.885,-13.397,-12.421,-11.444,-9.979,-9.003,-8.514,-9.003,-9.491,-9.491,-8.514,-7.538,-7.538,-8.514,-10.468,-12.421,-13.885,-13.885,-13.885,-13.397,-13.397,-13.885,-13.885,-13.885,-13.397,-12.909,-12.421,-12.909,-12.909,-13.885,-14.374,-14.374,-13.397,-10.956,-9.003,-8.026,-8.026,-9.003,-10.956,-12.421,-13.885,-14.862,-16.327,-16.815,-17.303,-17.303,-17.303,-17.792,-18.280,-19.257,-20.233,-22.186,-24.628,-27.557,-28.534,-27.557,-24.139,-19.745,-15.350,-12.909,-10.956,-9.003,-8.026,-8.514,-10.956,-14.374,-18.280,-20.721,-21.698,-20.721,-19.257,-18.280,-16.815,-15.350,-13.885,-13.885,-15.350,-17.792,-19.257,-18.768,-15.839,-12.421,-9.979,-9.003,-9.003,-7.538,-5.096,-2.655,-1.678,-3.143,-7.050,-10.468,-12.909,-13.885,-13.397
2,F7,21,-1.302,1.628,3.581,4.557,3.581,1.628,-0.814,-2.767,-5.208,-7.650,-9.603,-11.068,-11.556,-11.068,-10.579,-10.091,-9.603,-10.091,-10.091,-9.115,-7.650,-6.673,-7.161,-9.115,-11.556,-13.509,-14.974,-14.486,-12.533,-10.091,-7.161,-4.720,-3.743,-4.720,-6.673,-9.115,-11.556,-12.533,-12.044,-11.556,-12.044,-13.997,-16.439,-17.415,-16.927,-14.974,-13.021,-12.044,-12.533,-13.509,-14.974,-15.462,-15.462,-14.974,-14.486,-13.021,-11.556,-9.115,-8.138,-7.650,-8.138,-9.603,-11.068,-12.044,-12.533,-13.021,-13.509,-13.509,-12.533,-11.068,-8.626,-6.673,-5.208,-5.208,-6.185,-7.161,-9.115,-10.579,-10.579,-10.579,-11.068,-12.533,-14.974,-17.904,-20.345,-22.298,-22.786,-22.786,-23.275,-23.763,-23.763,-23.763,-23.275,-23.275,-22.786,-22.298,-21.810,-21.322,-19.857,-18.880,-18.392,-18.392,-19.368,-20.345,-21.322,-22.298,-22.786,-22.786,-21.810,-20.833,-19.857,-18.880,-18.392,-17.415,-15.951,-14.486,-13.021,-12.044,-12.533,-13.021,-13.509,-14.486,-14.974,-15.462,-15.462,-15.462,-14.486,-13.997,-13.509,-13.509,-13.509,-13.509,-13.509,-13.509,-13.509,-13.021,-13.021,-13.021,-12.533,-11.068,-9.603,-7.650,-5.697,-4.232,-2.767,-2.279,-2.279,-1.790,-1.790,-1.790,-1.790,-2.767,-3.743,-4.232,-3.743,-2.279,-0.814,0.163,-0.326,-1.790,-3.743,-4.232,-3.743,-2.279,-0.326,0.651,1.139,0.651,-0.326,-0.814,-0.814,-0.326,-0.326,-1.790,-3.743,-5.697,-6.185,-5.208,-3.743,-3.743,-4.232,-6.185,-7.650,-8.138,-8.138,-7.161,-6.673,-5.697,-5.208,-4.232,-3.743,-3.743,-3.743,-3.743,-3.255,-2.767,-1.790,-1.790,-2.279,-2.767,-3.743,-4.720,-5.208,-5.697,-6.185,-6.185,-6.185,-6.673,-6.673,-7.161,-8.138,-9.603,-11.068,-12.533,-13.997,-15.462,-15.951,-14.974,-13.509,-11.068,-8.138,-5.697,-4.720,-4.232,-5.208,-7.161,-10.579,-13.509,-15.462,-15.951,-15.462,-14.486,-13.021,-11.556,-10.579,-10.091,-10.579,-12.533,-15.462,-16.927,-16.439,-13.509,-9.603,-7.161,-5.697,-6.185,-6.185,-5.208,-3.255,-2.279,-2.767,-4.720,-8.138,-10.579,-11.068,-10.579
3,F8,21,0.010,0.987,3.428,4.893,4.405,2.452,0.010,-2.431,-3.896,-5.361,-6.826,-9.267,-11.220,-12.685,-13.173,-13.173,-13.173,-13.173,-12.685,-11.709,-9.755,-7.802,-7.314,-7.802,-9.755,-10.732,-10.732,-8.779,-5.849,-2.431,0.010,0.987,0.987,0.498,0.010,-0.966,-2.431,-4.384,-6.337,-8.291,-10.244,-12.197,-13.662,-14.638,-14.638,-13.662,-13.173,-13.173,-14.150,-16.591,-19.033,-20.009,-19.033,-17.080,-15.127,-14.150,-13.173,-11.220,-9.267,-7.802,-8.291,-9.755,-12.197,-14.638,-15.127,-14.150,-12.685,-11.220,-10.732,-11.220,-11.709,-11.709,-11.709,-11.220,-11.709,-12.197,-13.173,-14.150,-15.127,-16.103,-17.080,-18.056,-19.521,-20.498,-21.474,-21.474,-21.474,-21.474,-20.986,-20.009,-18.545,-16.103,-14.638,-13.173,-12.685,-12.685,-12.685,-12.197,-12.197,-11.709,-11.709,-11.709,-11.709,-12.685,-13.662,-15.127,-16.103,-16.103,-15.127,-13.173,-11.709,-11.220,-11.220,-11.220,-11.220,-10.244,-9.267,-8.779,-7.802,-7.314,-6.337,-6.337,-7.314,-8.779,-10.732,-11.709,-11.220,-9.755,-9.267,-9.755,-11.220,-12.685,-13.662,-14.150,-14.150,-14.638,-14.638,-14.638,-13.662,-12.685,-11.709,-10.244,-8.291,-6.337,-4.384,-2.920,-1.455,-0.478,0.010,0.010,-0.966,-1.943,-2.920,-2.920,-2.431,-1.455,-0.966,-0.966,-0.966,-0.966,-0.478,0.010,0.010,-0.966,-1.455,-1.943,-1.455,-0.478,0.010,0.498,0.498,0.987,1.475,1.475,0.498,-1.455,-3.408,-4.873,-5.849,-6.337,-7.314,-8.291,-9.267,-8.291,-6.337,-2.431,0.498,1.475,0.498,-2.431,-5.361,-6.826,-6.337,-3.896,-0.966,1.475,2.940,3.916,2.940,0.987,-1.943,-5.849,-9.755,-12.197,-12.685,-11.220,-8.779,-6.826,-5.849,-5.849,-7.314,-9.755,-13.173,-16.591,-19.521,-20.498,-18.056,-14.150,-9.267,-5.361,-2.920,-0.966,0.498,1.475,0.987,-2.431,-6.826,-11.709,-14.150,-14.638,-12.685,-10.732,-9.755,-9.267,-9.267,-8.291,-7.802,-8.291,-8.779,-9.755,-9.755,-8.291,-6.337,-3.896,-1.943,-0.478,1.475,3.916,5.870,6.358,3.916,0.498,-3.408,-6.826,-8.779,-8.779
4,AF1,21,-0.193,0.783,1.272,1.760,0.783,-0.682,-2.635,-4.588,-6.541,-8.006,-8.982,-9.959,-10.935,-10.935,-10.447,-9.959,-9.471,-9.471,-8.494,-7.517,-6.053,-5.076,-5.076,-6.541,-8.494,-9.959,-10.935,-10.447,-9.471,-7.517,-5.076,-3.611,-2.635,-2.635,-3.611,-5.076,-6.053,-6.541,-6.541,-6.053,-6.541,-7.517,-8.982,-9.471,-9.471,-7.517,-6.053,-5.076,-6.053,-8.006,-9.471,-10.935,-11.424,-10.935,-10.447,-9.959,-9.471,-8.494,-7.517,-7.517,-8.494,-8.982,-9.471,-9.959,-9.471,-8.982,-8.006,-7.517,-7.029,-6.053,-5.076,-3.611,-3.123,-3.123,-3.611,-4.588,-5.564,-6.053,-6.053,-5.564,-6.053,-6.541,-8.982,-11.424,-13.377,-14.842,-15.330,-15.330,-15.330,-15.818,-16.795,-17.283,-16.795,-15.818,-15.330,-14.842,-14.842,-14.353,-13.377,-12.400,-11.424,-10.935,-10.935,-11.424,-11.424,-11.912,-11.424,-11.912,-11.912,-11.424,-11.424,-10.935,-10.447,-10.447,-9.959,-9.471,-8.494,-8.494,-8.494,-8.982,-9.959,-10.935,-12.400,-12.889,-13.377,-13.865,-13.377,-12.400,-11.912,-11.912,-12.400,-13.377,-14.353,-14.353,-13.865,-12.889,-12.400,-11.912,-11.424,-10.935,-9.959,-8.494,-7.029,-5.564,-4.588,-4.100,-4.100,-4.100,-3.611,-4.100,-4.588,-5.076,-6.053,-6.541,-6.541,-6.053,-5.076,-4.100,-3.611,-4.100,-4.588,-5.076,-5.076,-4.588,-3.611,-2.635,-2.635,-2.635,-3.123,-2.635,-2.146,-1.170,-1.170,-1.170,-2.146,-3.611,-4.588,-5.076,-5.076,-5.076,-4.588,-5.076,-5.564,-6.053,-6.541,-6.541,-6.053,-4.588,-4.100,-4.100,-4.588,-6.053,-6.541,-6.053,-5.076,-3.611,-2.635,-2.146,-2.635,-3.611,-4.588,-5.076,-6.053,-6.541,-7.029,-7.517,-8.494,-9.471,-9.959,-9.959,-10.447,-10.447,-10.935,-12.400,-13.865,-15.330,-15.818,-14.353,-11.424,-8.494,-6.053,-3.611,-2.635,-2.146,-2.146,-3.611,-6.541,-9.471,-11.912,-12.889,-12.400,-10.935,-9.471,-8.006,-6.541,-6.541,-6.541,-8.006,-9.471,-10.447,-9.959,-8.006,-5.076,-2.635,-1.170,-0.682,-0.193,0.783,2.248,3.225,2.736,0.295,-2.146,-3.611,-3.611,-3.123
5,AF2,21,0.519,1.007,1.495,1.495,1.007,-0.458,-2.411,-3.876,-5.829,-7.782,-9.247,-11.200,-11.688,-12.177,-11.688,-11.200,-10.712,-10.223,-9.247,-8.270,-6.805,-5.341,-4.852,-5.829,-7.294,-8.759,-9.247,-9.247,-7.782,-5.829,-3.876,-2.411,-0.946,-0.946,-1.434,-2.411,-3.387,-4.364,-4.852,-5.341,-6.317,-7.782,-9.247,-9.735,-9.247,-7.782,-6.805,-6.805,-7.782,-9.735,-11.688,-12.665,-13.153,-12.665,-11.688,-10.712,-10.223,-9.247,-9.247,-8.759,-9.247,-10.223,-10.712,-11.200,-11.200,-10.223,-9.247,-8.270,-7.294,-6.805,-6.317,-5.829,-5.829,-5.829,-6.805,-7.294,-7.782,-7.782,-8.270,-7.782,-7.782,-8.759,-10.223,-12.177,-14.130,-15.106,-15.594,-15.106,-15.106,-15.594,-16.083,-16.083,-15.594,-14.130,-13.641,-13.153,-12.665,-13.153,-12.665,-12.177,-11.200,-10.712,-10.712,-11.200,-11.200,-11.688,-12.177,-12.177,-12.177,-11.688,-11.200,-10.712,-10.712,-10.712,-10.223,-9.247,-8.270,-7.782,-7.294,-7.782,-8.270,-9.735,-11.200,-12.665,-13.641,-14.130,-13.153,-12.177,-11.200,-11.688,-12.177,-13.641,-15.106,-15.594,-15.594,-15.106,-14.618,-14.130,-13.641,-12.665,-11.688,-10.712,-9.247,-7.782,-6.805,-5.341,-4.852,-4.364,-4.364,-4.364,-4.852,-6.317,-6.805,-7.294,-6.805,-6.805,-5.829,-5.341,-5.341,-5.341,-5.341,-5.829,-5.829,-5.829,-5.829,-6.317,-5.829,-5.829,-5.341,-4.364,-3.387,-2.411,-1.923,-2.411,-2.899,-4.364,-5.341,-6.805,-7.782,-7.782,-7.782,-7.294,-7.294,-6.805,-6.317,-5.829,-4.852,-4.364,-4.852,-5.341,-6.805,-8.270,-8.759,-8.270,-6.317,-4.852,-3.387,-2.899,-3.387,-4.364,-5.829,-6.805,-8.270,-9.247,-10.712,-11.200,-11.200,-11.200,-11.200,-11.688,-12.177,-12.665,-13.641,-15.106,-16.571,-18.036,-17.548,-16.083,-13.153,-9.735,-7.294,-5.341,-4.364,-3.387,-3.387,-4.852,-7.782,-11.200,-13.641,-14.618,-14.618,-13.153,-11.688,-10.223,-8.759,-7.782,-7.782,-8.759,-10.223,-10.712,-10.223,-8.759,-6.317,-3.876,-2.411,-1.434,0.031,1.495,3.448,3.937,2.472,0.031,-2.411,-4.364,-5.341,-4.852
6,FZ,21,0.071,0.071,0.071,0.071,-0.905,-1.882,-3.347,-4.323,-5.788,-7.253,-8.230,-9.694,-10.671,-10.671,-10.183,-9.694,-8.718,-8.230,-7.253,-6.276,-5.300,-4.323,-3.835,-4.323,-6.276,-7.253,-8.230,-7.741,-6.276,-4.323,-2.858,-1.882,-1.394,-1.394,-2.370,-2.858,-3.835,-3.835,-3.835,-4.323,-4.812,-5.788,-6.276,-6.276,-5.300,-4.323,-4.323,-4.812,-5.788,-7.253,-7.741,-8.718,-9.206,-9.206,-8.718,-8.230,-7.253,-6.765,-6.276,-6.765,-7.253,-7.741,-8.230,-7.253,-6.765,-6.276,-5.788,-4.812,-4.323,-3.835,-3.347,-2.858,-3.347,-3.347,-3.347,-3.835,-3.347,-3.835,-3.835,-3.835,-4.323,-4.812,-6.276,-7.741,-9.206,-9.694,-10.183,-10.183,-10.183,-10.671,-10.671,-10.671,-9.694,-9.206,-9.206,-9.206,-9.206,-8.718,-8.230,-7.253,-6.765,-6.276,-6.276,-6.276,-5.788,-5.300,-5.788,-5.788,-6.276,-6.276,-6.276,-6.276,-5.788,-6.276,-5.788,-5.300,-5.300,-4.812,-4.812,-5.300,-6.765,-8.230,-9.206,-10.183,-10.671,-10.183,-9.694,-8.230,-7.741,-7.741,-8.718,-9.694,-10.183,-10.671,-9.694,-9.206,-9.206,-9.206,-9.206,-8.718,-7.253,-6.276,-4.812,-4.323,-3.835,-3.835,-3.835,-3.347,-3.347,-3.347,-3.835,-4.323,-4.812,-4.812,-4.812,-4.323,-3.835,-3.347,-2.858,-3.347,-3.347,-3.347,-2.858,-2.858,-3.347,-3.347,-3.347,-3.347,-2.370,-1.882,-1.394,-0.905,-0.905,-0.905,-1.394,-2.370,-3.835,-4.812,-5.300,-5.300,-4.812,-4.323,-4.323,-4.812,-4.812,-4.812,-4.323,-4.323,-3.835,-4.323,-4.812,-5.300,-6.276,-6.276,-5.300,-3.835,-2.858,-2.370,-2.370,-2.370,-3.347,-3.835,-4.323,-5.300,-5.788,-6.765,-7.253,-7.741,-8.230,-8.230,-8.230,-8.230,-8.230,-8.230,-9.694,-10.671,-11.648,-11.159,-9.694,-7.253,-4.812,-2.858,-1.394,-1.394,-1.394,-2.858,-5.300,-7.253,-9.206,-10.183,-10.183,-8.718,-7.741,-6.276,-5.788,-5.788,-5.788,-7.253,-8.230,-8.230,-7.741,-6.276,-4.323,-2.370,-1.394,-0.417,0.559,1.536,3.001,3.489,3.001,1.536,0.071,-0.905,-1.394,-0.905
7,F4,21,1.292,1.292,1.292,1.292,0.804,-0.661,-2.126,-4.079,-5.544,-7.497,-9.450,-10.915,-11.892,-12.380,-11.403,-10.915,-10.427,-9.939,-9.450,-7.985,-6.032,-4.567,-3.591,-3.591,-4.567,-5.544,-6.521,-5.544,-4.079,-2.614,-1.638,-0.173,0.315,0.315,0.315,-0.661,-2.126,-3.591,-5.056,-6.032,-7.497,-8.962,-9.939,-10.427,-9.939,-9.450,-8.962,-9.450,-10.915,-12.380,-13.357,-13.357,-12.868,-11.403,-9.939,-8.962,-7.985,-7.497,-7.009,-6.521,-7.009,-7.497,-8.962,-9.939,-10.427,-9.939,-8.962,-7.497,-6.521,-6.521,-6.521,-7.009,-7.497,-7.497,-7.985,-8.474,-9.450,-9.939,-9.939,-9.939,-10.427,-10.915,-12.380,-13.357,-14.333,-14.333,-14.333,-13.845,-14.333,-14.333,-14.333,-13.845,-12.380,-10.915,-9.939,-9.450,-9.450,-9.450,-9.450,-8.962,-8.962,-8.962,-8.962,-9.450,-9.450,-9.939,-9.939,-9.939,-9.939,-9.450,-8.962,-8.474,-8.474,-8.474,-8.474,-7.497,-6.032,-5.544,-5.056,-5.056,-6.032,-7.009,-8.474,-9.939,-11.892,-11.892,-11.403,-9.450,-8.474,-8.474,-9.939,-11.403,-12.868,-13.845,-13.845,-13.845,-13.357,-12.868,-11.892,-10.427,-9.450,-7.985,-7.497,-6.521,-6.032,-4.567,-3.591,-2.614,-2.126,-2.126,-3.103,-4.079,-4.567,-4.567,-4.567,-4.567,-4.567,-4.567,-4.079,-4.079,-3.103,-2.614,-2.614,-3.591,-4.567,-5.544,-6.032,-5.544,-5.056,-3.591,-2.614,-1.638,-0.661,-0.661,-0.661,-2.126,-4.079,-6.032,-7.985,-8.474,-8.962,-8.962,-8.474,-7.497,-5.544,-3.591,-1.638,-1.149,-2.126,-4.567,-7.009,-8.962,-9.939,-8.474,-6.521,-4.079,-1.638,-0.173,0.315,-0.661,-2.614,-5.056,-7.985,-9.939,-10.915,-10.915,-9.450,-8.962,-8.474,-8.474,-8.474,-9.450,-10.427,-12.380,-13.845,-14.821,-14.821,-13.357,-11.403,-8.474,-6.032,-4.079,-2.614,-1.638,-1.638,-3.103,-5.544,-8.962,-11.892,-12.868,-12.868,-11.892,-10.915,-9.450,-8.474,-7.985,-7.497,-7.009,-7.009,-7.009,-6.521,-5.544,-4.079,-2.614,-1.149,0.315,2.268,4.710,6.175,6.175,5.198,3.245,0.315,-2.126,-3.591,-3.591
8,F3,21,-3.286,-2.797,-1.821,-1.333,-1.333,-2.309,-4.262,-6.215,-7.680,-9.145,-10.122,-11.098,-11.587,-11.587,-10.610,-9.633,-9.145,-8.169,-8.169,-7.680,-7.192,-7.192,-6.704,-7.680,-9.145,-10.610,-11.587,-11.098,-10.122,-8.169,-6.704,-5.239,-5.239,-6.215,-7.680,-9.145,-10.122,-10.122,-9.145,-8.657,-8.657,-9.145,-10.122,-10.610,-9.633,-8.657,-6.704,-6.704,-7.192,-8.657,-9.633,-10.610,-10.610,-10.610,-10.610,-10.122,-9.145,-8.169,-7.192,-6.215,-7.192,-8.169,-8.657,-9.145,-8.657,-8.657,-8.169,-7.680,-7.192,-6.215,-5.239,-4.262,-3.774,-3.774,-3.774,-4.262,-4.751,-5.239,-5.727,-5.727,-6.704,-7.680,-9.145,-10.610,-12.563,-13.540,-14.028,-14.516,-14.516,-15.493,-15.493,-15.981,-15.493,-14.516,-14.516,-14.516,-14.516,-14.028,-13.540,-12.075,-10.610,-10.122,-10.122,-10.610,-10.610,-10.122,-9.633,-9.633,-9.633,-9.633,-9.633,-9.633,-9.145,-8.657,-8.169,-7.680,-7.192,-7.192,-7.680,-8.657,-9.633,-10.610,-11.587,-12.563,-12.563,-12.563,-11.587,-10.610,-9.633,-9.633,-9.633,-10.122,-10.610,-10.610,-9.633,-8.657,-8.169,-7.680,-7.680,-7.680,-6.704,-5.727,-4.262,-3.286,-2.309,-2.309,-2.797,-3.286,-3.286,-2.797,-2.797,-2.797,-3.774,-4.262,-4.751,-4.262,-3.286,-2.309,-2.309,-2.309,-2.797,-3.286,-2.797,-2.309,-1.821,-1.821,-1.821,-1.821,-1.333,-0.844,-0.356,0.132,-0.356,-1.821,-2.797,-3.774,-4.262,-3.774,-3.286,-3.286,-3.774,-4.751,-5.727,-6.704,-7.680,-7.192,-6.215,-5.239,-4.262,-3.286,-3.774,-4.262,-5.239,-5.727,-5.239,-4.262,-3.286,-2.309,-2.309,-2.309,-2.797,-3.774,-4.262,-4.262,-4.751,-5.239,-5.727,-7.192,-7.680,-8.169,-8.169,-8.169,-8.657,-9.145,-10.610,-12.075,-12.563,-12.075,-11.098,-9.145,-7.192,-4.751,-3.774,-2.797,-3.286,-4.751,-7.192,-9.633,-11.587,-12.075,-11.587,-10.122,-8.657,-7.192,-6.215,-6.215,-7.192,-9.145,-10.610,-11.587,-11.098,-9.145,-6.704,-4.262,-3.286,-2.797,-2.309,-1.821,-0.844,0.132,-0.356,-1.333,-3.286,-4.262,-4.262,-3.286
9,FC6,21,2.085,2.574,3.550,3.550,2.574,1.109,-1.333,-2.309,-3.774,-4.751,-6.704,-8.657,-10.122,-10.610,-11.098,-10.610,-10.610,-10.610,-10.122,-9.145,-6.704,-5.239,-4.262,-4.262,-5.239,-5.727,-5.239,-3.286,-0.844,1.109,2.085,2.085,1.597,1.109,0.621,0.132,-1.333,-3.774,-5.727,-8.169,-10.122,-12.075,-13.051,-14.028,-14.028,-13.540,-13.051,-13.051,-14.028,-15.004,-15.493,-15.493,-14.028,-11.587,-10.122,-8.657,-7.680,-6.704,-5.239,-4.262,-4.262,-4.751,-6.704,-9.145,-10.610,-10.610,-10.122,-9.145,-8.657,-8.657,-8.657,-8.657,-8.657,-8.169,-8.657,-9.145,-10.122,-10.610,-11.098,-11.098,-11.098,-12.075,-13.051,-14.028,-15.004,-15.004,-15.004,-14.516,-14.516,-14.028,-13.051,-12.075,-10.610,-9.145,-8.169,-7.680,-7.192,-6.704,-6.215,-6.215,-6.215,-6.704,-7.192,-7.680,-8.169,-8.657,-8.657,-8.657,-8.169,-7.192,-6.704,-6.215,-6.704,-7.192,-7.192,-6.704,-5.727,-4.751,-3.774,-3.286,-3.286,-3.286,-4.262,-5.239,-6.215,-6.704,-5.727,-4.751,-4.262,-4.751,-5.727,-7.680,-9.145,-10.122,-10.122,-10.122,-10.122,-10.122,-9.145,-7.680,-6.215,-5.239,-4.751,-3.286,-2.309,-1.333,0.132,0.621,0.621,0.132,0.132,-0.356,-0.356,-0.844,-0.844,-1.333,-1.821,-2.309,-1.821,-0.844,0.132,1.109,1.109,0.621,-0.356,-1.333,-1.333,-1.333,-0.844,-0.356,-0.356,0.132,0.621,1.109,0.621,0.132,-1.333,-2.309,-3.286,-4.751,-5.727,-6.215,-6.704,-6.215,-4.262,-1.821,0.132,0.621,0.132,-1.333,-2.797,-3.774,-3.774,-2.797,-0.844,1.109,2.574,3.550,4.038,3.062,1.109,-2.309,-5.239,-8.169,-8.657,-8.169,-6.704,-5.239,-4.751,-4.751,-5.239,-6.215,-7.192,-8.169,-9.145,-9.633,-9.145,-7.680,-5.239,-2.797,-0.844,0.621,1.597,1.597,0.621,-0.844,-3.286,-5.727,-7.680,-8.169,-8.169,-7.680,-7.192,-6.215,-6.215,-5.239,-4.751,-4.262,-4.262,-4.751,-4.262,-3.286,-2.309,-0.844,0.132,1.109,2.574,4.038,5.503,5.992,5.503,4.038,1.109,-1.821,-3.286,-3.774
