,filename,trials,samples,post_stim_samples,stimulation,trial
0,,,,,,
1,co2a0000377.rd,120,416,368,S1 obj,0
2,co2a0000377.rd,120,416,368,S2 nomatch,1
3,co2a0000377.rd,120,416,368,S1 obj,2
4,co2a0000377.rd,120,416,368,S2 match,3
5,co2a0000377.rd,120,416,368,S1 obj,4
6,co2a0000377.rd,120,416,368,S2 nomatch,5
7,co2a0000377.rd,120,416,368,S1 obj,6
8,co2a0000377.rd,120,416,368,S2 match,11
9,co2a0000377.rd,120,416,368,S1 obj,12
10,co2a0000377.rd,120,416,368,S2 nomatch,29
11,co2a0000377.rd,120,416,368,S1 obj,30
12,co2a0000377.rd,120,416,368,S2 nomatch,31
13,co2a0000377.rd,120,416,368,S1 obj,32
14,co2a0000377.rd,120,416,368,S2 nomatch,33
15,co2a0000377.rd,120,416,368,S1 obj,34
16,co2a0000377.rd,120,416,368,S2 nomatch,35
17,co2a0000377.rd,120,416,368,S1 obj,36
18,co2a0000377.rd,120,416,368,S2 match,37
19,co2a0000377.rd,120,416,368,S1 obj,38
20,co2a0000377.rd,120,416,368,S2 nomatch,39
21,co2a0000377.rd,120,416,368,S2 match,41
22,co2a0000377.rd,120,416,368,S2 nomatch,43
23,co2a0000377.rd,120,416,368,S2 nomatch,45
24,co2a0000377.rd,120,416,368,S2 match,47
25,co2a0000377.rd,120,416,368,S2 nomatch,49
26,co2a0000377.rd,120,416,368,S2 match,51
27,co2a0000377.rd,120,416,368,S2 match,55
28,co2a0000377.rd,120,416,368,S2 match,61
29,co2a0000377.rd,120,416,368,S2 match,65
30,co2a0000377.rd,120,416,368,S2 match,71
