Channel_Number,Channel,Trial,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
0,FP1,79,-2.665,-5.107,-5.595,-3.153,-0.712,0.264,-1.200,-2.665,-3.642,-2.177,1.729,5.636,10.030,13.448,15.401,14.425,11.007,5.636,0.753,-0.712,0.753,4.659,8.077,9.542,9.542,7.589,3.682,-0.712,-5.595,-9.989,-10.478,-8.036,-2.665,3.194,6.124,6.124,3.682,-0.224,-2.665,-2.177,2.706,9.054,13.936,14.913,10.518,4.171,-0.224,-0.712,2.706,5.636,7.100,6.612,5.636,7.100,9.054,10.518,8.565,3.682,-1.200,-3.642,-0.712,4.659,10.030,11.983,8.565,1.241,-6.571,-11.454,-11.943,-9.989,-8.525,-10.478,-15.849,-21.220,-23.661,-20.732,-15.849,-10.966,-10.478,-12.919,-16.337,-17.314,-14.384,-9.501,-5.595,-4.618,-7.548,-13.407,-20.243,-24.150,-24.150,-20.243,-14.872,-11.943,-10.966,-10.966,-10.478,-8.525,-7.060,-8.525,-12.431,-16.337,-16.825,-13.896,-9.501,-7.060,-6.571,-7.548,-7.548,-6.571,-6.083,-8.525,-11.454,-12.919,-9.989,-5.107,-1.689,-4.130,-10.966,-17.802,-18.778,-11.943,-0.712,8.565,10.518,6.124,-1.200,-7.060,-9.501,-7.548,-3.642,0.264,4.171,7.100,8.565,9.054,8.565,8.077,7.589,5.636,2.706,-1.200,-5.595,-8.525,-9.989,-9.013,-7.548,-5.595,-5.107,-5.595,-8.525,-11.454,-14.384,-16.337,-16.825,-17.314,-19.267,-22.196,-23.173,-21.220,-17.314,-13.407,-14.384,-20.732,-28.056,-31.962,-29.032,-21.220,-14.872,-13.407,-17.802,-24.150,-26.591,-24.150,-19.267,-15.849,-15.361,-17.314,-19.755,-20.243,-19.755,-19.267,-19.755,-22.196,-24.150,-24.638,-22.196,-17.802,-14.384,-16.337,-22.685,-32.450,-40.751,-42.704,-36.845,-27.568,-19.267,-14.872,-16.825,-20.732,-23.661,-23.661,-22.685,-22.685,-23.661,-25.126,-23.173,-18.290,-12.431,-8.525,-7.548,-8.036,-8.036,-4.618,-0.224,4.171,4.659,2.706,0.753,1.729,5.636,10.518,12.960,11.983,8.565,4.171,1.729,-0.712,-2.177,-2.665,-2.177,1.241,6.124,11.007,12.960,11.983,8.565,4.659,2.218,0.264,-0.712,-2.177,-3.642,-5.107,-5.595,-5.595,-4.618,-3.642,-3.642,-4.618,-5.595,-5.595,-3.153,0.264,3.682,5.147
1,FP2,79,2.065,-5.259,-9.165,-8.677,-5.259,-1.841,1.088,4.018,7.436,10.366,10.366,8.413,5.971,5.971,8.413,12.319,14.272,12.807,9.878,7.436,7.436,7.436,5.483,1.577,-2.330,-3.306,-0.865,3.042,4.995,3.042,-1.353,-4.771,-5.259,-2.330,2.065,4.506,4.018,2.065,1.577,2.553,3.530,3.042,1.088,-1.353,0.112,4.995,11.831,15.249,11.831,3.042,-6.236,-10.142,-7.212,0.112,7.436,10.366,9.389,5.971,3.042,1.577,2.065,2.065,1.088,-0.865,-4.283,-6.724,-8.189,-9.165,-9.654,-10.630,-12.095,-12.095,-11.119,-10.142,-10.630,-14.048,-18.443,-21.372,-21.372,-18.931,-16.978,-16.001,-16.490,-16.001,-13.560,-10.630,-8.189,-9.165,-11.607,-14.048,-14.048,-12.583,-12.095,-13.072,-16.001,-17.955,-16.490,-12.095,-7.212,-3.794,-3.306,-5.259,-6.724,-7.212,-6.724,-7.212,-9.165,-11.607,-13.072,-13.560,-12.095,-10.630,-10.142,-10.142,-9.654,-9.654,-10.142,-12.095,-15.513,-18.931,-19.419,-15.025,-7.701,-0.376,2.553,-0.376,-6.724,-11.607,-11.607,-7.701,-2.818,0.112,0.600,0.600,1.577,3.042,3.530,2.553,1.088,0.600,2.065,3.042,0.600,-6.236,-14.048,-18.931,-17.466,-11.607,-5.747,-4.771,-9.165,-15.513,-20.396,-21.861,-21.372,-21.861,-23.326,-23.326,-20.884,-16.001,-12.583,-12.095,-15.025,-17.955,-19.419,-19.908,-20.884,-23.326,-25.767,-27.232,-25.279,-22.349,-19.908,-18.931,-18.443,-17.955,-16.978,-17.955,-21.372,-26.744,-29.673,-29.185,-23.814,-18.443,-15.513,-17.466,-20.884,-24.302,-24.790,-24.302,-26.255,-31.138,-37.486,-40.904,-36.997,-27.720,-17.466,-13.072,-16.490,-24.302,-31.626,-32.603,-28.208,-21.861,-17.466,-16.001,-16.490,-15.513,-14.048,-12.095,-12.095,-13.072,-12.095,-7.701,-0.376,6.948,10.854,9.389,5.971,2.553,2.553,4.506,5.483,3.530,-1.353,-6.724,-9.165,-7.212,-3.306,1.088,3.042,3.530,4.018,5.971,7.436,7.436,4.995,0.600,-3.306,-4.771,-3.794,-2.330,-3.794,-6.724,-9.165,-7.701,-1.841,4.018,5.971,1.088,-8.189,-16.001,-18.443,-15.025,-8.189,-1.841
2,F7,79,-10.356,-7.914,-5.961,-5.473,-4.985,-4.985,-4.008,-3.031,-2.543,-3.031,-4.008,-4.008,-1.567,1.363,3.316,3.805,2.828,-0.102,-2.543,-4.008,-4.496,-3.520,-1.078,1.363,4.293,6.246,5.758,2.828,-1.078,-4.496,-5.961,-5.473,-3.520,-0.590,2.340,4.781,7.711,9.664,9.664,7.711,5.269,4.781,6.246,9.176,11.617,11.129,8.687,5.269,3.316,2.828,1.851,-0.590,-4.008,-5.473,-3.031,2.828,9.176,11.617,8.199,0.875,-5.473,-6.938,-4.008,-0.590,0.387,-3.031,-7.426,-11.332,-12.309,-11.820,-11.820,-14.262,-18.656,-24.028,-27.934,-29.887,-29.399,-27.445,-23.539,-19.633,-17.192,-16.215,-16.703,-18.168,-19.145,-19.633,-20.121,-20.610,-20.121,-18.168,-14.750,-11.332,-8.891,-7.914,-8.403,-9.867,-10.356,-10.356,-8.891,-7.914,-7.426,-7.914,-8.403,-8.403,-6.938,-4.008,-1.567,-0.590,-1.078,-2.055,-2.055,-1.078,-0.590,-0.590,-0.590,-0.590,1.363,3.316,3.805,1.851,-0.590,-1.078,1.851,6.734,9.664,9.664,6.246,2.340,0.387,1.851,4.781,7.711,9.664,11.129,13.082,15.523,16.988,16.500,13.082,8.687,4.781,2.340,0.387,-1.567,-4.496,-6.938,-6.938,-5.473,-2.543,-0.102,-1.078,-4.985,-9.867,-13.774,-15.727,-15.727,-14.750,-14.750,-14.262,-13.774,-13.285,-13.774,-14.262,-15.727,-16.215,-15.238,-14.262,-13.774,-14.262,-15.238,-14.750,-12.309,-9.379,-6.938,-6.938,-8.891,-11.820,-13.774,-15.238,-15.238,-14.262,-12.797,-12.309,-12.309,-14.750,-18.168,-20.610,-20.121,-17.680,-15.238,-15.727,-19.633,-25.981,-29.399,-28.422,-23.051,-16.703,-13.285,-14.262,-18.168,-21.586,-21.586,-18.656,-14.750,-12.309,-11.332,-10.356,-7.914,-4.496,-1.567,-1.078,-3.520,-5.473,-4.496,1.363,8.199,12.105,11.617,8.199,4.781,5.758,9.664,13.570,15.035,13.082,10.152,8.199,7.222,7.711,8.199,9.176,10.152,11.617,12.105,12.105,11.617,11.129,11.129,10.640,9.176,6.246,2.828,-0.102,-1.078,-0.102,2.340,4.781,5.758,5.758,5.269,4.781,5.269,6.246,7.711,9.664,10.640
3,F8,79,-5.747,-8.189,-7.701,-5.259,-1.841,2.065,4.506,4.506,3.530,3.042,3.042,4.506,6.460,7.436,7.436,7.924,9.389,11.831,13.784,12.807,9.389,4.506,1.088,-0.865,-1.353,-1.353,-1.841,-2.330,-1.353,-0.865,0.112,0.112,-0.376,-1.353,-2.330,-3.306,-4.771,-5.747,-5.259,-3.306,-1.353,0.112,-0.865,-2.330,-3.794,-3.794,-3.306,-3.306,-6.236,-11.119,-16.001,-16.978,-13.560,-7.701,-2.818,-1.841,-3.794,-7.212,-10.142,-11.119,-10.630,-11.119,-12.583,-14.537,-16.978,-17.955,-17.955,-17.466,-17.955,-18.443,-18.931,-18.931,-18.443,-19.419,-21.861,-25.279,-26.744,-26.255,-23.814,-21.372,-20.884,-21.372,-22.837,-21.861,-18.931,-15.513,-12.583,-12.095,-12.095,-12.583,-12.583,-12.095,-11.119,-10.142,-10.630,-10.142,-9.654,-8.189,-6.236,-4.283,-3.794,-5.747,-9.165,-12.583,-13.560,-13.072,-11.607,-12.095,-13.560,-16.001,-16.490,-14.048,-10.142,-6.724,-6.724,-9.654,-14.048,-16.978,-17.955,-16.490,-14.537,-12.095,-10.142,-9.654,-9.654,-10.142,-9.654,-7.212,-3.794,-1.353,-0.865,-2.818,-5.747,-6.724,-6.236,-3.306,-0.865,1.088,2.065,2.065,1.088,-1.841,-6.724,-12.095,-15.513,-16.490,-15.513,-15.025,-15.513,-16.001,-16.001,-16.001,-16.490,-17.955,-19.419,-20.884,-19.419,-15.513,-11.607,-10.630,-13.072,-17.955,-21.372,-20.396,-16.978,-13.560,-13.072,-15.025,-17.955,-18.931,-17.955,-15.513,-14.048,-14.048,-15.025,-15.513,-16.978,-19.419,-22.837,-25.767,-26.255,-23.814,-19.419,-15.513,-14.048,-15.513,-17.466,-19.419,-20.884,-21.861,-22.837,-23.814,-24.302,-23.814,-22.349,-19.908,-17.955,-16.490,-16.490,-16.490,-17.466,-17.955,-17.955,-17.466,-16.001,-15.025,-13.560,-12.095,-10.630,-9.165,-7.701,-6.724,-5.259,-3.306,-1.353,1.088,2.553,2.553,1.577,1.088,1.088,2.553,4.018,4.995,4.018,1.577,-0.865,-2.818,-2.818,-0.865,2.553,6.948,10.366,12.319,11.831,8.901,5.483,2.553,1.577,1.577,2.553,3.042,2.553,2.065,2.553,4.506,5.971,6.948,6.460,4.995,4.506,4.506,5.483,6.460,6.948,6.460
4,AF1,79,-3.377,-3.866,-3.866,-3.377,-2.889,-2.401,-0.936,0.041,1.506,1.994,1.994,2.482,3.459,5.412,6.877,7.365,6.388,5.412,3.459,2.482,1.994,1.506,1.994,2.482,2.970,2.970,1.506,-1.424,-3.866,-6.307,-6.795,-6.307,-5.330,-2.889,0.041,2.482,3.947,4.435,3.459,2.482,2.482,2.970,4.435,5.900,6.877,6.388,4.924,2.970,1.017,-0.448,-0.448,1.017,2.482,3.459,4.924,6.388,7.853,8.830,7.853,4.924,2.482,1.506,1.506,2.482,1.506,-1.424,-4.842,-6.795,-7.284,-5.330,-4.842,-5.819,-8.748,-11.190,-12.166,-10.701,-8.260,-6.307,-6.795,-7.772,-9.237,-8.260,-6.307,-3.866,-3.377,-5.330,-9.237,-12.166,-14.119,-14.119,-12.655,-10.701,-8.748,-8.260,-9.725,-11.678,-13.631,-14.608,-13.631,-12.166,-11.678,-12.166,-13.631,-13.143,-10.701,-7.284,-3.866,-2.889,-4.354,-6.795,-8.260,-8.748,-7.284,-6.307,-6.307,-6.795,-8.260,-9.237,-9.237,-8.748,-7.772,-6.795,-5.330,-2.889,-0.936,0.529,0.529,0.041,-0.448,0.529,1.506,2.970,3.459,3.947,4.435,5.412,6.388,6.877,7.365,6.877,6.388,4.924,2.482,-1.424,-5.330,-7.284,-7.284,-4.842,-1.912,-0.448,-1.424,-4.354,-7.772,-11.190,-13.143,-13.631,-12.655,-11.190,-9.237,-8.748,-9.237,-10.701,-12.655,-14.608,-16.073,-16.561,-16.561,-16.073,-15.584,-15.096,-14.608,-13.631,-13.143,-12.655,-12.655,-12.655,-13.143,-14.119,-14.608,-14.608,-14.608,-14.119,-13.631,-13.631,-14.119,-14.608,-14.119,-13.631,-12.655,-12.655,-14.119,-18.514,-22.909,-25.838,-25.838,-21.932,-16.561,-11.678,-9.725,-10.701,-14.119,-17.049,-18.514,-18.026,-15.584,-12.655,-9.237,-6.795,-5.330,-5.330,-5.819,-5.819,-4.354,-0.448,3.947,7.365,8.341,7.365,5.412,4.924,5.900,7.853,8.830,7.853,5.900,3.947,3.459,4.435,5.900,7.853,8.830,8.830,8.830,7.853,6.388,4.924,3.459,2.970,2.970,3.459,3.947,4.435,4.435,3.459,2.482,0.529,-1.424,-2.401,-2.401,-1.424,-0.448,0.041,-0.448,-1.424,-0.448,1.506
5,AF2,79,-4.924,-6.388,-6.388,-5.900,-4.924,-3.947,-1.506,2.401,6.307,7.772,7.284,4.842,3.866,3.866,5.819,6.307,5.819,4.842,4.354,4.842,6.795,7.284,6.307,3.866,0.448,-1.994,-2.970,-3.459,-4.435,-6.388,-7.853,-8.341,-6.877,-3.947,-0.529,2.401,3.866,2.889,0.448,-1.994,-3.459,-3.947,-1.994,0.936,4.842,6.795,5.819,2.401,-1.994,-5.412,-6.388,-4.924,-2.482,-0.041,1.424,1.912,2.889,4.842,5.819,6.307,4.842,2.889,0.448,-1.994,-4.924,-7.853,-10.295,-10.783,-10.295,-8.830,-7.853,-7.365,-7.853,-8.341,-8.830,-8.341,-7.365,-7.853,-9.318,-11.271,-12.736,-11.759,-8.830,-5.412,-3.947,-5.900,-9.806,-13.224,-13.713,-12.248,-9.806,-9.318,-10.295,-12.736,-14.201,-14.689,-13.224,-10.783,-8.830,-7.853,-8.341,-9.806,-11.759,-13.224,-12.736,-10.295,-7.853,-6.877,-7.853,-10.295,-11.759,-11.271,-8.830,-6.388,-5.900,-7.853,-11.271,-14.201,-15.177,-14.689,-13.713,-12.248,-10.783,-9.318,-8.341,-6.877,-6.877,-5.900,-3.947,-1.994,0.448,0.448,-1.017,-3.459,-4.924,-3.947,-1.506,1.424,4.354,4.842,3.377,0.448,-4.435,-9.318,-12.736,-13.713,-11.759,-8.341,-6.388,-6.877,-8.830,-10.783,-12.736,-13.713,-14.689,-15.666,-16.154,-14.201,-10.783,-8.341,-7.853,-10.783,-14.689,-18.107,-18.595,-17.619,-16.642,-17.131,-18.595,-20.060,-20.549,-19.084,-17.131,-14.689,-13.713,-14.201,-16.154,-18.595,-20.060,-20.549,-19.572,-18.107,-17.131,-16.642,-16.154,-14.689,-12.736,-11.271,-12.736,-16.642,-21.037,-23.966,-23.966,-22.013,-20.060,-19.084,-18.595,-17.131,-14.689,-13.224,-13.713,-16.642,-20.060,-21.037,-17.619,-11.271,-5.900,-3.947,-4.924,-7.853,-9.318,-7.853,-4.435,-0.529,2.401,4.354,5.819,6.307,6.307,4.842,3.377,1.912,0.448,0.448,0.448,0.448,-0.041,-1.017,-1.017,0.448,2.889,5.330,6.795,7.284,7.284,7.284,6.795,4.842,1.424,-1.994,-3.947,-2.970,-0.529,2.889,3.866,2.401,-0.529,-2.970,-3.459,-3.459,-3.947,-4.924,-5.412,-4.924,-1.994,1.424
6,FZ,79,-2.563,-3.052,-3.052,-3.052,-3.052,-2.563,-1.587,-0.610,-0.122,-0.610,-1.587,-2.075,-1.587,-0.610,0.854,1.343,0.854,-0.122,-1.099,-1.587,-1.099,-0.610,-0.122,-0.122,-0.610,-2.075,-3.540,-5.005,-5.981,-6.470,-5.981,-5.981,-5.493,-4.517,-2.563,-0.610,0.366,-0.122,-1.587,-3.052,-3.540,-2.075,0.366,1.831,2.808,1.831,0.366,-1.099,-2.075,-2.075,-1.587,-1.099,-0.610,-0.122,0.366,0.854,1.343,2.319,2.319,2.319,1.831,1.831,1.343,0.854,-1.099,-4.028,-6.470,-7.935,-7.935,-6.958,-5.981,-5.981,-6.470,-6.470,-5.981,-5.005,-4.028,-3.052,-3.540,-4.517,-5.005,-5.981,-5.005,-4.517,-4.517,-5.005,-6.470,-7.935,-9.399,-9.888,-9.399,-8.911,-7.935,-7.935,-8.423,-9.399,-10.376,-10.864,-10.376,-9.399,-9.399,-9.888,-10.864,-10.376,-8.911,-6.470,-4.517,-4.028,-5.005,-6.958,-7.935,-7.935,-6.470,-5.005,-4.517,-5.493,-6.958,-7.446,-7.935,-7.935,-7.446,-7.446,-7.446,-6.470,-5.005,-3.540,-2.563,-2.075,-1.587,-0.610,0.854,1.831,2.319,1.831,0.854,0.854,0.854,1.831,2.319,3.296,3.296,2.319,0.854,-1.099,-3.540,-5.005,-5.493,-4.517,-3.052,-2.075,-2.075,-3.052,-4.517,-5.981,-6.958,-6.958,-6.958,-5.981,-5.005,-4.517,-5.005,-5.981,-7.935,-8.911,-9.399,-8.911,-8.911,-8.911,-9.888,-10.864,-11.353,-11.353,-9.399,-8.423,-7.446,-6.958,-7.935,-8.911,-9.399,-10.376,-9.888,-9.399,-8.911,-8.423,-7.935,-7.935,-8.423,-8.423,-7.935,-7.935,-8.423,-9.888,-11.841,-13.306,-13.306,-11.841,-9.399,-6.958,-5.493,-5.981,-7.935,-9.399,-10.376,-9.888,-7.935,-5.005,-2.563,-1.099,-0.610,-1.099,-1.587,-1.587,-0.610,1.343,3.784,5.737,6.226,5.737,5.249,4.272,3.784,3.784,3.296,3.296,2.319,2.319,2.319,3.296,3.784,4.272,5.249,5.249,5.737,5.737,4.761,3.784,3.296,3.296,3.296,3.784,3.784,3.784,3.784,3.296,3.296,2.319,1.343,0.366,-0.610,-0.610,-0.610,-0.610,-0.610,-0.122,-0.122,0.854
7,F4,79,-2.258,-3.723,-3.723,-2.747,-0.305,1.648,3.601,3.601,2.625,0.183,-0.793,-0.793,1.160,3.113,4.089,4.578,4.578,4.578,4.578,3.601,1.648,-0.305,-2.258,-3.235,-4.211,-4.700,-5.188,-5.188,-4.211,-3.235,-1.770,-1.770,-2.258,-2.747,-2.258,-1.282,-0.793,-1.770,-3.723,-6.653,-7.629,-7.629,-5.676,-3.235,-1.770,-0.793,-0.793,-1.282,-3.235,-5.188,-6.653,-6.165,-4.211,-1.770,0.183,0.183,-1.770,-3.723,-3.723,-2.747,-0.793,-0.305,-1.770,-4.700,-7.629,-10.559,-12.512,-13.977,-14.465,-14.465,-13.000,-10.071,-8.118,-6.653,-7.141,-7.629,-8.606,-8.606,-9.094,-9.583,-11.536,-13.000,-12.512,-11.047,-8.606,-7.629,-9.583,-12.024,-13.489,-13.000,-11.047,-9.094,-9.094,-10.559,-12.512,-13.000,-11.536,-9.094,-7.141,-6.653,-8.118,-10.559,-12.512,-12.512,-10.559,-7.141,-5.676,-6.653,-10.559,-14.954,-17.395,-15.930,-12.512,-8.606,-7.629,-9.094,-12.024,-13.977,-13.977,-13.000,-13.000,-13.000,-13.977,-13.489,-12.024,-10.071,-9.094,-9.094,-9.094,-8.118,-6.653,-5.188,-4.211,-5.188,-7.141,-8.118,-7.141,-5.188,-2.747,-0.793,-1.770,-5.188,-10.071,-14.465,-16.907,-16.907,-14.954,-12.512,-11.047,-11.047,-12.024,-13.000,-13.489,-13.489,-13.489,-12.512,-11.536,-10.559,-10.071,-10.071,-11.536,-13.489,-15.442,-16.418,-16.418,-15.930,-15.442,-15.442,-16.418,-16.907,-17.395,-17.883,-16.907,-15.442,-13.000,-11.536,-11.536,-13.489,-17.395,-20.813,-22.278,-21.790,-18.860,-15.930,-13.489,-12.024,-12.024,-12.512,-13.977,-16.418,-18.372,-19.348,-19.348,-17.883,-16.418,-15.930,-15.442,-14.954,-14.465,-13.489,-13.000,-13.489,-14.465,-14.465,-13.000,-10.559,-8.118,-7.141,-7.141,-8.118,-8.118,-7.141,-4.700,-1.770,1.160,3.601,3.601,2.136,0.183,-2.258,-3.235,-3.723,-3.723,-3.235,-3.235,-2.258,-1.282,-0.793,-1.770,-2.747,-3.723,-3.235,-0.305,3.113,5.554,6.042,3.601,0.671,-1.770,-2.258,-0.793,0.671,1.160,0.183,-1.770,-2.747,-2.747,-1.770,-0.793,-0.793,-2.258,-3.723,-5.188,-4.700,-2.747,-0.305
8,F3,79,-2.065,-2.553,-3.530,-4.018,-3.530,-2.065,-0.600,0.376,-0.600,-2.553,-3.530,-2.553,-0.112,2.818,4.771,4.771,2.818,0.865,-0.600,-1.577,-1.577,-0.600,0.865,2.818,3.794,3.306,0.865,-2.065,-4.018,-4.506,-3.530,-3.042,-3.042,-3.042,-1.088,1.841,5.259,7.212,7.212,5.259,3.306,3.794,5.747,8.189,9.165,7.701,4.771,1.841,-0.112,-0.112,0.865,2.330,3.306,3.306,3.306,4.283,6.236,7.701,8.189,7.212,4.771,2.818,1.353,0.865,-1.088,-4.018,-6.948,-8.901,-8.413,-5.971,-4.506,-4.995,-7.436,-10.366,-10.854,-9.878,-7.924,-6.460,-6.460,-5.971,-5.971,-4.506,-3.042,-3.042,-4.018,-5.483,-6.948,-8.413,-8.901,-9.878,-10.366,-9.878,-7.924,-5.971,-4.995,-6.460,-9.389,-11.831,-12.319,-10.366,-7.924,-5.971,-6.460,-7.924,-7.436,-4.995,-1.088,1.841,2.330,0.865,-1.088,-2.065,-1.577,-1.088,-0.600,-1.088,-1.088,-0.600,0.865,0.865,-0.112,-2.065,-3.042,-2.553,-0.112,2.330,3.794,3.306,2.818,3.306,5.747,7.701,8.677,8.189,6.236,4.771,5.259,6.724,8.677,8.677,7.701,6.236,3.794,1.841,-0.112,-1.088,-1.088,0.376,2.330,3.306,2.818,0.376,-3.042,-5.483,-7.436,-6.948,-5.971,-4.506,-3.530,-3.042,-4.018,-5.971,-6.948,-6.460,-6.460,-5.971,-6.460,-7.924,-9.878,-10.854,-9.878,-6.948,-4.506,-3.042,-3.042,-4.506,-5.971,-7.436,-7.924,-8.413,-7.924,-7.436,-6.460,-5.971,-6.460,-7.924,-9.389,-9.389,-8.413,-6.948,-6.948,-9.389,-13.784,-16.713,-16.225,-12.807,-8.413,-4.995,-4.995,-6.948,-9.389,-9.878,-8.901,-6.948,-4.506,-2.553,-1.088,0.376,1.841,2.330,2.330,1.841,2.818,5.259,8.189,11.119,12.095,11.119,9.165,8.189,8.677,10.630,12.095,12.095,9.654,6.724,5.747,7.212,10.142,13.072,14.537,14.048,11.607,9.165,6.724,4.771,3.794,4.283,5.747,7.701,9.165,10.142,9.165,7.701,5.747,4.283,3.306,2.330,1.841,0.865,0.865,1.841,3.794,5.747,7.212,8.189
9,FC6,79,-4.812,-5.788,-4.323,-1.394,1.536,3.489,4.466,3.489,2.513,1.536,1.536,2.513,3.489,4.954,5.931,6.907,7.395,7.884,7.395,5.931,4.466,3.489,3.001,2.024,1.048,-0.417,-2.370,-3.347,-2.858,-1.394,-0.417,-0.417,-1.394,-2.858,-3.347,-3.347,-3.835,-4.323,-6.276,-7.741,-9.206,-8.718,-7.741,-7.253,-6.765,-6.276,-5.788,-6.276,-6.765,-7.741,-9.206,-9.694,-8.230,-5.300,-2.858,-1.394,-2.858,-4.812,-7.253,-8.230,-7.741,-7.253,-7.253,-8.718,-10.671,-12.624,-13.601,-14.089,-13.601,-13.112,-12.136,-10.671,-9.694,-9.694,-11.648,-14.089,-16.042,-17.019,-16.530,-15.066,-14.577,-14.577,-14.577,-14.089,-12.624,-11.159,-8.718,-7.741,-6.765,-6.765,-6.765,-7.253,-7.741,-8.718,-8.718,-8.718,-6.765,-4.812,-3.835,-4.323,-6.276,-8.718,-10.671,-11.159,-10.183,-8.718,-8.230,-9.694,-12.624,-15.554,-16.530,-14.089,-10.671,-7.741,-7.253,-8.718,-11.159,-13.601,-14.577,-14.577,-13.601,-13.112,-12.624,-12.624,-11.159,-10.183,-8.718,-7.741,-7.253,-7.253,-7.253,-7.253,-7.253,-7.741,-7.741,-7.253,-6.276,-4.812,-4.323,-3.835,-5.300,-7.253,-9.694,-11.648,-12.624,-13.601,-14.089,-14.577,-14.577,-14.089,-13.601,-14.089,-15.554,-17.507,-18.483,-18.483,-16.530,-13.601,-12.136,-11.648,-13.601,-15.554,-17.019,-17.019,-15.554,-13.601,-12.136,-12.136,-12.624,-14.089,-15.066,-15.066,-14.577,-13.601,-12.136,-10.671,-11.159,-13.112,-16.530,-19.460,-19.948,-18.483,-16.042,-14.089,-13.601,-13.601,-14.577,-14.577,-14.577,-15.554,-17.995,-20.437,-21.413,-20.925,-18.972,-16.530,-15.554,-15.554,-16.042,-17.019,-16.530,-16.530,-16.530,-16.530,-16.042,-14.089,-10.671,-7.741,-6.276,-6.765,-7.741,-8.718,-7.253,-4.812,-1.394,1.048,1.536,0.559,-1.394,-3.347,-3.835,-3.835,-2.370,-0.905,0.071,0.071,-1.882,-4.323,-6.276,-6.276,-4.812,-1.394,2.024,4.954,4.954,3.489,1.048,-1.394,-2.858,-2.858,-1.882,-1.394,-1.394,-1.394,-1.394,-1.882,-1.882,-1.394,-0.905,-0.905,-0.905,-0.905,-1.394,-0.417,0.559,2.024
