Channel_Number,Channel,Trial,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
0,FP1,12,-5.686,-6.175,-6.175,-6.175,-6.663,-6.175,-5.686,-5.198,-4.710,-3.733,-3.245,-2.757,-2.268,-1.292,-0.315,-0.804,-1.780,-3.733,-5.686,-7.151,-7.151,-6.663,-5.198,-4.710,-4.222,-4.222,-4.222,-3.733,-3.245,-2.757,-2.757,-2.268,-1.780,-1.292,-0.315,0.173,1.149,2.126,2.126,1.149,-1.292,-3.733,-4.710,-3.733,-1.780,-0.804,-2.757,-5.686,-8.128,-8.616,-7.151,-6.175,-5.686,-7.151,-8.128,-7.640,-5.686,-4.222,-3.733,-5.198,-7.151,-7.640,-7.151,-6.175,-5.198,-4.710,-3.733,-2.268,-1.292,-1.292,-2.757,-5.686,-8.128,-8.616,-7.640,-6.175,-6.175,-6.175,-6.175,-5.198,-3.733,-2.757,-3.245,-3.733,-4.222,-4.222,-2.757,-1.780,-0.804,-0.804,-1.292,-0.804,0.173,-0.315,-0.315,-1.292,-1.780,-1.780,-1.780,-1.780,-2.268,-1.780,-0.804,0.661,2.614,3.591,4.079,4.079,4.079,4.567,5.056,3.591,2.126,-0.315,-2.268,-3.245,-3.245,-2.757,-1.780,-0.804,0.173,1.149,1.149,0.661,0.173,1.149,2.614,3.103,2.126,-1.292,-5.198,-8.128,-10.081,-11.546,-13.499,-16.429,-19.847,-22.288,-22.288,-21.311,-20.335,-18.870,-18.382,-17.893,-15.940,-13.987,-12.522,-12.034,-12.522,-13.499,-13.499,-13.011,-11.058,-8.616,-6.663,-6.175,-7.151,-9.593,-12.034,-13.011,-13.499,-13.499,-14.476,-15.452,-15.940,-14.964,-13.499,-12.522,-13.011,-13.987,-14.964,-13.011,-10.081,-6.175,-4.222,-4.222,-5.198,-5.198,-4.710,-4.222,-4.222,-6.175,-7.151,-6.663,-4.222,-1.780,-1.292,-3.733,-7.640,-11.546,-13.987,-13.987,-13.499,-13.011,-13.499,-13.499,-12.522,-9.593,-6.175,-3.733,-2.757,-2.757,-3.733,-3.733,-2.757,-0.315,2.126,4.567,5.056,4.079,2.126,0.173,-0.804,-0.804,0.173,0.661,1.638,1.638,1.638,1.149,0.661,-1.780,-4.222,-5.686,-6.175,-4.222,-1.292,1.149,3.103,4.567,6.032,7.985,9.450,9.450,8.962,7.497,7.497,8.474,10.427,10.915,9.939,7.009,4.079,2.126,0.661,0.173,-0.315,-1.780,-3.245,-4.222,-5.198,-6.175,-7.151,-8.128,-8.128,-7.640
1,FP2,12,-8.504,-8.504,-8.504,-8.504,-8.993,-8.993,-8.993,-8.016,-6.551,-5.086,-3.621,-3.133,-3.133,-3.133,-4.110,-5.086,-6.551,-8.504,-9.969,-10.457,-10.946,-9.969,-8.993,-8.016,-8.504,-8.504,-8.016,-6.551,-5.086,-4.110,-4.598,-5.575,-6.063,-5.575,-4.110,-1.668,-0.203,0.773,0.773,-0.692,-2.645,-4.110,-4.110,-3.621,-2.157,-2.157,-4.110,-7.528,-10.457,-11.434,-10.457,-8.993,-8.993,-9.481,-9.969,-10.457,-9.969,-8.993,-8.993,-8.993,-10.457,-10.946,-10.457,-9.481,-8.504,-8.016,-7.039,-6.551,-6.551,-7.528,-9.481,-10.946,-11.434,-11.434,-10.946,-10.946,-11.434,-11.922,-11.434,-10.457,-8.993,-7.528,-7.528,-7.039,-7.039,-7.039,-6.551,-6.063,-5.575,-4.110,-2.645,-2.157,-2.157,-3.621,-5.086,-5.575,-5.086,-4.598,-4.110,-4.110,-4.598,-4.598,-3.621,-1.668,-0.203,1.261,2.238,3.215,4.191,5.168,4.679,3.215,0.773,-2.157,-4.110,-5.086,-6.063,-6.551,-5.575,-4.598,-2.645,-1.668,-1.180,-1.180,-1.180,0.285,1.261,1.261,-0.692,-4.110,-8.016,-10.946,-12.410,-14.364,-16.317,-19.246,-21.688,-23.153,-23.153,-22.176,-21.200,-19.246,-18.270,-16.805,-15.340,-14.364,-13.387,-13.875,-14.364,-15.340,-15.828,-15.340,-14.852,-13.387,-11.434,-10.946,-10.946,-13.387,-14.852,-16.805,-17.293,-17.293,-18.270,-19.246,-19.246,-19.246,-17.293,-16.805,-15.828,-15.828,-14.852,-12.899,-9.969,-7.039,-5.575,-5.575,-6.063,-6.551,-6.551,-6.551,-7.528,-9.481,-10.946,-10.946,-9.969,-8.504,-8.504,-10.457,-13.387,-16.317,-18.270,-18.758,-17.782,-17.293,-16.317,-15.340,-13.387,-10.457,-7.528,-5.086,-4.598,-4.598,-4.598,-4.598,-3.133,-1.668,0.773,2.238,2.726,1.750,-0.692,-2.645,-4.110,-3.621,-2.157,-1.668,-2.645,-5.086,-7.039,-7.528,-7.039,-6.063,-5.575,-6.063,-6.063,-4.598,-2.157,0.773,3.215,4.679,5.656,7.121,8.097,9.074,8.097,6.632,5.656,5.168,5.168,5.168,3.215,0.773,-2.157,-3.621,-4.598,-4.598,-5.086,-6.551,-7.528,-8.016,-8.016,-8.016,-8.016,-8.504,-8.993,-8.504
2,F7,12,-4.425,-3.937,-2.472,-1.007,-1.007,-1.984,-3.448,-4.425,-4.425,-3.937,-3.448,-2.960,-1.495,0.458,1.923,2.411,0.946,-1.495,-3.448,-3.937,-2.960,-1.007,-0.031,0.458,-0.519,-1.495,-1.495,-1.007,0.458,0.946,0.946,0.946,0.946,0.946,0.458,0.946,0.946,0.946,0.458,-1.007,-2.960,-4.425,-4.913,-3.448,-1.007,-0.031,-1.007,-3.937,-6.866,-8.331,-7.843,-6.866,-6.378,-6.866,-7.355,-5.402,-2.960,-0.031,0.946,0.458,-1.007,-2.472,-2.472,-1.495,-0.519,-0.031,0.946,1.923,2.411,1.923,0.458,-1.495,-2.960,-3.448,-2.472,-1.007,0.458,0.946,1.923,2.411,2.899,2.899,1.923,0.946,-0.031,-0.519,-0.519,-1.007,-1.007,-1.007,-0.519,0.946,1.923,2.411,1.923,0.946,0.946,0.458,0.458,-0.519,-1.495,-1.495,-1.007,-0.031,0.458,0.458,0.458,1.434,3.876,5.829,7.294,6.805,5.341,2.899,0.946,0.946,1.434,2.411,3.876,4.364,4.852,5.341,5.341,4.852,4.852,6.317,7.782,8.759,7.294,3.387,-1.495,-4.913,-5.890,-6.378,-7.843,-10.773,-15.167,-18.097,-19.562,-17.609,-14.679,-12.238,-10.773,-10.284,-10.284,-9.308,-8.331,-6.866,-7.355,-7.843,-7.843,-7.355,-6.378,-4.913,-3.937,-3.937,-4.913,-6.866,-8.331,-9.796,-10.284,-10.773,-11.261,-12.238,-12.238,-12.726,-12.726,-14.191,-15.167,-16.632,-16.144,-14.191,-10.773,-6.866,-4.425,-3.937,-3.937,-4.425,-3.937,-3.937,-3.937,-4.425,-4.913,-4.425,-2.960,-1.495,-1.007,-1.984,-4.913,-8.820,-11.261,-11.749,-10.284,-8.820,-7.843,-7.843,-8.820,-8.820,-7.355,-5.402,-3.448,-2.472,-2.472,-1.984,-0.031,2.899,5.341,6.317,5.829,3.387,1.434,1.434,2.411,4.364,6.317,7.294,6.317,5.341,3.876,1.923,0.946,-1.007,-2.472,-3.937,-3.937,-2.960,-1.007,1.923,4.852,8.270,10.223,11.688,12.665,12.665,12.665,13.153,14.130,15.106,16.083,16.083,14.618,12.665,10.712,9.247,8.270,7.294,5.341,3.387,0.946,-1.007,-2.472,-2.960,-3.448,-3.937,-3.937,-4.425
3,F8,12,-6.653,-6.653,-8.606,-10.071,-11.047,-11.536,-11.047,-10.071,-9.094,-8.118,-7.141,-6.165,-5.676,-5.676,-6.653,-7.629,-9.094,-10.559,-12.512,-13.977,-15.442,-14.954,-13.489,-11.536,-10.071,-9.583,-9.094,-8.606,-6.653,-5.188,-4.211,-4.211,-5.188,-5.676,-5.676,-3.723,-2.258,-0.793,-0.305,-0.793,-2.258,-3.723,-5.188,-5.188,-5.676,-6.165,-7.629,-10.071,-11.536,-12.024,-12.024,-12.512,-13.000,-13.977,-13.977,-13.489,-12.512,-11.536,-11.047,-10.559,-9.583,-8.606,-7.629,-7.141,-7.629,-8.606,-8.606,-8.118,-7.141,-7.141,-8.118,-9.583,-10.559,-10.071,-8.606,-6.653,-5.188,-4.700,-4.700,-4.700,-4.211,-2.747,-1.282,-0.305,0.183,-0.793,-2.747,-3.723,-4.211,-3.235,-2.747,-1.770,-1.770,-2.747,-4.211,-4.700,-4.211,-4.211,-4.211,-5.188,-6.165,-5.676,-2.747,1.648,6.042,8.484,9.460,9.460,9.949,9.949,9.460,7.019,2.625,-2.258,-5.676,-7.141,-7.141,-5.676,-4.211,-2.258,-0.793,0.671,1.160,1.648,2.625,4.578,6.531,7.019,5.066,1.160,-3.723,-8.118,-12.024,-14.465,-16.418,-18.372,-19.836,-20.325,-20.325,-19.836,-17.883,-14.954,-11.536,-8.606,-7.141,-7.141,-7.629,-7.629,-8.118,-8.606,-9.094,-9.583,-10.071,-9.583,-8.118,-7.629,-9.094,-11.536,-14.954,-17.395,-18.860,-19.836,-20.813,-21.790,-22.278,-20.813,-18.372,-15.930,-14.465,-14.465,-13.977,-12.512,-10.071,-6.653,-4.700,-4.211,-4.211,-4.700,-4.211,-4.700,-6.165,-8.118,-10.559,-12.512,-13.489,-13.977,-15.442,-17.883,-21.301,-23.743,-25.208,-24.231,-20.813,-17.395,-14.465,-11.047,-8.118,-4.700,-0.793,2.136,3.113,2.136,0.671,-0.305,0.183,2.136,4.089,5.554,4.578,3.113,0.671,-1.770,-3.235,-3.723,-5.188,-8.118,-13.000,-18.372,-21.790,-21.790,-19.348,-15.930,-12.512,-10.071,-6.653,-2.258,3.113,8.484,11.902,13.367,13.855,14.343,14.343,14.343,12.390,9.949,7.996,6.042,5.066,3.113,0.183,-3.723,-8.118,-12.512,-15.442,-17.395,-18.372,-18.372,-17.395,-14.954,-11.536,-7.629,-4.700,-2.747,-2.258,-1.770
4,AF1,12,-7.599,-7.599,-7.111,-6.622,-6.134,-6.134,-5.646,-5.646,-4.669,-4.181,-3.204,-2.716,-1.740,-0.763,-0.275,0.214,-1.251,-3.693,-5.646,-7.111,-6.622,-5.646,-4.669,-4.669,-5.157,-5.157,-4.669,-2.716,-1.740,-0.763,-0.763,-1.251,-1.740,-1.251,0.214,1.678,2.655,3.143,2.167,1.190,-0.275,-1.740,-1.740,-0.763,0.702,0.702,-0.763,-3.693,-6.134,-7.111,-6.134,-4.669,-3.693,-3.693,-3.693,-3.204,-2.228,-1.740,-1.740,-2.228,-3.204,-3.693,-3.693,-2.716,-1.740,-0.763,0.214,1.190,0.702,-0.763,-3.204,-5.646,-6.622,-6.134,-5.157,-4.181,-4.181,-4.181,-4.181,-3.693,-2.716,-2.716,-3.204,-3.693,-4.669,-4.669,-4.181,-3.693,-2.228,-1.251,0.214,0.702,1.190,0.702,-0.763,-1.740,-1.740,-1.740,-1.251,-1.740,-1.740,-2.228,-1.740,-1.251,-0.275,0.214,0.214,0.702,1.678,2.655,3.143,2.167,0.214,-1.740,-3.693,-4.181,-4.669,-4.181,-3.693,-2.716,-2.716,-2.228,-2.716,-2.228,-1.740,0.214,1.678,1.190,-0.763,-4.181,-7.599,-9.552,-10.040,-10.529,-12.482,-14.923,-17.853,-20.294,-20.294,-19.318,-17.365,-15.900,-15.411,-14.923,-13.947,-12.970,-11.505,-11.017,-11.017,-11.017,-11.017,-10.529,-9.552,-9.064,-8.575,-8.575,-9.552,-10.529,-11.993,-13.458,-13.947,-13.458,-13.458,-12.970,-13.458,-13.947,-14.435,-14.923,-14.923,-14.923,-14.435,-12.970,-11.017,-8.575,-7.111,-6.134,-6.622,-7.111,-7.111,-7.111,-7.599,-8.087,-9.064,-8.575,-7.599,-6.134,-5.646,-7.111,-10.040,-13.458,-15.411,-15.900,-14.923,-13.947,-13.458,-12.970,-12.482,-11.017,-8.575,-6.134,-4.669,-4.181,-4.669,-5.157,-4.669,-3.693,-1.251,0.702,1.678,0.702,-1.251,-2.716,-2.716,-1.740,0.214,1.190,0.214,-0.275,-1.251,-1.251,-1.740,-2.228,-3.693,-5.157,-5.646,-5.157,-3.693,-2.716,-1.251,0.214,1.678,3.143,4.120,4.120,2.655,1.678,1.678,2.655,4.120,4.608,4.120,2.655,1.190,0.702,0.214,-0.275,-1.251,-2.228,-3.693,-4.181,-4.669,-5.157,-5.646,-6.134,-6.622,-6.622
5,AF2,12,-8.016,-8.504,-8.993,-8.993,-8.993,-8.993,-8.504,-7.528,-6.551,-5.086,-3.621,-3.133,-2.157,-2.157,-1.668,-1.668,-2.645,-4.598,-6.551,-8.016,-8.016,-7.039,-6.551,-6.551,-7.039,-7.039,-6.551,-5.086,-3.133,-2.157,-2.157,-2.645,-2.645,-2.157,-0.692,0.773,2.238,2.726,2.238,1.750,0.773,-0.203,-0.692,-0.203,0.285,0.285,-1.180,-3.621,-6.063,-7.039,-6.551,-5.575,-4.110,-4.110,-4.110,-4.598,-4.598,-4.110,-4.110,-4.110,-4.598,-4.598,-4.598,-4.598,-4.110,-3.621,-3.133,-2.157,-2.157,-2.645,-4.110,-5.575,-6.063,-5.575,-4.598,-4.110,-4.598,-5.086,-5.575,-5.575,-4.598,-3.621,-3.621,-3.621,-4.110,-4.598,-4.110,-3.133,-2.157,-0.692,0.285,1.261,0.773,0.285,-0.692,-1.668,-1.668,-1.180,-1.180,-1.180,-1.180,-1.180,-0.203,0.773,2.238,3.215,3.215,3.703,4.679,5.168,5.168,3.703,1.261,-1.668,-4.110,-5.575,-6.063,-5.575,-5.086,-4.110,-2.645,-1.668,-0.692,-0.203,0.285,1.750,2.726,2.726,0.773,-2.645,-6.551,-8.993,-10.457,-11.434,-12.899,-14.852,-16.805,-17.782,-17.782,-16.805,-15.340,-13.875,-12.899,-11.922,-10.457,-9.481,-8.504,-8.993,-9.481,-9.969,-9.969,-9.969,-8.993,-8.504,-7.528,-7.528,-8.993,-10.457,-12.410,-13.387,-13.875,-13.387,-13.875,-13.875,-14.364,-13.875,-13.387,-12.899,-12.410,-11.434,-10.457,-8.504,-6.551,-4.598,-3.621,-3.621,-4.110,-5.086,-5.086,-5.575,-6.551,-7.528,-8.504,-8.016,-7.528,-6.063,-6.063,-8.016,-10.946,-13.875,-14.852,-14.852,-13.387,-11.922,-11.434,-10.457,-9.481,-7.039,-4.110,-2.157,-1.180,-1.668,-2.645,-3.621,-3.133,-1.668,-0.203,1.750,2.238,1.750,0.285,-1.668,-1.668,-0.692,0.285,0.773,0.285,-0.692,-0.692,-0.203,0.285,0.285,-0.692,-2.157,-2.645,-2.157,-0.203,0.773,1.261,1.750,2.238,3.215,4.679,5.656,5.168,4.191,4.191,4.191,3.703,3.215,1.750,-0.203,-1.180,-1.668,-1.668,-1.668,-1.668,-2.157,-2.645,-2.645,-2.645,-2.645,-3.133,-4.110,-4.598,-4.598
6,FZ,12,-6.358,-6.358,-6.358,-5.870,-5.870,-5.381,-4.893,-4.405,-3.428,-2.452,-1.475,-0.498,0.478,1.455,1.943,1.943,1.455,-0.498,-1.963,-3.428,-3.916,-2.940,-2.452,-2.452,-3.428,-3.428,-2.940,-1.475,-0.010,0.966,1.455,0.966,0.966,1.455,2.431,3.896,4.873,4.873,4.384,3.408,2.431,1.943,1.943,2.431,3.408,3.408,2.431,-0.010,-1.963,-2.940,-2.452,-1.475,-0.498,-0.498,-0.987,-0.987,-0.987,-0.010,-0.010,-0.498,-0.987,-0.987,-0.498,-0.010,0.478,0.478,0.966,0.966,0.478,-0.010,-1.475,-2.452,-3.428,-2.940,-1.475,-0.987,-0.987,-1.475,-1.963,-1.963,-1.963,-1.475,-1.963,-2.452,-2.940,-3.428,-2.452,-1.475,-0.498,0.478,1.455,1.943,1.455,0.966,-0.010,-0.498,-0.987,-0.987,-0.987,-0.498,-0.498,-0.987,-0.987,-0.498,-0.498,-0.010,-0.010,0.478,0.966,1.455,1.455,0.478,-1.475,-3.428,-4.893,-6.358,-6.358,-5.381,-4.893,-3.916,-2.940,-2.452,-2.452,-1.963,-0.498,0.966,1.943,1.455,-0.987,-3.916,-6.846,-8.311,-8.799,-9.288,-10.752,-12.217,-14.170,-14.659,-14.659,-13.682,-12.705,-11.729,-11.241,-10.264,-9.288,-8.311,-7.334,-7.823,-8.799,-9.288,-9.288,-8.799,-8.311,-7.334,-7.334,-7.823,-8.799,-9.776,-10.752,-11.241,-11.729,-11.241,-11.241,-10.264,-10.752,-10.752,-11.241,-11.241,-11.729,-11.241,-10.264,-8.311,-6.846,-5.381,-4.405,-4.405,-4.893,-5.381,-5.870,-6.358,-6.358,-7.334,-7.334,-6.846,-5.870,-4.405,-4.405,-5.870,-7.823,-10.264,-11.241,-11.241,-10.264,-9.288,-8.799,-8.799,-8.311,-6.846,-5.381,-3.916,-2.940,-3.428,-3.916,-4.893,-4.405,-3.428,-1.475,-0.010,0.478,-0.010,-0.987,-1.475,-1.475,-0.987,-0.010,0.478,-0.010,-0.498,-0.498,0.478,0.478,-0.010,-1.475,-2.940,-3.428,-3.428,-2.940,-2.452,-2.452,-2.452,-2.452,-1.475,-0.498,-0.010,-0.010,-0.987,-0.498,-0.010,-0.010,-0.010,-0.498,-1.475,-1.963,-1.475,-1.475,-0.987,-0.987,-1.475,-1.963,-1.963,-2.452,-2.940,-3.428,-4.405,-4.405,-4.405
7,F4,12,-6.948,-7.436,-8.413,-8.901,-8.901,-8.901,-8.413,-7.436,-6.460,-4.995,-4.018,-3.042,-1.577,-0.600,-0.112,-0.112,-1.577,-3.530,-5.483,-7.436,-7.924,-7.436,-6.948,-6.460,-6.460,-6.460,-5.483,-4.506,-3.042,-2.553,-2.065,-2.553,-3.042,-2.553,-2.065,-0.600,0.865,2.330,2.818,2.330,0.865,-0.600,-1.088,-1.088,-0.112,-0.112,-1.577,-3.530,-5.483,-6.460,-5.971,-4.995,-4.506,-4.506,-4.506,-4.506,-4.018,-3.530,-3.530,-3.042,-3.042,-2.553,-2.065,-2.065,-2.065,-2.553,-2.553,-2.553,-1.577,-1.577,-2.553,-3.042,-3.530,-2.553,-1.088,-0.600,-1.088,-2.065,-2.553,-2.553,-1.577,-1.088,-0.600,-1.088,-1.577,-2.065,-2.553,-2.553,-2.553,-1.577,-0.600,0.865,1.353,1.353,0.865,0.376,0.865,0.865,1.353,1.353,1.353,1.353,2.330,3.306,4.283,4.283,4.283,4.771,5.747,5.747,5.259,3.306,0.376,-2.553,-4.506,-5.971,-6.948,-6.460,-5.971,-4.506,-2.553,-1.088,-0.112,0.376,1.353,2.818,3.794,3.794,1.841,-1.577,-5.483,-8.413,-9.878,-11.342,-12.807,-14.272,-15.249,-15.737,-15.249,-14.272,-12.807,-10.854,-8.901,-7.436,-6.460,-5.483,-5.483,-5.971,-6.948,-7.436,-7.924,-7.924,-7.436,-6.948,-6.948,-7.436,-8.413,-9.878,-11.831,-12.807,-13.784,-14.272,-14.760,-15.737,-15.737,-15.249,-13.784,-12.319,-10.854,-9.878,-8.901,-6.948,-5.483,-4.018,-4.018,-4.506,-4.995,-5.483,-5.483,-5.483,-6.460,-7.924,-9.389,-9.389,-9.389,-8.901,-9.389,-10.854,-13.295,-14.760,-14.760,-12.807,-10.854,-8.901,-7.436,-6.460,-4.995,-3.042,-0.600,0.865,0.865,-0.600,-2.065,-3.042,-3.530,-2.553,-1.088,0.376,0.865,0.865,-0.112,-1.088,-1.577,-1.088,-0.600,-0.600,-0.600,-1.577,-1.577,-0.600,-0.112,-0.112,-1.577,-3.042,-2.553,-1.577,0.376,1.841,1.841,1.353,1.353,1.841,2.330,3.306,3.306,2.818,2.330,2.330,2.330,0.865,-1.088,-3.042,-4.018,-4.506,-4.018,-3.042,-2.553,-2.065,-1.577,-1.577,-1.577,-1.577,-2.553,-3.042,-3.530,-3.042
8,F3,12,-4.496,-4.985,-4.496,-3.520,-3.031,-2.543,-2.543,-2.543,-2.055,-1.567,-1.567,-0.590,-0.102,0.875,1.851,1.851,0.875,-1.078,-2.543,-3.520,-2.543,-1.567,-0.590,-0.590,-1.567,-2.543,-2.543,-1.567,-0.102,1.363,2.340,1.851,0.875,0.875,0.875,1.851,2.828,2.828,2.340,0.875,-0.102,-0.590,-0.102,1.363,2.828,3.316,1.851,-1.078,-3.031,-3.520,-2.543,-1.078,-0.102,0.387,-0.102,0.387,1.363,2.340,2.828,2.340,0.875,0.387,0.875,1.851,2.828,3.805,4.781,4.781,3.805,2.340,0.387,-1.567,-2.543,-2.055,-1.078,0.387,0.875,0.387,-0.102,-0.102,-0.590,-0.590,-1.567,-2.055,-2.543,-2.543,-1.078,-0.102,0.875,1.363,1.851,2.340,2.340,1.851,0.875,-0.102,-0.102,-0.590,-0.102,-0.102,-0.590,-1.078,-0.590,-0.102,-0.102,-0.102,0.387,0.875,1.851,2.828,3.805,3.316,1.851,-0.102,-1.567,-1.567,-1.567,-0.590,-0.102,-0.102,-0.102,-0.102,0.387,0.387,1.851,3.316,4.781,4.781,2.828,-0.590,-3.520,-5.473,-5.961,-5.961,-6.938,-9.379,-12.309,-14.750,-14.750,-13.774,-12.309,-10.844,-10.844,-10.356,-10.356,-9.379,-7.914,-7.426,-6.938,-6.938,-6.449,-5.961,-5.473,-4.985,-4.496,-4.496,-5.473,-6.938,-7.914,-8.403,-8.403,-7.914,-7.914,-7.914,-8.403,-8.891,-10.356,-11.332,-12.309,-12.797,-12.797,-11.820,-9.867,-7.914,-5.961,-5.473,-4.985,-4.985,-4.985,-5.473,-6.449,-6.938,-7.426,-6.449,-5.473,-4.496,-4.496,-5.961,-8.891,-11.332,-12.797,-13.285,-12.309,-11.332,-10.844,-10.844,-10.356,-9.867,-8.403,-6.449,-4.985,-4.008,-3.520,-4.008,-3.520,-3.031,-1.567,-0.102,0.387,-0.590,-2.055,-2.543,-2.055,-0.590,0.387,0.875,-0.102,-0.590,-1.078,-0.590,-1.078,-2.543,-4.496,-5.961,-5.961,-4.496,-3.031,-2.055,-0.590,0.387,1.363,2.828,2.828,2.340,1.363,0.875,1.851,2.828,3.805,4.293,3.316,2.828,1.851,1.851,1.363,0.387,-0.102,-1.078,-2.543,-3.520,-4.008,-4.496,-4.496,-4.985,-5.473,-5.961
9,FC6,12,-5.198,-5.198,-6.663,-7.640,-8.616,-8.616,-8.616,-8.128,-8.128,-8.128,-7.151,-6.175,-5.198,-4.710,-4.710,-5.686,-6.663,-8.128,-9.593,-11.058,-12.034,-12.034,-10.569,-9.104,-7.640,-7.151,-6.663,-5.686,-3.733,-2.757,-1.780,-2.268,-3.245,-4.710,-4.710,-3.733,-2.268,-0.804,0.661,0.173,-0.315,-1.780,-2.757,-3.733,-4.222,-4.710,-5.198,-6.663,-7.151,-7.640,-7.151,-7.151,-6.663,-6.663,-6.663,-6.663,-6.663,-6.175,-5.198,-4.222,-3.733,-3.245,-3.245,-3.245,-4.222,-5.198,-5.198,-4.710,-3.733,-3.245,-3.245,-3.245,-3.733,-3.245,-1.780,-0.804,-0.315,-0.315,-0.315,0.173,1.638,2.614,3.103,3.103,2.126,0.173,-1.292,-2.757,-3.733,-3.733,-2.757,-1.780,-0.804,-0.804,-1.292,-1.292,-1.292,-0.315,0.173,0.173,0.173,1.149,2.614,4.079,5.544,6.032,7.009,7.985,8.474,8.474,7.009,4.567,1.149,-1.780,-4.222,-5.686,-6.175,-5.198,-3.733,-1.292,1.149,3.103,4.079,4.567,5.056,7.009,7.985,8.474,7.009,4.079,0.173,-3.733,-6.663,-9.104,-10.081,-11.058,-12.034,-12.522,-12.522,-11.546,-10.081,-7.640,-5.686,-4.222,-3.245,-2.757,-2.268,-1.780,-1.292,-0.804,-0.804,-1.292,-1.780,-2.268,-2.268,-2.757,-3.733,-5.686,-8.128,-10.569,-12.522,-14.964,-16.429,-17.405,-16.917,-14.964,-12.034,-9.104,-7.640,-7.151,-6.175,-5.198,-3.733,-1.780,-0.804,-0.804,-0.804,-1.292,-1.780,-2.268,-3.733,-6.663,-8.616,-10.569,-11.546,-12.522,-13.499,-15.940,-17.893,-19.847,-19.358,-17.405,-14.476,-11.058,-7.640,-4.710,-2.268,1.149,3.103,4.567,4.567,3.591,1.638,0.173,0.173,0.661,1.638,2.126,1.638,0.173,-2.268,-3.733,-5.198,-6.175,-7.640,-9.104,-11.546,-13.011,-13.499,-12.522,-10.569,-9.104,-7.640,-6.175,-2.757,0.661,4.567,7.009,8.474,8.962,8.474,8.962,8.474,7.497,6.521,5.056,3.591,2.126,1.149,-0.315,-2.757,-5.198,-7.151,-9.104,-10.569,-11.546,-11.546,-11.546,-10.569,-8.616,-5.198,-2.757,-0.804,0.661,1.149,1.149
