Channel_Number,Channel,Trial,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
0,FP1,8,2.767,0.814,-1.628,-3.092,-3.581,-2.116,-1.139,-0.651,-1.628,-3.581,-5.046,-5.534,-4.557,-3.581,-2.604,-2.116,-2.116,-3.092,-4.069,-4.557,-4.557,-4.069,-3.581,-4.557,-5.046,-6.510,-7.487,-8.952,-9.440,-9.928,-9.928,-8.952,-7.487,-6.022,-5.046,-5.534,-7.487,-9.928,-11.882,-12.370,-9.928,-7.487,-5.534,-6.022,-7.975,-9.440,-9.928,-8.464,-6.022,-4.557,-4.557,-5.534,-5.534,-3.581,-0.651,2.279,3.743,3.743,3.743,4.232,5.208,6.673,6.673,4.720,1.790,-0.163,0.326,3.255,6.185,8.138,8.626,9.115,10.579,13.509,16.439,17.415,16.927,14.974,13.509,13.997,15.462,16.927,16.439,13.997,11.068,9.603,10.579,13.509,17.415,19.857,19.368,16.927,13.997,11.556,11.556,13.021,13.509,13.997,14.486,14.486,15.462,16.439,17.904,17.904,17.904,17.415,16.927,16.927,16.927,16.439,14.486,11.068,8.138,6.673,7.650,8.626,10.091,10.579,10.579,11.068,12.044,13.997,15.951,16.439,16.927,17.415,17.904,17.904,16.927,13.509,10.091,7.161,6.673,8.138,10.091,10.579,9.603,8.138,6.673,6.673,7.161,7.161,7.161,7.161,7.650,7.650,7.650,7.650,8.138,8.626,8.138,6.673,4.720,2.767,3.255,5.208,9.115,11.556,12.044,11.068,11.068,12.044,13.997,14.974,13.997,11.068,8.138,6.673,7.161,9.115,10.579,10.579,9.115,6.673,4.720,3.255,3.255,3.743,4.232,5.208,5.697,6.185,7.161,8.138,8.626,9.115,9.603,10.579,12.044,14.974,16.439,17.415,16.439,15.462,14.486,14.486,15.462,15.951,15.462,13.997,11.556,9.603,8.626,9.115,10.579,11.068,11.068,11.068,10.579,11.068,11.068,10.091,8.626,7.161,5.697,6.185,8.138,10.579,12.044,11.556,8.626,5.208,2.767,2.279,3.743,5.697,7.650,8.138,7.161,6.185,5.208,5.697,6.185,6.673,6.185,4.232,2.279,0.814,0.326,0.814,1.302,2.279,3.743,5.697,7.161,8.138,7.161,4.232,1.790,0.326,1.302,3.743,5.208,4.720,2.767,1.302
1,FP2,8,-3.652,-3.164,-2.675,-2.675,-2.675,-3.164,-3.652,-3.652,-3.652,-3.652,-3.652,-4.629,-5.605,-6.093,-5.605,-5.117,-4.629,-4.629,-5.117,-5.117,-4.140,-3.164,-3.164,-3.652,-5.117,-7.558,-9.023,-10.000,-9.511,-9.023,-7.558,-6.582,-6.093,-6.582,-8.046,-9.023,-9.511,-9.023,-8.535,-7.558,-7.070,-6.582,-6.582,-6.582,-7.070,-8.535,-9.511,-9.511,-7.558,-5.117,-3.164,-2.675,-3.652,-3.164,-2.187,0.254,2.207,3.184,3.184,3.184,3.672,4.649,4.161,2.696,0.743,-0.722,0.254,2.207,4.649,6.114,7.090,8.067,10.508,12.950,14.903,14.903,13.926,12.461,11.485,11.485,11.485,11.973,11.973,12.461,12.950,13.438,13.926,13.926,14.903,16.368,17.344,17.344,15.879,14.414,13.438,12.461,12.461,12.461,12.950,13.438,14.414,15.879,16.856,16.856,16.856,15.879,15.391,15.879,15.879,15.879,14.414,12.461,10.508,10.020,10.508,10.996,10.508,10.020,9.532,10.020,12.461,14.414,16.368,16.856,16.856,16.856,17.344,16.368,14.414,10.996,8.067,6.602,6.114,6.602,6.602,6.114,5.625,6.114,7.579,8.555,9.043,8.067,6.114,5.137,5.137,6.114,7.090,8.067,8.067,7.090,6.114,4.161,2.207,1.231,1.231,2.696,5.625,8.067,9.532,10.508,10.508,10.508,10.508,10.508,9.532,8.067,7.090,6.602,6.602,7.090,6.602,5.137,3.672,2.207,1.719,2.696,4.161,5.625,6.602,6.114,5.625,5.625,6.602,8.067,9.532,10.020,10.508,10.996,11.973,13.438,13.926,14.414,13.926,13.926,14.414,14.903,15.391,15.391,13.926,10.996,8.555,7.579,7.579,8.555,10.020,10.508,10.508,10.020,10.020,10.020,10.508,10.508,8.555,6.602,4.649,4.649,6.602,8.555,9.532,9.043,7.090,5.625,3.672,2.696,2.696,2.696,4.161,6.114,8.067,8.555,7.090,4.649,3.184,2.696,2.696,2.696,1.719,0.254,-0.722,-0.722,0.743,2.207,4.161,5.625,6.602,7.090,6.602,5.137,4.161,3.184,3.184,3.672,3.184,3.184,2.207,1.719
2,F7,8,11.414,10.437,7.996,4.578,0.671,-1.770,-2.258,-0.305,2.136,3.601,2.136,-2.258,-8.118,-11.047,-9.094,-3.723,1.160,2.625,0.183,-4.211,-6.165,-4.211,-0.305,2.136,-0.305,-5.676,-10.559,-12.024,-8.606,-3.235,-0.793,-3.235,-8.118,-11.536,-11.047,-6.653,-2.258,-1.770,-5.188,-9.094,-11.047,-10.071,-8.118,-7.141,-8.118,-9.094,-8.118,-6.653,-6.653,-9.094,-12.512,-13.489,-11.047,-6.165,-1.770,-0.305,-2.747,-5.188,-6.165,-5.188,-2.258,-0.793,-1.282,-1.770,-1.282,0.183,1.648,1.160,-0.305,-1.770,-0.305,4.578,11.414,16.296,18.250,17.761,15.320,12.878,11.902,12.878,14.832,17.273,17.761,15.320,9.949,2.625,-1.770,-0.793,4.089,11.414,14.832,14.343,9.949,5.066,2.625,2.136,3.113,4.578,5.554,7.019,8.484,8.972,8.484,7.996,7.996,8.484,9.949,10.437,9.460,6.531,3.601,2.136,2.136,3.601,4.578,3.601,2.625,2.136,4.089,7.996,11.902,14.343,14.343,12.878,11.414,9.949,7.996,6.042,4.089,3.113,3.601,4.578,4.089,2.136,-0.793,-2.258,-0.793,2.136,4.089,3.601,1.160,-1.770,-2.258,-1.282,0.183,0.183,-0.793,-1.282,-1.282,-0.305,-0.305,-1.282,-2.258,-1.282,1.160,5.066,7.507,7.019,4.089,1.648,1.160,3.601,6.042,8.484,7.507,3.601,-0.305,-1.282,0.671,4.089,6.531,5.554,2.136,-1.282,-2.258,-1.282,-1.282,-3.235,-6.653,-10.071,-10.559,-7.141,-1.282,4.089,5.554,4.089,0.671,-1.282,-0.793,2.136,6.531,9.460,10.437,10.437,9.460,9.460,8.484,7.996,7.019,6.042,6.531,7.996,9.460,10.925,11.414,10.925,9.460,6.042,3.113,1.160,1.648,3.601,5.066,5.066,4.578,4.578,7.019,8.972,9.949,8.484,5.066,3.113,3.113,4.578,5.066,3.601,0.671,-1.282,-1.282,2.136,6.531,9.460,8.972,5.554,-0.793,-6.653,-8.606,-6.653,-1.770,2.625,3.601,1.160,-2.747,-4.700,-2.747,1.648,4.089,3.113,0.183,-2.258,-2.258,-0.793,0.183,-0.793,-2.747,-2.747
3,F8,8,-5.666,-4.201,-1.272,1.170,1.170,-0.783,-4.690,-7.131,-8.108,-7.619,-7.131,-7.619,-9.084,-10.061,-10.061,-8.108,-6.643,-5.666,-6.154,-6.154,-5.666,-2.736,0.682,2.146,1.170,-2.736,-6.643,-9.084,-8.596,-6.154,-3.713,-3.225,-4.201,-7.131,-9.084,-9.084,-6.643,-3.225,-1.272,-0.783,-2.248,-4.201,-4.690,-3.225,-2.736,-3.713,-7.131,-10.061,-10.061,-7.131,-3.225,-0.783,-2.736,-6.643,-9.572,-8.596,-5.178,-0.295,2.635,2.635,0.682,-0.783,-2.248,-2.248,-1.272,0.682,2.146,3.611,4.100,5.076,6.541,8.982,11.424,12.889,12.889,12.400,11.424,10.447,9.959,8.982,8.006,8.494,9.471,9.959,10.447,8.982,7.029,7.029,9.471,12.889,14.842,13.865,11.424,8.494,6.541,6.053,5.564,5.076,4.100,4.100,5.564,8.494,10.447,10.447,8.982,6.053,4.588,4.588,5.564,7.029,8.006,8.006,8.006,8.006,8.006,8.494,8.494,7.517,6.541,6.541,7.517,9.471,11.424,12.889,13.377,13.377,12.889,12.889,12.400,11.912,10.935,9.959,8.982,6.541,3.611,0.193,-0.295,1.658,6.541,10.935,11.424,8.006,3.123,-0.295,0.193,2.635,5.076,6.053,5.564,5.076,5.564,6.053,6.053,4.588,3.611,3.611,4.588,6.541,8.006,8.494,8.982,9.959,11.424,12.400,11.424,8.494,5.076,2.635,2.635,5.076,7.029,7.029,5.076,2.146,0.193,0.193,2.146,4.100,5.076,6.053,8.006,10.447,12.889,13.865,12.889,10.935,8.494,8.006,8.494,9.471,10.935,11.912,12.400,12.889,12.889,13.865,15.330,16.795,16.795,13.865,8.982,6.053,6.541,10.447,14.842,17.283,17.283,13.865,10.935,9.471,9.959,10.935,12.400,12.400,12.400,11.424,10.447,9.471,9.471,10.447,12.889,14.842,13.377,9.471,4.588,2.146,4.588,9.471,14.842,16.307,12.889,8.494,4.588,5.076,6.541,7.517,6.053,2.146,-0.783,-1.760,0.682,4.588,8.982,11.912,11.912,10.935,8.982,8.006,8.006,8.982,8.982,7.517,4.100,1.170,-0.783,-0.783
4,AF1,8,-0.234,0.254,-0.234,-0.722,-1.211,-1.699,-1.699,-1.699,-1.699,-2.187,-2.187,-2.187,-2.187,-1.699,-1.211,-0.722,-1.211,-1.699,-1.699,-2.187,-2.187,-2.675,-3.164,-4.140,-5.117,-6.093,-7.070,-7.070,-7.070,-6.582,-5.605,-5.605,-5.605,-6.093,-6.582,-6.582,-6.582,-7.070,-7.070,-7.558,-7.070,-6.093,-4.629,-3.652,-5.117,-6.582,-7.070,-6.093,-4.629,-3.164,-3.164,-3.164,-2.675,-1.211,1.719,4.161,5.625,6.114,5.625,5.137,4.649,4.649,3.672,1.719,0.254,-0.234,0.743,2.207,3.184,4.161,4.649,5.625,7.579,9.532,11.485,11.973,11.485,10.020,9.532,9.043,8.555,8.067,7.579,7.090,7.090,7.090,8.067,9.043,10.508,11.485,11.485,10.508,9.043,8.067,8.067,8.555,9.532,10.020,10.508,10.508,10.996,11.485,11.973,12.461,12.950,13.438,13.926,13.926,13.438,11.485,9.532,7.579,6.602,6.602,6.602,6.602,6.114,6.114,6.602,8.555,10.508,11.973,12.461,12.461,12.950,13.926,13.926,12.461,9.532,6.602,4.161,3.672,4.161,4.649,4.161,2.696,1.231,0.743,0.743,1.231,1.231,1.231,0.743,0.743,1.231,1.231,1.719,1.719,2.207,2.696,2.696,1.719,0.743,0.743,2.207,4.161,6.114,7.090,7.090,6.602,7.579,9.532,11.973,12.461,11.485,8.555,6.602,5.625,6.114,8.067,8.555,8.067,6.602,5.137,4.161,3.672,3.672,3.184,2.207,1.719,1.719,2.696,4.649,6.602,8.067,8.555,8.555,8.555,9.043,10.508,12.461,13.438,13.926,13.926,12.950,12.950,12.461,11.973,10.996,9.043,7.579,6.602,7.090,8.067,9.043,9.043,8.555,8.067,8.067,8.067,8.555,8.067,6.602,4.649,4.161,4.649,6.602,8.555,9.043,7.579,5.625,3.184,1.719,1.719,2.207,3.184,4.649,5.137,5.137,4.649,4.161,4.649,5.137,6.114,5.625,4.161,1.719,0.743,0.743,2.207,3.672,5.137,5.625,6.114,7.579,8.067,7.579,5.625,3.184,1.231,1.719,3.184,4.649,5.137,3.672,2.696
5,AF2,8,-2.777,-3.265,-3.265,-2.777,-2.777,-2.777,-3.265,-3.754,-3.265,-3.265,-2.777,-2.777,-2.777,-2.777,-2.777,-2.777,-2.777,-2.777,-3.265,-3.754,-3.754,-3.265,-3.265,-3.265,-4.730,-6.195,-7.172,-7.660,-7.172,-6.683,-5.707,-5.707,-6.195,-6.195,-6.683,-6.683,-6.683,-6.683,-5.707,-5.219,-4.730,-4.242,-4.242,-4.242,-5.219,-6.195,-6.683,-6.683,-5.219,-3.754,-2.289,-1.801,-1.312,-0.336,1.129,2.594,4.059,4.059,4.059,3.571,3.082,3.082,2.106,0.641,-0.336,-0.824,-0.336,1.617,3.082,4.059,5.035,5.524,6.989,8.942,9.918,9.918,9.430,8.453,7.477,6.989,6.012,5.035,5.035,5.524,6.012,7.477,8.453,9.430,9.918,10.895,10.895,10.895,9.918,8.942,8.453,7.965,8.453,8.453,8.453,9.430,9.918,11.383,11.871,12.360,11.871,11.383,11.383,11.871,11.871,11.871,10.895,9.430,8.453,7.965,7.477,7.477,6.989,6.989,6.989,7.477,8.942,10.406,11.383,11.871,12.360,12.848,12.360,10.895,8.453,5.524,3.082,2.594,3.082,3.082,2.106,1.129,-0.336,-0.824,0.153,1.129,2.106,1.129,-0.336,-1.312,-1.312,-0.336,1.129,2.594,3.082,2.594,1.129,0.153,-0.824,-1.312,-0.824,0.153,2.106,3.571,5.035,6.500,7.965,8.942,9.430,9.430,8.453,6.500,5.524,5.035,5.524,6.012,6.012,5.524,3.571,2.106,1.129,1.129,2.594,3.571,4.059,4.059,4.059,4.547,5.035,6.012,6.989,6.989,6.989,6.989,7.965,8.942,9.918,10.406,10.895,11.383,11.383,11.871,11.871,11.383,9.918,7.477,5.035,4.547,5.035,6.989,8.453,9.430,8.453,7.477,6.989,7.477,8.453,8.453,6.500,4.059,2.594,2.106,4.059,6.012,6.500,6.012,4.547,3.082,2.106,2.106,2.106,2.106,2.594,4.059,5.524,6.012,5.524,5.035,4.059,4.059,4.059,3.571,2.594,1.129,0.641,1.129,2.106,4.059,5.035,6.500,6.989,6.989,6.500,5.035,3.082,1.617,1.129,1.129,2.106,2.106,1.617,0.641
6,FZ,8,-2.075,-1.587,-2.075,-2.075,-1.587,-1.099,-1.099,-1.587,-2.075,-2.563,-2.563,-1.587,-1.099,-0.122,-0.122,-0.122,-0.610,-1.099,-1.587,-2.075,-2.075,-2.075,-2.075,-2.075,-2.563,-3.540,-4.517,-5.005,-4.517,-3.540,-3.052,-3.052,-3.052,-4.028,-4.028,-4.028,-3.540,-3.540,-3.052,-3.052,-3.052,-2.563,-2.075,-2.075,-2.075,-2.563,-3.052,-3.540,-3.052,-3.052,-2.563,-2.075,-1.099,0.854,2.808,4.761,5.249,5.249,4.272,3.784,2.808,2.319,1.343,0.366,-0.610,-1.099,-1.099,-0.122,0.366,0.366,0.854,1.831,2.808,4.272,5.249,5.249,4.761,3.784,3.296,2.319,1.831,1.343,0.854,1.343,2.319,3.296,4.272,5.249,5.737,6.226,5.737,5.737,5.249,4.272,4.761,5.249,5.737,6.714,6.714,7.202,7.690,8.179,8.667,8.667,9.155,9.155,9.644,9.644,9.644,9.155,8.179,7.202,6.226,5.737,5.249,5.249,4.761,5.249,5.249,6.226,7.202,8.179,8.667,8.667,9.155,9.644,9.644,8.179,5.249,2.319,0.366,-0.610,-0.122,0.366,0.366,-0.122,-1.099,-1.587,-1.099,-0.610,-0.610,-1.099,-1.587,-2.075,-1.587,-1.099,0.366,1.343,2.319,2.319,1.831,1.343,0.366,0.366,0.854,1.831,3.784,4.761,5.737,6.714,7.690,8.667,10.132,10.620,10.132,8.179,6.714,5.737,6.226,7.202,7.202,6.714,5.249,3.784,2.808,2.319,2.808,2.808,2.808,2.319,2.319,3.296,3.296,5.737,6.714,7.202,7.202,7.202,7.690,8.667,10.132,11.108,11.597,12.085,12.085,11.597,11.108,10.620,9.155,7.202,5.737,5.737,6.226,7.690,8.667,9.644,9.644,8.667,8.667,9.155,9.155,8.667,7.690,6.226,5.249,5.249,6.226,7.202,7.690,7.202,5.737,4.272,3.296,2.808,2.808,3.296,4.272,5.249,5.737,5.737,5.737,5.737,5.737,6.226,6.226,5.249,3.784,2.319,2.319,3.296,5.249,6.714,7.690,8.667,8.667,8.667,8.179,7.202,5.249,3.784,3.784,4.272,4.761,5.249,4.761,3.784
7,F4,8,-1.597,-2.085,-2.085,-1.597,-1.597,-1.597,-2.085,-2.574,-2.574,-2.574,-2.085,-2.085,-2.085,-3.062,-3.062,-3.062,-2.574,-2.574,-2.574,-2.574,-2.574,-1.597,-1.597,-1.597,-2.574,-4.038,-5.015,-5.503,-5.015,-4.527,-4.038,-4.038,-4.527,-5.503,-5.503,-5.503,-5.015,-4.527,-3.550,-3.550,-2.574,-2.574,-2.574,-3.062,-3.550,-5.015,-5.503,-5.992,-4.527,-3.062,-1.597,-1.109,-1.109,-0.621,0.356,1.333,2.309,2.309,2.309,1.821,1.333,1.333,0.844,0.356,-0.132,-0.132,0.844,1.821,3.286,3.774,4.262,5.239,6.215,7.680,9.145,9.145,9.145,8.657,7.680,6.215,4.751,4.262,3.774,3.774,4.262,4.751,5.727,6.704,7.680,8.657,9.145,8.657,8.169,7.192,6.704,6.704,7.192,6.704,6.704,7.192,8.169,9.145,10.122,9.633,9.145,8.657,8.169,8.657,9.145,9.145,8.657,8.657,8.169,8.169,8.657,8.657,7.680,6.704,6.215,6.704,7.680,9.145,10.122,11.098,11.098,11.098,10.610,9.145,6.704,4.262,2.309,1.821,2.309,3.286,2.309,0.356,-2.085,-3.062,-2.085,0.356,2.309,1.333,-1.109,-3.550,-4.038,-2.574,-0.132,1.333,1.821,1.333,0.356,-0.621,-1.109,-1.597,-1.597,-1.109,0.356,2.309,4.262,6.704,7.680,9.145,9.145,8.657,7.680,5.727,4.751,4.262,4.751,5.727,6.215,5.727,4.262,2.309,1.333,1.333,2.309,3.286,4.262,4.262,4.262,4.262,4.751,5.727,6.215,5.727,5.727,5.727,6.215,6.215,7.192,7.680,7.680,8.169,8.657,9.633,10.122,10.122,9.145,7.192,5.239,4.262,5.239,6.704,8.657,9.145,8.169,7.192,6.215,6.704,6.704,6.704,5.727,3.774,2.309,1.821,2.309,3.774,4.751,5.239,4.751,4.262,3.286,2.309,1.333,1.333,1.821,3.286,4.751,5.239,5.239,4.262,3.286,3.286,3.774,3.286,2.309,0.356,-0.132,-0.132,1.333,3.286,4.262,5.239,5.239,5.239,4.751,3.774,2.309,0.844,-0.132,-0.132,-0.132,-0.132,-0.621,-1.597
8,F3,8,2.889,3.866,3.377,2.401,1.424,-0.041,-0.529,-1.017,-1.017,-1.017,-0.529,-1.017,-1.017,-1.017,-1.017,-0.529,-0.041,-0.041,-0.529,-1.506,-1.994,-1.994,-1.994,-1.506,-2.482,-3.947,-5.412,-6.388,-5.900,-4.924,-3.459,-3.459,-3.947,-4.435,-4.924,-3.947,-3.459,-3.459,-4.435,-5.412,-4.924,-3.947,-2.482,-1.506,-1.994,-3.459,-3.947,-3.947,-3.459,-3.459,-3.947,-3.947,-2.970,-1.017,1.912,3.866,4.842,4.842,4.354,3.866,3.377,3.377,2.401,1.912,1.424,1.424,1.424,1.424,1.424,1.424,1.912,3.866,5.819,7.772,9.725,9.725,9.725,9.237,8.260,7.284,6.795,6.307,6.307,5.819,5.330,4.842,3.866,3.866,4.842,6.307,6.795,6.795,5.819,4.842,4.842,5.330,6.307,6.795,6.795,6.307,6.307,5.819,6.307,7.284,8.260,9.237,10.213,10.213,9.725,7.772,5.819,4.354,3.866,3.866,4.842,5.330,4.842,4.842,5.819,7.284,9.237,10.701,11.190,10.701,10.701,10.701,11.190,9.725,7.284,4.354,2.889,2.401,2.889,2.889,1.912,0.448,-0.529,-1.017,-1.017,-0.529,-0.529,-0.529,-1.017,-0.529,0.448,0.936,1.424,1.424,1.424,1.424,1.424,1.424,1.424,1.912,3.377,5.330,6.307,6.795,5.819,5.819,5.819,7.772,9.725,10.701,10.213,8.748,6.795,5.819,5.819,6.795,7.284,6.795,5.819,4.842,3.377,2.889,1.912,0.936,-0.041,-1.017,-1.017,0.448,2.401,4.842,5.819,6.795,6.795,6.795,7.772,8.748,10.213,11.190,11.678,11.678,11.190,11.190,10.701,9.725,9.237,7.772,7.284,6.795,6.795,7.772,8.260,8.748,8.748,7.772,7.284,6.795,6.307,5.819,5.330,4.354,4.354,4.842,6.307,7.772,8.260,7.284,5.330,3.866,2.889,3.377,3.866,4.354,4.842,4.354,4.842,4.842,4.842,5.819,6.795,6.795,5.330,2.889,0.936,-0.041,0.936,2.889,4.354,4.354,4.354,4.354,5.330,6.307,6.795,5.330,3.377,1.424,0.936,1.912,3.377,4.354,3.377,2.889
9,FC6,8,0.122,-0.366,-0.854,-0.854,-0.854,-0.854,-1.343,-1.831,-2.319,-2.808,-3.296,-4.272,-5.737,-6.226,-6.226,-5.737,-4.761,-3.784,-3.296,-3.296,-2.808,-2.319,-1.831,-1.343,-2.319,-2.808,-3.784,-3.784,-3.296,-3.296,-3.296,-3.784,-4.272,-4.272,-3.784,-3.296,-2.808,-3.296,-3.784,-3.784,-3.296,-2.808,-2.319,-2.319,-2.808,-4.272,-5.737,-5.249,-4.272,-3.296,-2.808,-2.808,-3.296,-3.296,-3.296,-2.319,-1.831,-1.343,-0.854,0.122,1.099,1.099,1.099,0.122,0.122,0.122,1.099,2.075,2.563,3.052,3.052,4.028,5.981,7.446,9.399,10.864,11.353,10.864,9.888,8.423,6.958,5.981,5.981,6.470,6.470,5.493,5.005,4.517,5.981,7.935,8.911,8.911,6.958,5.005,4.028,3.540,4.028,3.540,3.540,3.052,3.540,4.028,5.493,5.981,5.493,4.028,3.052,3.052,3.052,3.540,4.028,4.028,5.005,5.005,6.470,5.981,5.493,3.540,2.563,2.563,4.028,5.981,7.935,8.911,9.399,9.888,9.399,8.911,8.423,7.446,7.446,8.423,9.399,10.864,8.911,6.470,3.540,1.587,2.563,5.493,7.935,7.935,5.981,3.052,1.587,2.075,3.540,5.005,5.005,5.005,3.540,3.540,3.540,4.028,4.028,4.517,5.005,5.005,6.470,8.423,9.888,10.864,9.888,8.423,5.981,3.540,2.075,2.075,2.075,3.052,3.540,4.028,3.540,3.540,3.540,4.517,5.493,6.470,7.446,7.935,8.423,9.399,9.888,10.864,11.353,10.864,10.376,9.888,9.399,9.399,8.911,8.911,8.423,9.399,10.376,11.841,13.306,14.282,13.306,11.841,9.888,8.911,9.888,11.841,13.306,13.794,12.817,11.353,10.376,9.888,9.888,9.888,9.399,7.935,6.958,6.470,6.958,8.423,9.399,10.864,11.841,12.329,12.329,11.353,8.911,6.470,5.493,5.981,7.935,9.888,10.376,9.888,8.911,8.423,7.935,7.935,6.958,5.981,5.005,4.517,5.005,5.981,7.446,8.423,8.911,9.399,9.399,8.911,8.423,7.446,6.470,5.493,4.517,3.540,2.563,1.587
