Channel_Number,Channel,Trial,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
0,FP1,14,6.897,6.897,7.385,8.362,7.874,5.432,2.014,-0.427,-0.427,0.549,1.038,-0.427,-2.380,-3.357,-2.380,0.061,2.502,2.502,0.061,-3.357,-6.287,-6.287,-5.310,-3.845,-3.357,-4.333,-6.775,-7.751,-8.728,-7.263,-5.798,-4.333,-3.357,-2.380,-0.916,0.061,0.061,-0.916,-2.869,-3.845,-3.357,-1.892,-0.916,-0.916,-2.869,-5.310,-6.775,-6.287,-4.822,-2.380,-0.427,0.061,-0.427,-2.380,-3.845,-4.822,-4.333,-3.357,-2.380,-1.892,-1.404,0.061,2.502,5.920,8.362,9.338,7.874,5.432,3.967,3.967,6.897,10.803,15.198,18.127,19.104,17.639,16.663,16.174,16.663,18.616,19.104,19.104,17.639,17.151,17.639,17.151,15.686,12.756,9.827,7.874,8.362,9.827,11.292,11.780,10.803,9.827,9.338,10.315,12.756,13.733,13.733,12.756,11.780,11.780,13.245,15.198,17.151,17.151,16.174,14.221,12.268,11.780,12.756,13.733,15.198,15.686,15.686,14.709,13.733,12.756,12.268,12.756,14.221,15.686,17.151,17.639,17.639,17.639,18.127,19.592,20.081,20.081,18.127,15.686,13.245,11.292,10.803,10.803,10.803,9.827,7.874,4.456,2.014,0.549,1.526,4.456,7.874,9.827,10.315,8.850,7.385,5.920,5.920,6.897,7.385,6.897,5.920,3.967,2.991,2.502,2.502,2.502,2.502,2.502,3.967,5.920,7.874,8.850,9.827,10.315,10.803,11.292,11.292,11.780,13.245,16.174,19.104,21.545,20.569,17.639,14.221,11.780,12.756,14.221,15.198,14.709,12.756,10.315,8.362,7.874,7.874,7.874,7.385,6.897,5.920,4.944,4.944,5.432,7.385,8.850,9.827,9.827,8.362,7.385,7.874,9.338,10.803,11.292,11.292,10.803,10.803,10.315,9.827,10.803,12.268,14.221,15.686,15.686,14.221,12.268,11.780,11.780,11.780,11.780,10.315,9.338,9.827,11.292,12.268,12.268,11.292,9.827,8.850,9.338,9.338,9.338,9.338,9.827,10.315,11.780,13.245,13.733,14.221,14.709,16.174,17.151,17.151,16.174,15.198,15.686,17.151,19.592,20.081,19.592,17.639,16.663
1,FP2,14,7.141,7.141,6.653,6.653,6.653,5.676,3.235,0.793,-0.671,-1.160,-1.160,-1.160,-1.160,-1.160,-1.160,-0.671,-0.183,-0.671,-2.136,-3.601,-4.578,-5.066,-5.066,-5.066,-5.554,-6.531,-7.507,-7.507,-6.531,-5.554,-5.066,-4.089,-4.089,-4.089,-3.113,-2.625,-2.625,-3.113,-4.089,-4.089,-3.601,-2.625,-1.648,-1.160,-1.160,-2.625,-3.601,-4.578,-4.089,-3.113,-1.160,-0.183,-0.183,-0.671,-1.648,-3.113,-3.601,-3.113,-2.625,-2.136,-0.183,1.770,4.700,7.141,8.606,8.118,6.165,4.211,3.723,4.700,7.629,11.047,13.977,16.907,17.883,18.372,17.883,18.372,18.372,19.348,19.836,19.836,18.860,16.907,14.954,13.489,12.024,11.047,9.583,8.118,7.629,8.118,8.606,9.583,9.583,10.071,9.583,10.071,10.559,11.536,12.024,12.512,13.000,13.489,13.489,13.489,13.977,13.977,14.465,14.954,14.954,14.954,14.465,14.465,14.465,14.465,14.954,15.442,15.930,15.930,15.442,13.977,13.977,14.465,16.418,18.372,20.325,20.813,20.325,19.348,18.860,19.348,19.836,19.348,17.883,15.442,13.000,11.536,11.047,11.047,10.559,7.629,4.700,2.258,2.747,5.676,9.583,12.512,13.000,11.536,9.583,7.629,7.141,8.118,9.094,10.071,9.583,8.606,7.141,5.676,5.676,5.676,6.653,7.141,8.118,9.094,10.071,10.559,11.047,11.536,12.512,13.977,14.954,15.930,16.418,16.907,17.883,18.860,19.836,19.836,18.372,15.442,13.489,12.024,12.024,12.512,13.489,13.000,11.536,9.094,7.629,6.653,7.141,8.606,9.094,9.094,8.606,9.094,10.071,12.024,13.000,13.000,11.047,9.583,9.583,11.047,13.000,14.954,14.954,14.465,13.977,14.465,15.442,16.907,18.372,19.836,20.325,19.836,18.860,16.907,15.442,14.465,14.465,14.465,14.465,13.977,13.000,13.489,13.977,14.465,14.465,13.489,12.512,11.536,11.047,11.536,12.024,13.000,13.489,13.977,13.977,13.977,14.954,15.442,16.907,17.883,18.860,19.348,19.836,20.325,21.301,21.790,21.790,20.813,20.325,19.836
2,F7,14,5.127,4.150,6.104,10.010,11.475,9.521,4.150,-1.221,-3.662,-3.662,-0.732,1.709,3.174,2.197,0.244,-1.221,-2.197,-0.732,2.197,4.150,4.639,3.174,0.244,-2.686,-5.127,-7.568,-8.057,-7.080,-3.662,1.221,5.615,7.080,5.127,1.221,-1.709,-3.174,-2.197,-1.709,-2.197,-2.686,-2.686,-1.221,1.221,2.686,2.197,-1.221,-5.127,-7.080,-7.080,-4.150,-1.221,0.732,-0.244,-3.174,-6.104,-7.080,-5.615,-2.197,2.197,5.127,5.615,4.639,3.662,3.662,4.639,5.615,6.592,7.080,8.057,10.010,12.451,14.404,14.893,14.404,13.428,13.916,16.846,21.240,26.123,28.076,25.635,18.799,11.475,6.592,6.592,10.986,15.381,17.822,17.334,15.381,12.451,9.521,6.592,4.150,3.662,7.568,13.916,19.287,20.264,16.357,10.010,5.615,6.104,10.010,12.939,13.428,10.498,7.568,7.080,10.010,12.939,14.404,12.939,10.010,8.545,8.545,10.498,11.963,12.451,11.963,11.475,11.475,11.963,11.963,12.451,12.939,14.404,17.334,18.799,18.311,15.381,11.963,10.498,11.963,15.381,18.311,17.334,11.963,4.639,-0.732,-2.197,-1.221,0.732,2.197,3.174,3.662,5.127,6.592,7.568,6.104,4.150,2.686,3.174,3.662,3.662,1.221,-2.686,-6.592,-7.080,-4.150,-0.244,4.150,5.615,5.127,4.150,4.150,4.639,5.127,5.127,5.615,7.080,9.521,12.451,14.404,14.893,14.893,14.404,14.893,14.404,13.428,11.475,10.498,10.986,12.451,13.428,13.916,13.428,11.475,10.498,9.033,8.057,7.080,6.592,6.592,8.057,9.033,9.521,9.033,8.057,7.080,7.080,8.057,9.521,11.475,13.428,15.381,16.357,15.869,12.939,10.010,8.057,9.521,13.428,18.311,21.240,20.752,17.334,13.916,11.475,10.498,11.475,11.475,11.963,11.475,11.475,11.963,12.451,13.916,13.916,12.451,10.498,8.057,7.568,8.545,10.010,10.986,11.475,11.963,13.428,15.869,17.334,17.822,17.334,16.846,16.357,16.846,17.334,17.334,16.846,16.846,17.822,18.311,17.822,15.869,13.428,12.451
3,F8,14,7.121,6.144,3.703,2.238,1.750,2.726,4.679,6.144,5.656,3.703,0.773,-1.180,-1.668,-1.668,-1.668,-2.645,-3.621,-3.133,-2.645,-2.645,-3.621,-5.575,-7.039,-7.039,-5.086,-2.157,0.285,0.285,-1.180,-4.110,-6.063,-7.039,-6.063,-4.110,-1.668,-0.203,0.285,-0.203,-1.180,-1.180,-0.203,0.285,0.285,-0.203,-0.203,1.261,2.726,3.703,2.238,-0.203,-1.180,-0.692,0.773,2.238,1.261,-1.180,-3.133,-2.645,1.261,7.609,12.492,14.933,13.957,12.004,10.050,10.539,12.004,13.468,13.957,12.492,11.027,11.027,12.980,16.886,20.793,21.769,20.304,19.816,21.281,24.699,27.629,26.164,21.281,15.422,12.004,12.004,13.957,15.422,14.445,12.980,12.492,13.468,14.445,13.957,11.515,9.074,8.586,10.539,13.957,16.886,17.375,15.910,13.468,11.515,12.004,14.445,17.863,21.281,22.257,21.281,20.304,18.840,18.351,17.863,16.886,15.910,16.886,19.328,22.257,22.746,20.793,17.375,15.422,16.886,21.281,25.675,27.140,26.164,24.211,22.746,21.769,20.793,20.304,19.816,20.793,21.769,22.257,20.304,16.886,13.468,11.027,10.050,9.562,8.586,8.097,9.074,11.027,13.957,14.933,13.468,11.027,10.539,11.027,13.468,14.933,14.445,12.492,11.027,10.050,10.050,8.586,7.121,5.656,7.121,11.027,15.422,17.375,15.422,11.515,8.586,10.539,14.933,19.328,20.304,17.863,14.933,14.445,16.886,18.840,19.328,17.375,14.933,13.957,14.445,15.422,14.933,13.957,12.980,12.492,12.492,12.492,12.004,12.004,12.492,13.957,15.422,15.422,12.980,11.027,10.539,12.492,14.933,16.398,15.910,13.468,12.004,12.492,14.933,18.351,19.816,20.304,20.304,19.816,20.304,21.769,23.234,24.699,25.675,24.211,21.281,16.886,13.468,12.980,15.422,18.351,21.281,20.304,17.863,15.422,14.933,15.422,15.910,14.933,12.492,11.027,12.004,14.933,16.886,16.398,14.445,12.492,12.492,15.422,18.351,19.816,18.351,16.398,15.910,17.375,21.281,24.699,26.652,26.164,23.722,20.793,17.863
4,AF1,14,6.114,5.137,6.114,7.090,7.579,6.114,3.184,0.254,-0.722,-1.211,-0.722,-0.234,0.254,0.254,-0.234,0.254,-0.234,-0.234,-1.211,-2.675,-3.652,-4.628,-5.117,-5.605,-6.582,-7.558,-8.046,-7.558,-6.582,-5.117,-3.164,-3.164,-3.652,-4.140,-4.628,-4.140,-3.652,-3.652,-5.117,-6.093,-6.582,-5.605,-4.140,-3.652,-4.628,-6.582,-9.023,-9.511,-8.046,-5.605,-3.652,-3.164,-3.652,-5.605,-6.582,-7.558,-7.070,-6.582,-6.093,-5.605,-4.628,-3.652,-1.699,-0.722,0.254,-0.234,-1.699,-2.675,-3.164,-2.187,0.254,3.672,6.602,8.067,8.067,7.090,6.114,5.625,7.090,8.067,8.067,7.090,4.649,3.184,2.696,3.184,3.184,1.719,-0.234,-1.699,-1.699,-1.211,-0.234,-0.234,-0.234,0.254,0.743,1.719,2.207,2.696,2.207,1.719,2.696,2.696,3.184,3.672,3.184,3.184,3.184,3.184,3.184,3.184,3.672,4.161,4.161,4.649,4.649,4.649,4.649,5.137,5.137,5.625,5.625,6.602,7.090,7.579,8.067,8.067,8.067,8.555,9.043,9.043,8.555,7.090,5.625,4.161,2.207,1.719,1.719,0.743,-0.722,-2.675,-4.628,-4.628,-3.164,-0.722,1.719,3.184,3.184,2.207,1.231,0.743,1.231,1.719,2.207,2.207,1.231,-0.234,-1.699,-1.699,-1.211,0.743,2.207,3.184,3.672,3.672,3.184,3.672,4.649,6.114,7.090,8.067,8.555,9.043,9.532,11.485,13.438,15.391,15.391,13.926,11.973,10.508,10.020,10.508,10.020,10.020,9.043,7.579,6.602,5.625,4.649,4.161,4.161,3.672,3.672,3.184,3.672,4.649,6.114,7.579,8.067,7.579,6.602,5.625,6.114,7.579,8.555,9.043,8.555,7.579,6.602,6.114,7.090,8.555,10.020,10.997,10.997,10.508,8.555,7.579,7.090,7.090,7.579,7.090,7.090,7.090,8.067,9.043,9.043,8.555,7.579,6.114,5.625,5.625,6.114,6.114,6.114,6.602,7.090,8.067,9.043,9.532,9.532,10.020,10.997,11.485,11.973,11.973,11.973,12.950,13.926,15.391,15.391,14.414,13.438,12.461
5,AF2,14,6.083,5.107,5.107,5.595,5.595,4.618,3.153,2.177,1.200,0.712,0.224,-0.264,-1.241,-1.241,-0.264,0.224,0.712,-0.264,-2.218,-4.659,-5.636,-6.124,-5.636,-5.147,-5.636,-6.124,-6.612,-5.636,-5.147,-4.171,-4.171,-4.659,-4.659,-4.659,-5.147,-4.659,-5.147,-5.636,-5.636,-5.636,-5.636,-4.659,-4.659,-4.171,-4.659,-5.636,-6.124,-6.124,-5.636,-4.171,-3.194,-2.706,-2.706,-4.171,-5.147,-6.612,-6.612,-6.612,-5.636,-4.659,-3.194,-1.729,-0.264,0.712,1.689,1.200,0.712,-0.264,-0.264,1.200,3.153,6.083,8.525,9.989,10.478,9.989,9.013,9.013,9.013,9.989,9.989,9.013,8.036,6.083,4.618,3.642,2.665,1.689,0.712,0.224,0.712,1.200,1.689,1.689,1.689,1.200,1.689,2.177,3.153,4.130,4.618,4.618,4.618,4.618,4.618,4.130,4.130,4.618,5.595,6.571,7.060,7.060,6.571,6.571,6.571,6.571,7.060,7.548,8.525,9.013,9.013,8.036,6.571,6.083,7.060,9.013,10.966,11.454,11.454,11.454,10.966,10.966,10.966,10.478,8.525,6.571,4.618,3.642,3.642,4.130,3.153,1.689,-0.264,-1.241,-0.753,0.712,2.665,4.618,5.107,5.107,4.130,3.642,4.130,4.618,5.595,6.083,5.595,4.130,2.665,2.665,3.153,4.618,5.595,6.083,6.083,6.083,6.571,7.060,7.060,7.548,8.036,9.013,10.478,10.966,10.966,11.454,11.943,12.431,13.896,14.384,13.896,11.943,9.989,9.013,8.525,9.013,9.013,8.525,7.060,5.595,4.130,4.618,5.595,6.571,7.060,7.060,7.060,7.548,8.525,9.989,10.966,10.478,9.013,8.036,7.548,8.525,9.989,10.966,10.966,10.478,9.989,10.478,11.454,12.919,14.384,14.872,14.872,13.896,12.919,11.454,10.478,9.501,10.478,10.966,11.454,11.454,10.478,9.501,9.013,9.013,9.501,9.989,9.989,9.013,8.525,8.036,7.548,7.548,8.036,8.525,9.013,9.989,10.478,10.966,11.943,11.454,11.454,11.943,13.407,14.872,16.337,17.314,17.314,16.337,14.872,14.384
6,FZ,14,4.679,4.191,4.191,4.679,4.679,3.703,2.238,1.261,0.285,-0.203,-0.203,-0.203,-0.203,-0.203,0.773,1.261,0.773,-0.692,-2.157,-4.110,-5.575,-6.063,-6.551,-6.551,-6.551,-7.039,-7.528,-7.039,-6.063,-5.086,-4.110,-4.598,-4.110,-4.598,-5.086,-4.598,-5.086,-5.575,-6.063,-6.551,-6.551,-6.551,-5.575,-5.575,-6.063,-7.039,-8.016,-8.504,-8.016,-6.551,-5.575,-5.086,-5.575,-6.551,-8.016,-8.993,-9.481,-9.481,-8.504,-8.016,-7.528,-7.039,-6.063,-5.575,-5.086,-5.086,-5.575,-6.063,-6.551,-5.575,-3.621,-1.180,1.261,1.750,1.261,-0.692,-1.180,-1.668,-1.180,-0.692,-0.692,-1.668,-2.645,-4.110,-4.598,-5.575,-6.063,-6.551,-7.528,-7.528,-7.528,-6.551,-6.063,-6.063,-5.575,-5.086,-4.598,-4.110,-4.110,-4.110,-4.110,-4.110,-3.621,-3.621,-3.621,-3.621,-3.621,-3.133,-2.645,-2.157,-1.668,-1.668,-0.692,-0.203,0.285,0.285,1.261,1.261,1.750,2.726,2.726,2.238,1.261,0.285,0.773,1.750,2.238,3.215,3.215,3.703,3.703,4.191,4.191,3.215,1.750,-0.203,-1.668,-2.157,-2.645,-2.645,-3.133,-4.598,-5.575,-6.063,-5.575,-4.110,-2.645,-1.668,-1.180,-1.180,-1.668,-1.668,-1.180,-0.692,-0.203,0.285,-0.203,-0.692,-1.668,-1.668,-0.203,1.261,2.238,2.238,1.750,1.261,1.261,1.750,2.726,3.215,4.191,5.168,5.656,6.144,6.144,6.632,7.609,8.586,9.562,9.562,9.074,7.609,7.121,6.632,6.144,6.632,6.144,5.656,4.679,3.703,3.215,2.238,2.238,2.726,3.215,3.703,3.703,4.679,6.144,7.121,7.609,7.121,5.656,4.191,3.703,3.703,5.168,5.656,5.656,4.679,3.703,3.215,3.703,5.168,6.632,7.121,6.632,5.656,4.191,3.215,2.726,3.215,4.191,4.679,5.168,5.168,5.168,5.168,4.679,4.679,4.191,4.191,4.191,4.191,4.191,3.703,3.703,3.703,3.703,4.191,4.191,4.679,5.168,5.656,6.144,6.144,6.144,6.632,7.609,9.074,10.050,11.027,11.515,11.027,10.050,9.074
7,F4,14,3.652,1.699,1.211,1.211,1.699,2.187,1.699,1.211,0.722,0.722,0.234,0.234,-0.254,-0.743,-1.231,-1.231,-1.719,-2.696,-3.672,-5.137,-6.114,-6.114,-6.114,-5.137,-4.649,-4.649,-5.137,-4.649,-4.161,-3.672,-3.184,-3.672,-4.161,-4.649,-5.625,-6.114,-6.602,-6.602,-6.114,-6.114,-5.625,-5.625,-5.625,-4.649,-4.161,-3.672,-3.672,-3.672,-3.672,-3.184,-2.696,-2.207,-2.207,-3.184,-4.161,-5.625,-6.114,-5.137,-4.161,-3.184,-2.207,-1.231,0.234,1.211,1.699,2.187,2.187,2.187,2.187,3.164,4.140,5.605,6.582,8.046,8.535,8.535,9.023,9.023,9.023,9.023,9.023,8.046,7.070,5.117,3.652,2.675,2.187,1.699,1.211,0.722,0.722,0.722,1.211,1.699,1.699,1.699,1.699,2.187,3.164,4.140,5.117,5.117,5.117,5.117,4.140,3.652,3.652,4.140,4.628,5.117,5.605,5.605,6.093,6.093,6.093,6.093,6.093,6.582,7.070,7.070,7.070,6.093,5.605,5.117,6.093,7.070,8.535,9.023,9.023,9.023,9.023,9.511,9.511,9.023,7.070,4.628,3.164,2.675,2.675,3.164,2.675,1.699,0.234,-0.743,-1.231,-0.254,1.211,2.187,3.164,3.164,3.164,3.164,3.652,4.140,5.117,5.605,5.117,3.652,2.187,1.699,2.675,4.140,5.605,5.605,5.117,4.628,4.140,4.140,5.117,5.605,6.582,7.558,8.535,8.535,8.535,8.046,8.535,9.511,10.488,10.976,10.488,8.535,6.582,4.628,4.628,5.117,5.605,5.605,4.628,3.652,3.164,3.164,4.140,5.117,5.605,5.605,5.605,5.605,6.582,7.558,9.023,8.535,7.070,5.605,5.117,5.605,7.558,8.535,9.023,9.023,8.535,9.023,10.000,11.464,12.441,12.929,12.441,11.464,10.000,9.023,8.535,8.535,8.535,9.023,9.023,8.535,8.046,7.558,7.070,7.558,7.558,8.046,7.558,7.070,6.093,5.117,4.628,4.628,5.117,5.605,6.093,7.070,7.558,7.558,8.046,8.046,8.046,8.046,9.023,10.976,12.441,13.906,13.906,12.441,10.976,9.511
8,F3,14,3.774,3.286,3.286,4.751,5.239,4.262,1.821,-0.621,-2.574,-2.574,-2.085,-1.109,-0.132,-0.132,0.356,0.356,0.356,-0.132,-0.621,-1.109,-2.085,-2.574,-3.062,-4.038,-4.527,-5.503,-5.992,-5.503,-4.038,-2.574,-2.085,-1.597,-2.574,-3.062,-3.062,-3.062,-3.062,-3.550,-5.503,-6.968,-7.456,-6.480,-4.038,-3.550,-3.550,-5.992,-8.433,-9.410,-8.433,-6.480,-4.527,-3.550,-4.527,-5.992,-6.968,-7.456,-6.480,-5.503,-4.527,-4.038,-4.038,-3.550,-3.550,-2.574,-2.574,-2.574,-3.550,-4.527,-4.527,-3.062,-1.109,1.333,3.286,4.262,4.262,3.774,3.286,3.774,4.751,5.727,4.751,3.286,1.333,-0.132,-0.132,-0.132,-0.132,-0.621,-1.597,-2.574,-2.085,-2.085,-1.597,-2.085,-2.085,-1.597,-0.621,-0.132,0.356,-0.132,-0.132,-0.621,-0.621,-0.621,-0.621,-0.621,-1.597,-2.085,-2.085,-1.597,-0.621,-0.132,-0.132,0.356,-0.132,0.356,0.844,1.333,1.821,1.821,1.821,1.821,2.309,2.797,3.286,3.286,3.286,3.286,3.286,3.774,4.262,4.262,3.286,2.797,1.821,0.844,0.356,-0.621,-2.085,-3.062,-4.038,-5.503,-6.480,-6.480,-5.015,-3.062,-1.109,-0.132,-0.132,-1.597,-2.085,-3.062,-2.574,-2.085,-2.085,-2.085,-3.062,-4.527,-5.503,-5.503,-4.038,-2.085,-0.132,0.844,1.333,0.844,-0.132,-0.132,0.356,1.333,2.309,3.286,3.774,3.774,4.262,5.727,7.680,9.145,9.633,8.657,7.680,6.704,6.215,6.215,6.704,6.704,5.727,5.239,4.262,3.286,3.286,2.797,2.309,2.309,1.821,1.821,2.309,2.797,3.774,4.262,4.751,4.751,4.262,3.774,3.774,4.262,4.751,5.727,5.239,4.751,3.774,3.286,3.774,4.751,5.727,6.215,6.215,5.239,3.774,2.797,2.797,2.797,2.797,3.286,3.286,3.774,4.751,5.727,5.727,4.751,3.286,2.309,2.309,2.309,2.797,3.286,3.286,3.774,4.751,5.727,6.215,6.704,6.704,7.192,8.169,9.145,9.145,8.657,8.169,7.680,8.657,9.633,10.122,9.633,9.145,8.169
9,FC6,14,2.767,0.814,-0.163,-0.651,-0.163,0.814,1.302,1.790,1.302,1.302,1.302,1.790,1.302,0.326,-1.139,-1.628,-2.116,-2.604,-3.581,-4.557,-5.046,-5.046,-4.557,-3.092,-2.116,-1.628,-1.139,-1.139,-0.651,-0.651,-1.139,-1.628,-2.604,-2.604,-3.092,-3.581,-3.581,-3.581,-3.581,-3.581,-2.604,-2.604,-1.628,-1.139,-0.651,-0.163,-0.163,0.326,-0.163,-0.163,-0.651,-1.139,-1.628,-2.116,-2.604,-2.604,-2.116,-1.139,0.814,3.255,5.697,7.161,8.138,8.138,8.138,8.626,8.626,9.115,9.115,8.626,8.626,8.626,9.115,10.091,11.068,12.533,13.509,13.997,14.974,14.974,14.974,13.997,12.533,10.579,9.115,9.115,9.115,9.115,9.115,7.650,6.673,5.697,5.208,4.720,4.720,5.208,5.697,6.673,8.138,9.603,10.091,10.579,10.091,10.091,10.091,10.579,11.556,12.533,12.533,13.509,13.509,13.021,12.044,11.068,10.579,10.579,10.091,10.091,10.091,9.603,10.091,10.579,10.579,10.579,10.579,11.068,12.044,13.509,13.997,14.974,14.486,14.486,13.997,13.021,12.044,10.579,9.115,8.138,8.138,8.138,7.650,6.185,4.720,3.255,3.743,5.208,6.673,8.138,8.626,8.626,8.138,7.161,6.673,6.673,7.161,8.138,8.138,7.650,6.185,5.208,4.720,5.697,7.161,8.138,8.626,8.626,8.138,7.650,7.650,8.138,9.115,10.091,11.068,11.068,10.579,10.091,10.091,10.579,11.556,12.533,13.021,11.556,9.603,7.650,7.161,8.138,9.115,9.603,9.603,9.115,9.115,9.603,10.579,11.556,11.556,10.579,9.603,9.115,9.603,10.091,10.579,10.579,10.091,9.603,9.603,10.579,11.556,13.021,13.997,13.509,13.021,12.533,12.533,13.509,14.486,15.462,16.439,16.439,15.951,15.951,14.974,13.997,13.021,12.533,12.533,13.021,12.533,11.556,11.068,10.579,10.091,9.603,9.603,9.603,9.115,9.603,9.603,10.091,10.091,11.068,11.068,11.068,11.068,11.556,12.044,13.021,13.509,13.997,14.486,15.462,16.439,17.415,17.415,15.951,14.486,13.021
