Channel_Number,Channel,Trial,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
0,FP1,1,-10.651,-4.791,2.045,5.463,4.486,-0.885,-6.744,-9.674,-9.674,-8.209,-8.209,-9.674,-10.162,-9.674,-7.721,-6.256,-6.256,-9.186,-11.139,-12.115,-11.139,-9.186,-8.209,-6.744,-5.280,-3.815,-2.838,-4.303,-6.744,-10.162,-11.627,-10.651,-7.233,-2.838,0.580,1.556,0.092,-1.862,-3.815,-3.815,-2.350,0.092,2.533,3.998,4.486,4.486,3.998,3.510,1.556,-0.397,-1.862,-1.862,-0.397,2.045,3.510,3.021,1.556,-0.885,-1.373,-0.885,1.068,2.533,3.510,3.510,3.510,3.998,5.463,6.927,9.369,10.345,10.345,8.881,6.439,4.486,4.974,6.927,9.369,9.369,7.904,5.463,3.998,3.998,4.486,4.486,3.510,3.998,5.951,9.857,12.787,12.787,9.369,4.486,1.556,1.068,3.021,4.486,5.951,6.439,7.904,10.345,12.299,13.275,11.322,8.881,7.416,7.416,7.904,6.927,5.463,3.510,4.486,7.416,11.322,12.787,10.834,6.927,3.021,2.045,3.021,4.974,6.439,5.951,5.951,6.927,7.904,6.927,4.486,0.092,-2.838,-3.815,-2.838,-2.350,-3.326,-4.303,-4.791,-3.326,-0.397,2.045,2.533,2.533,2.045,2.045,3.021,3.021,2.533,1.556,1.556,2.533,3.021,2.533,0.092,-2.838,-5.280,-6.256,-5.280,-3.815,-1.862,-0.397,1.068,1.556,1.068,-0.885,-2.838,-5.280,-5.768,-5.768,-5.280,-4.303,-4.791,-5.280,-4.791,-2.838,-0.885,0.092,-1.373,-4.303,-6.744,-6.744,-5.280,-3.326,-3.326,-4.791,-6.256,-6.744,-4.303,-1.373,0.092,-0.885,-4.303,-7.233,-8.209,-6.744,-4.791,-3.326,-2.350,-1.373,0.092,1.556,1.556,0.092,-1.373,-1.373,-0.397,1.068,1.068,-0.397,-2.350,-2.350,-0.397,2.533,2.533,-0.885,-5.768,-9.674,-9.674,-7.233,-5.280,-5.280,-6.744,-6.256,-3.326,1.068,3.510,2.533,-0.885,-3.326,-3.815,-1.862,-1.373,-3.326,-6.256,-8.209,-7.721,-5.280,-4.303,-3.815,-3.815,-2.838,-0.885,0.092,0.092,-1.862,-3.815,-2.838,0.580,3.510,3.998,2.045,-1.373,-2.350,-0.885,1.556,2.533,1.556,-0.885,-3.326
1,FP2,1,-6.785,-1.414,4.445,7.375,5.422,0.051,-5.809,-10.203,-10.691,-9.226,-6.785,-5.320,-5.320,-5.809,-6.297,-6.297,-6.297,-7.273,-8.250,-9.226,-10.203,-9.715,-7.762,-5.320,-2.879,-2.391,-3.367,-5.809,-8.250,-10.203,-9.715,-7.273,-3.855,0.539,2.981,3.957,2.492,-0.926,-3.367,-3.367,-0.437,2.492,3.957,2.492,0.539,-0.437,1.027,2.981,3.469,1.516,-0.926,-1.414,0.051,1.516,1.516,-0.437,-0.437,1.516,4.934,6.887,5.422,2.492,0.051,0.539,2.981,5.422,6.887,7.863,9.328,11.281,12.746,10.793,6.399,2.004,0.539,2.492,6.399,8.840,9.328,8.352,7.375,8.352,8.352,7.863,6.399,6.399,8.352,11.770,13.234,11.281,6.887,2.981,2.492,5.422,7.863,7.863,5.910,4.934,8.352,14.211,19.094,19.582,14.699,8.352,4.934,6.399,10.305,12.746,11.770,7.863,5.422,5.910,8.840,9.816,7.863,3.469,-0.437,-0.926,2.492,5.910,7.375,6.399,5.422,6.887,9.816,11.770,9.328,2.981,-3.855,-6.785,-4.832,-0.926,0.051,-2.391,-5.809,-5.809,-1.902,3.957,7.863,7.863,5.910,3.469,2.981,3.469,2.004,0.051,-1.902,-0.926,2.981,6.887,8.352,5.422,0.051,-5.809,-7.762,-4.832,0.539,5.422,7.375,4.445,-0.437,-5.320,-8.250,-8.738,-7.762,-7.273,-7.762,-7.762,-6.785,-2.879,2.004,5.910,6.399,2.004,-4.832,-10.691,-12.644,-11.180,-7.273,-4.344,-3.855,-5.320,-6.297,-5.320,-2.879,-0.437,0.051,-1.902,-4.344,-5.809,-5.809,-5.320,-5.320,-5.809,-5.320,-3.367,0.539,3.957,4.934,2.492,-1.902,-5.320,-6.297,-4.832,-3.367,-2.391,-1.414,0.539,4.445,6.399,5.422,-0.926,-8.250,-13.133,-11.668,-6.785,-1.902,-1.902,-6.297,-10.203,-10.691,-6.297,-1.414,1.027,1.027,0.051,0.539,1.516,1.516,-0.926,-5.320,-7.762,-7.762,-6.785,-6.785,-8.250,-8.250,-5.809,-1.414,1.027,-0.437,-6.297,-11.180,-10.203,-3.367,4.934,8.840,5.422,-1.414,-7.273,-6.785,-0.926,5.422,7.375,4.445,-0.926
2,F7,1,-1.506,2.401,5.819,6.795,4.842,0.448,-4.435,-6.877,-6.877,-6.388,-6.877,-9.806,-11.759,-11.759,-8.341,-4.924,-2.970,-3.947,-6.877,-8.341,-7.853,-6.388,-6.388,-6.877,-8.830,-9.318,-7.365,-4.435,-1.994,-1.506,-2.970,-4.924,-5.412,-3.459,-0.529,0.936,0.448,-2.482,-5.412,-5.900,-2.482,1.912,5.819,6.307,4.354,2.401,1.424,2.401,2.889,2.401,0.448,0.448,2.401,6.795,9.237,8.748,4.354,-1.017,-2.970,-1.506,2.401,6.307,7.772,6.795,5.819,5.819,7.772,9.725,10.213,8.260,5.819,3.866,4.354,7.772,11.678,13.631,12.166,9.237,7.772,7.772,8.748,8.748,6.307,3.377,1.912,3.377,7.284,10.701,11.190,8.260,4.354,2.889,3.377,5.819,7.284,6.795,6.307,6.307,7.772,9.237,9.725,7.772,5.819,6.307,8.748,12.166,13.143,10.701,6.307,2.889,3.866,7.772,11.678,11.678,7.772,2.401,-0.529,0.936,4.354,6.795,5.819,1.424,-1.994,-2.482,-0.041,3.377,4.354,2.889,-0.041,-1.506,-1.506,-1.994,-4.435,-6.877,-8.341,-6.388,-2.482,0.936,1.424,-0.041,-1.506,-1.506,0.448,2.401,3.377,2.401,0.448,-1.994,-3.947,-5.412,-5.900,-5.412,-3.459,-1.994,-1.017,-0.529,-0.529,-0.041,0.448,0.448,-0.041,-1.506,-2.482,-2.970,-2.970,-2.970,-2.970,-3.947,-4.435,-3.947,-1.506,1.424,2.889,1.912,-1.506,-6.877,-10.295,-9.318,-3.947,2.889,7.284,6.307,0.936,-5.412,-8.830,-7.365,-1.994,3.866,6.795,6.307,2.889,-1.506,-4.924,-7.365,-7.365,-4.924,-1.017,3.377,6.307,6.795,5.330,3.377,1.912,1.424,0.936,-0.041,-1.017,-1.017,-0.041,1.912,2.889,2.401,0.936,-0.529,-1.506,-2.482,-3.947,-4.924,-5.412,-3.459,-0.529,2.401,2.889,2.401,2.401,3.377,3.866,2.889,-0.529,-4.435,-5.900,-3.947,-1.017,0.936,-0.529,-2.970,-3.947,-0.529,5.819,10.701,11.678,7.772,2.401,-0.041,1.912,5.330,7.284,4.354,-0.529,-3.947,-2.970,1.912,7.284,9.237,6.795,1.424
3,F8,1,-0.478,0.498,1.963,3.428,4.405,3.916,1.963,-0.478,-2.431,-3.896,-5.849,-7.314,-7.802,-6.826,-3.896,-1.943,-1.943,-3.408,-4.873,-4.384,-2.920,-1.943,-2.431,-4.384,-6.826,-7.802,-5.849,-1.943,0.987,1.475,0.010,-2.431,-4.384,-3.896,-2.920,-1.943,-1.943,-1.943,-1.943,-0.966,0.498,0.498,-0.966,-3.408,-3.896,-2.431,0.010,1.475,0.498,-1.943,-2.920,-0.966,3.428,6.358,5.870,1.475,-2.920,-4.384,-1.943,2.452,4.405,3.916,1.963,0.987,2.940,5.381,6.846,6.358,4.405,3.916,4.893,7.334,7.823,6.846,4.405,0.987,-0.478,-1.455,0.010,2.452,6.358,9.776,11.729,11.241,8.799,5.381,2.940,1.963,2.940,4.893,5.870,5.381,3.428,1.475,0.498,0.987,2.940,5.381,7.823,9.776,11.241,11.729,10.752,9.288,7.334,5.870,5.381,4.893,3.428,1.963,-0.478,-1.455,-1.455,0.010,0.987,0.498,-0.966,-1.943,-1.943,-0.966,0.010,0.987,-0.478,-2.920,-5.849,-8.291,-9.267,-9.267,-8.291,-7.314,-6.826,-6.826,-7.314,-7.314,-6.826,-6.337,-5.849,-5.361,-6.337,-5.849,-4.384,-0.478,3.428,5.870,4.893,0.498,-5.361,-9.267,-9.755,-7.802,-4.873,-2.920,-3.896,-5.849,-8.291,-9.755,-10.244,-9.267,-7.802,-5.849,-4.384,-4.873,-5.849,-6.826,-7.314,-6.826,-6.826,-6.826,-7.314,-7.314,-6.337,-5.849,-5.849,-6.826,-9.267,-11.220,-12.197,-11.709,-10.244,-9.755,-9.267,-9.267,-9.755,-8.779,-7.802,-6.337,-4.873,-3.896,-2.431,-1.455,-0.966,-0.966,-1.943,-3.896,-6.337,-8.291,-9.267,-8.779,-6.826,-3.896,-1.455,-0.966,-1.455,-2.920,-4.384,-4.384,-3.896,-3.408,-2.920,-2.431,-2.431,-1.455,-1.455,-3.896,-7.314,-11.220,-13.173,-12.197,-8.291,-3.408,0.498,2.452,3.428,1.963,0.010,-3.408,-6.337,-7.314,-5.361,-1.455,0.987,0.498,-2.920,-6.826,-8.291,-7.802,-5.361,-2.920,-2.920,-3.408,-4.384,-4.384,-3.896,-2.920,-1.943,-0.966,-0.478,-1.455,-4.384,-7.314,-9.755,-9.755,-7.314,-4.384,-2.431,-0.966
4,AF1,1,-8.840,-6.887,-4.445,-2.981,-3.469,-3.957,-3.957,-2.981,-1.516,-1.516,-3.469,-6.887,-9.328,-9.816,-8.840,-6.887,-6.887,-7.863,-8.840,-8.352,-5.422,-1.516,0.926,0.437,-1.516,-4.445,-5.422,-4.934,-4.445,-4.445,-4.934,-3.957,-2.004,0.437,1.902,1.414,-1.027,-2.492,-2.492,-1.027,0.926,2.391,2.879,2.879,4.344,6.297,6.785,5.320,1.902,-1.027,-2.004,-1.516,-0.539,-0.051,-0.539,-1.027,-0.539,-0.051,0.926,0.926,-0.051,-0.051,0.437,1.414,2.879,3.367,3.367,3.855,5.320,6.785,7.273,5.809,3.367,1.414,1.414,3.367,5.809,6.785,5.809,2.879,-0.051,-1.027,-1.027,0.437,2.391,3.367,3.855,3.855,4.832,5.809,6.297,5.320,2.879,0.926,-0.051,0.926,3.367,5.809,6.785,5.809,5.320,5.809,6.297,6.785,6.297,4.832,3.367,3.855,5.320,6.785,7.273,6.297,4.832,3.367,3.367,4.344,4.832,4.344,3.855,3.367,3.855,4.832,4.832,4.344,3.855,2.879,2.391,1.902,0.437,-1.027,-2.981,-3.469,-3.469,-2.492,-1.516,-1.516,-1.516,-1.516,0.437,2.391,4.344,5.320,4.832,3.855,2.391,0.926,-0.051,-0.539,-1.516,-2.004,-2.004,-2.004,-2.492,-3.469,-3.957,-3.469,-2.004,-0.539,-0.051,-1.027,-2.981,-4.934,-5.422,-4.445,-3.469,-2.981,-4.445,-5.910,-6.887,-5.910,-3.469,-0.539,0.926,-0.051,-2.492,-4.934,-6.399,-6.399,-5.422,-4.445,-3.469,-2.981,-2.981,-3.469,-3.469,-3.469,-2.492,-2.004,-2.004,-2.492,-3.469,-4.445,-4.445,-3.957,-3.469,-2.981,-2.492,-2.004,-1.027,-0.051,0.437,-0.051,-0.539,-1.027,-0.539,-0.051,-0.051,-0.539,-2.492,-4.445,-5.422,-5.910,-5.422,-4.934,-5.422,-6.399,-7.375,-7.375,-6.887,-5.422,-3.469,-2.981,-2.981,-2.981,-3.469,-3.957,-4.934,-5.422,-5.910,-5.910,-5.910,-6.399,-6.887,-7.863,-8.352,-7.863,-5.910,-3.957,-2.981,-2.981,-3.469,-3.957,-3.469,-2.492,-1.516,-0.539,0.437,0.926,0.437,-0.539,-1.027,-2.004,-2.004,-1.516,-0.539,-0.051
5,AF2,1,-9.918,-7.477,-4.059,-0.641,0.824,0.824,0.336,-0.153,-0.641,-1.129,-3.082,-5.524,-7.477,-7.965,-6.500,-5.035,-4.059,-5.035,-6.500,-6.500,-4.059,-1.129,1.312,1.312,-0.153,-2.594,-3.082,-2.594,-1.129,-1.129,-1.617,-2.594,-2.594,-2.106,-1.129,-1.617,-2.106,-2.594,-1.129,0.336,1.801,2.777,2.289,2.289,2.777,3.754,4.730,4.242,2.777,0.824,-0.153,-1.129,-1.617,-2.594,-3.082,-3.082,-1.617,-0.641,0.824,0.824,0.824,0.336,0.824,2.289,3.265,3.754,4.242,4.242,4.242,4.242,4.242,3.754,2.777,2.289,2.777,2.777,2.289,1.312,-0.641,-1.129,-0.641,0.824,2.289,2.777,2.289,2.289,2.777,3.265,4.242,3.754,3.265,2.289,1.801,1.801,2.289,2.777,3.265,4.242,5.707,6.683,7.172,7.172,7.660,7.172,6.683,5.707,4.242,4.242,4.242,4.730,4.730,3.754,2.777,1.801,2.289,2.777,3.754,4.242,4.730,4.242,3.265,3.265,2.289,0.824,-0.641,-1.617,-2.106,-1.617,-1.617,-2.106,-3.571,-5.035,-6.012,-5.035,-3.571,-1.617,-0.641,-0.641,0.336,1.312,2.289,3.265,3.754,4.242,3.754,2.777,1.801,0.336,-1.129,-2.594,-3.082,-3.082,-3.571,-4.059,-4.547,-4.547,-4.059,-3.082,-3.082,-4.547,-6.500,-7.477,-6.989,-5.524,-4.059,-3.571,-4.547,-6.012,-6.500,-6.012,-5.035,-4.547,-5.524,-6.989,-7.965,-7.965,-6.989,-6.012,-6.012,-6.500,-6.989,-6.500,-5.524,-4.059,-3.571,-3.571,-3.571,-3.571,-3.082,-3.571,-4.059,-4.547,-5.524,-5.524,-5.524,-5.035,-5.035,-5.035,-4.547,-3.082,-1.129,0.824,1.312,-0.153,-3.082,-5.035,-5.524,-4.547,-3.082,-2.594,-3.571,-5.035,-6.012,-6.012,-5.524,-6.012,-7.477,-9.430,-10.406,-9.430,-6.500,-3.571,-1.617,-1.617,-2.594,-4.059,-5.524,-6.500,-7.477,-7.965,-8.453,-8.453,-8.942,-8.942,-9.918,-9.430,-8.453,-6.989,-6.012,-6.012,-6.500,-6.989,-6.012,-4.547,-2.594,-1.617,-1.617,-2.106,-2.106,-2.106,-2.106,-1.617,-1.129,-0.641,0.336,0.824
6,FZ,1,-6.409,-4.944,-2.502,-0.549,-0.061,-0.061,-0.061,0.427,0.916,0.916,-0.061,-2.014,-3.479,-3.967,-2.991,-2.502,-1.526,-2.502,-2.991,-2.991,-1.038,1.892,3.845,3.845,1.892,0.427,-0.549,-0.549,-0.061,-0.061,-0.549,-0.549,-0.061,1.404,1.892,1.404,0.427,-0.061,-0.061,1.404,2.380,3.357,3.357,3.845,4.822,5.798,6.287,5.798,4.333,2.380,0.916,-0.061,-0.549,-1.038,-1.526,-1.526,-0.549,0.427,0.916,0.916,0.916,0.916,0.916,1.404,2.380,2.380,2.380,2.869,3.357,3.845,3.845,2.869,1.892,0.916,0.916,1.404,2.380,1.892,0.427,-1.038,-2.502,-2.502,-2.014,-1.038,-0.061,0.916,1.404,2.380,2.869,3.357,2.869,2.380,1.404,0.916,0.916,1.892,2.869,3.845,3.845,3.845,3.357,3.357,3.357,2.869,1.892,1.404,0.916,0.916,1.892,2.869,3.357,2.869,1.892,0.916,0.427,0.427,0.916,1.404,1.404,1.892,1.892,1.892,1.404,0.916,0.916,0.427,-0.061,-0.549,-1.526,-2.502,-2.991,-3.479,-3.479,-2.991,-2.502,-2.502,-2.014,-1.038,0.916,2.380,3.845,3.845,3.357,1.892,0.916,0.427,-0.549,-1.526,-2.991,-3.479,-3.479,-3.479,-3.479,-3.967,-4.456,-4.944,-4.456,-3.479,-2.991,-3.967,-5.432,-6.897,-7.385,-6.409,-5.432,-4.944,-5.432,-6.897,-7.385,-7.385,-5.920,-4.456,-3.967,-3.967,-4.456,-5.432,-5.920,-5.920,-4.944,-3.967,-3.479,-2.502,-2.014,-2.014,-2.014,-1.526,-1.038,-0.549,-0.061,-0.549,-1.038,-2.014,-2.014,-2.014,-2.014,-2.014,-2.014,-1.526,-0.549,0.916,1.404,1.892,1.404,0.427,-0.549,-1.038,-1.038,-1.526,-2.502,-2.991,-3.967,-4.456,-4.456,-4.456,-4.456,-5.432,-5.920,-6.409,-5.920,-4.944,-3.479,-2.014,-2.014,-1.526,-2.014,-2.502,-3.479,-3.967,-4.456,-4.456,-4.456,-5.432,-6.409,-7.385,-7.385,-6.897,-5.432,-4.456,-3.967,-4.456,-4.944,-4.944,-3.967,-3.479,-2.502,-2.014,-1.526,-1.526,-1.038,-1.526,-1.526,-1.526,-2.014,-1.526,-1.038,-0.061
7,F4,1,-6.927,-4.974,-2.045,0.397,2.350,4.303,5.280,5.280,4.303,2.350,-0.580,-3.021,-3.998,-3.021,-0.580,1.373,1.373,0.397,-0.580,0.397,3.326,5.768,6.744,5.280,2.838,0.885,1.862,4.303,6.256,6.256,4.791,2.838,1.373,0.885,1.373,1.373,1.373,2.350,3.815,5.280,5.280,4.791,3.326,2.350,2.838,4.303,5.768,6.256,5.768,4.791,3.815,2.350,0.397,-0.092,-0.092,0.397,1.862,2.350,2.350,1.862,1.862,2.838,4.303,5.768,6.256,6.256,5.768,5.768,5.280,4.791,3.815,3.326,3.326,3.815,4.303,4.303,3.326,1.373,0.885,1.373,2.838,4.303,5.280,4.303,3.326,2.350,1.862,1.862,2.350,2.350,3.326,3.815,4.303,4.791,4.303,3.815,3.326,3.326,4.303,5.768,6.744,8.209,9.186,9.674,8.698,6.744,4.303,3.326,3.326,4.303,4.303,3.815,1.862,0.397,-0.092,0.885,2.350,3.326,3.815,3.815,3.815,2.838,1.373,-1.068,-3.510,-4.486,-3.510,-2.533,-1.556,-2.045,-3.998,-4.974,-4.974,-3.510,-2.045,-1.556,-2.045,-3.021,-2.045,-0.092,2.350,4.303,5.280,4.791,4.791,3.815,1.862,-0.580,-2.533,-3.998,-3.998,-3.021,-2.533,-3.021,-3.998,-4.486,-4.486,-4.486,-4.974,-5.951,-6.927,-6.439,-4.974,-2.533,-1.068,-1.068,-3.021,-4.486,-5.463,-4.974,-4.486,-4.486,-5.463,-6.439,-5.951,-3.998,-2.045,-1.068,-2.045,-3.510,-3.998,-3.021,-0.580,0.885,1.373,1.862,1.862,2.350,2.838,2.838,1.862,0.885,-0.092,-0.580,-0.580,-1.556,-2.045,-1.556,0.397,3.326,5.768,7.233,6.256,3.815,1.373,-0.092,-0.092,-0.092,-0.092,-0.092,-0.580,-1.068,-0.580,0.397,-0.092,-1.556,-3.510,-5.463,-5.951,-4.486,-2.045,0.397,2.350,2.838,2.838,1.373,-0.580,-3.510,-4.974,-4.974,-3.510,-2.533,-2.533,-4.486,-6.439,-6.927,-6.439,-4.486,-3.510,-3.998,-4.974,-4.974,-3.998,-2.045,-0.580,-0.580,-1.068,-1.556,-1.068,-0.580,0.397,-0.092,-0.092,-0.092,0.397,1.373
8,F3,1,-4.242,-3.754,-3.265,-4.242,-4.730,-4.242,-2.777,-0.824,1.129,2.106,0.153,-2.777,-5.707,-6.683,-6.195,-5.219,-4.730,-5.219,-5.219,-3.754,-0.824,2.106,3.571,2.594,0.153,-2.289,-2.289,-1.801,-0.824,-0.336,-0.336,0.641,1.617,3.082,3.571,2.106,0.153,-0.336,0.153,1.617,3.082,3.571,3.571,5.035,6.989,8.942,8.942,6.989,3.571,1.129,0.641,1.617,2.594,2.594,1.617,1.129,1.617,3.082,3.571,2.594,1.129,0.641,2.106,3.571,5.035,5.035,4.547,4.059,5.035,6.989,7.965,7.477,5.035,3.082,3.082,4.547,7.477,8.942,7.965,5.524,1.617,-0.336,0.153,1.617,3.082,3.571,3.082,2.594,3.571,5.524,6.989,6.989,4.059,1.129,0.153,1.129,4.059,6.012,6.012,4.059,2.594,2.594,4.059,5.524,5.524,4.547,4.059,4.547,6.989,8.453,8.453,6.012,3.571,2.106,2.594,4.059,5.524,4.547,3.082,2.594,3.082,4.059,5.035,5.035,4.547,3.571,3.571,3.082,2.106,-0.336,-2.289,-3.265,-2.289,-1.312,-0.336,-0.824,-1.801,-1.312,0.641,3.571,5.524,6.012,5.035,3.082,1.129,0.641,0.153,-0.336,-1.312,-1.801,-1.801,-1.312,-1.312,-1.801,-1.801,-1.312,-0.336,1.129,2.106,1.129,-0.336,-2.289,-2.289,-1.312,0.153,0.641,-0.824,-3.265,-4.242,-3.265,-0.336,3.082,4.547,3.571,1.129,-1.801,-3.265,-3.265,-2.777,-1.312,0.153,1.617,2.594,2.594,1.617,0.641,0.641,1.617,3.082,4.059,3.571,2.106,0.641,0.153,0.641,1.129,1.617,2.106,3.082,4.059,4.547,4.547,3.571,2.594,2.594,3.082,4.059,3.082,0.641,-1.801,-3.265,-2.777,-0.824,1.129,1.129,-0.824,-2.777,-3.265,-2.777,-1.312,-0.336,0.153,-0.336,-0.336,-0.336,-0.336,-0.824,-1.312,-2.289,-1.801,-1.312,-1.312,-2.289,-3.265,-3.754,-2.777,-0.824,0.641,1.129,1.129,1.129,2.106,3.082,3.571,3.571,3.082,3.082,3.571,4.059,3.571,2.106,0.153,-1.312,-0.824,1.129,3.082
9,FC6,1,-4.028,-1.587,0.854,2.319,2.808,3.296,3.296,2.808,0.854,-2.075,-5.493,-6.958,-6.470,-4.028,-1.099,-0.122,-0.610,-2.075,-3.540,-3.052,-2.075,-1.587,-2.563,-4.517,-6.470,-6.470,-4.517,-2.075,-0.122,-0.122,-1.587,-3.540,-4.517,-4.517,-4.028,-3.540,-3.052,-2.563,-2.075,-2.075,-1.587,-1.587,-2.075,-3.052,-4.028,-4.517,-4.517,-3.540,-2.563,-1.587,-2.075,-3.052,-3.540,-3.052,-1.099,0.366,0.366,-1.587,-4.028,-4.028,-2.563,0.854,3.296,3.296,2.319,0.854,0.854,1.343,2.319,1.343,0.366,-0.610,-0.610,0.366,1.343,1.831,0.854,0.366,0.854,2.319,4.761,7.202,8.179,7.690,5.737,3.784,1.831,0.366,-0.122,-0.122,0.854,2.319,2.808,2.319,1.831,0.854,0.366,1.343,3.296,5.737,7.690,9.644,10.620,11.108,9.644,7.202,4.272,1.343,-0.610,-1.099,-0.610,-0.122,-0.122,-0.122,-0.610,-1.099,-1.587,-2.075,-2.075,-1.587,-1.099,-0.610,-1.587,-3.052,-5.005,-6.958,-7.935,-7.935,-7.446,-6.470,-5.981,-5.493,-5.981,-6.470,-7.446,-8.423,-8.911,-8.911,-7.935,-6.470,-4.028,-1.099,0.854,1.831,0.854,-1.587,-4.028,-5.981,-6.470,-5.981,-5.005,-4.517,-5.493,-6.958,-8.911,-8.911,-8.423,-7.446,-7.935,-8.423,-8.423,-7.446,-5.005,-3.540,-3.540,-5.493,-8.423,-9.888,-10.376,-8.911,-7.935,-8.423,-9.888,-11.841,-11.841,-10.376,-8.911,-8.423,-9.399,-10.376,-10.864,-9.888,-8.911,-7.446,-6.470,-6.470,-5.493,-4.517,-3.540,-3.540,-4.517,-5.493,-6.470,-6.958,-7.446,-8.423,-9.399,-8.423,-6.470,-3.540,-1.587,-1.587,-2.563,-5.005,-6.470,-6.470,-5.981,-5.493,-5.981,-6.470,-6.470,-5.981,-5.493,-5.981,-7.935,-9.888,-11.353,-11.841,-10.376,-7.935,-5.005,-2.563,-0.610,0.366,0.366,-1.099,-3.540,-5.981,-7.446,-6.470,-4.517,-2.563,-2.563,-4.028,-6.470,-7.935,-7.446,-5.981,-5.005,-5.005,-5.493,-6.470,-5.981,-5.005,-3.540,-3.052,-3.540,-4.517,-5.493,-6.470,-6.470,-6.958,-7.446,-7.446,-7.446,-6.958
