Channel_Number,Channel,Trial,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
0,FP1,41,-1.872,-3.337,-3.825,-2.848,-0.407,1.058,2.035,3.011,2.523,2.035,0.081,-2.848,-5.778,-7.243,-6.755,-4.801,-1.872,0.570,1.546,1.546,1.058,-0.407,-1.872,-2.848,-3.825,-2.848,-0.895,1.058,2.035,2.035,2.035,1.058,1.058,1.546,3.011,4.964,6.429,6.917,5.452,2.523,-0.895,-3.337,-3.825,-4.313,-4.313,-5.778,-5.778,-4.313,-0.895,3.011,5.941,5.452,3.011,0.081,-0.407,1.058,3.499,4.964,3.988,2.523,1.058,1.058,3.011,4.964,5.452,5.452,4.476,3.988,4.476,5.452,6.917,7.894,9.359,9.847,8.382,6.429,3.988,3.011,4.476,6.917,8.870,10.335,10.824,11.312,12.288,13.753,14.242,14.242,13.265,11.312,9.359,8.382,7.894,8.382,9.847,10.335,10.335,8.870,5.941,4.964,5.452,6.917,7.894,6.917,5.452,4.476,6.429,9.847,12.288,12.777,8.870,3.988,0.081,-1.872,-1.872,-1.872,-1.872,-2.360,-1.872,-0.407,1.546,1.546,-0.407,-2.360,-3.337,-3.337,-2.848,-3.825,-5.290,-6.755,-6.266,-4.313,-2.848,-2.848,-4.801,-8.219,-10.173,-9.684,-7.731,-4.801,-2.848,-2.360,-2.360,-1.872,-1.872,-1.383,-1.383,-1.872,-2.360,-2.848,-3.825,-4.313,-3.825,-1.872,0.570,3.011,3.988,2.523,0.081,-1.872,-1.872,0.081,2.523,3.499,3.011,1.058,-0.895,-1.872,-1.872,-1.872,-1.872,-1.383,-1.872,-1.383,-0.895,-0.407,-0.407,-1.383,-4.313,-7.731,-9.196,-9.196,-7.243,-5.290,-5.290,-7.243,-9.196,-12.126,-12.614,-13.102,-13.102,-13.102,-13.102,-13.590,-14.079,-14.079,-14.079,-12.614,-10.173,-9.196,-9.196,-10.661,-12.126,-12.614,-11.149,-9.196,-7.731,-8.219,-8.708,-9.196,-8.708,-6.755,-4.801,-3.825,-2.848,-2.848,-2.848,-3.825,-4.801,-6.755,-7.731,-8.219,-7.731,-5.778,-4.313,-3.825,-4.801,-7.243,-9.684,-10.173,-9.196,-7.243,-5.290,-4.313,-4.801,-6.266,-8.708,-11.637,-14.567,-17.497,-18.962,-17.985,-15.544,-11.149,-6.266,-2.360,-0.407,-1.383,-3.825,-6.755,-10.173,-11.637,-10.661,-8.219,-5.290,-3.337
1,FP2,41,-4.720,-3.743,-1.790,-1.790,-4.232,-6.673,-5.697,-1.302,3.581,6.022,4.069,0.163,-3.743,-5.208,-5.208,-4.232,-3.743,-2.279,-0.326,1.628,3.092,2.116,0.163,-1.302,-2.279,-2.767,-2.279,-0.814,1.139,2.604,4.069,3.092,1.628,0.163,0.163,2.604,5.534,6.999,6.022,3.581,0.651,-1.302,-2.767,-4.232,-6.673,-6.673,-4.720,0.163,3.581,3.581,1.139,-1.790,-2.279,0.651,3.581,6.022,6.022,5.046,5.046,6.022,6.510,6.022,3.581,2.116,2.604,5.046,6.999,6.999,5.534,5.046,6.999,11.393,14.323,13.346,7.975,1.628,0.163,3.092,9.928,14.811,14.811,9.928,4.069,1.628,5.046,11.882,17.741,18.717,15.299,9.928,6.510,6.999,8.464,7.975,5.046,1.139,-0.814,-0.326,2.604,5.046,6.022,6.022,4.557,2.116,0.651,0.651,2.116,4.557,6.022,3.092,-2.279,-7.650,-9.115,-7.161,-3.743,-1.790,-2.767,-4.720,-5.697,-4.232,-3.255,-5.697,-10.091,-14.974,-15.462,-11.556,-7.161,-5.208,-6.185,-8.626,-9.115,-6.673,-3.743,-3.743,-7.650,-13.997,-18.880,-18.392,-13.021,-5.208,2.604,5.534,3.092,-1.790,-6.673,-8.138,-6.185,-2.767,-0.814,-2.767,-7.161,-10.091,-9.115,-3.255,3.092,7.487,6.022,0.163,-5.697,-7.650,-4.720,0.651,3.092,1.139,-3.743,-8.626,-10.091,-7.650,-4.720,-3.255,-4.720,-8.138,-11.068,-10.579,-7.650,-3.743,-1.302,-3.743,-9.115,-15.951,-18.880,-17.415,-13.021,-9.603,-8.138,-10.579,-14.486,-18.880,-22.298,-24.251,-23.763,-21.810,-19.368,-17.415,-17.904,-19.368,-19.857,-17.904,-14.974,-13.997,-16.927,-21.322,-24.251,-21.810,-14.974,-7.650,-4.720,-6.673,-11.068,-14.486,-14.486,-11.556,-9.603,-8.626,-8.138,-7.161,-5.208,-3.255,-2.767,-3.743,-6.185,-8.626,-10.579,-10.579,-9.115,-7.161,-5.208,-5.697,-9.115,-13.021,-14.974,-13.021,-8.138,-3.743,-3.743,-8.626,-16.439,-22.786,-24.740,-22.298,-17.904,-13.509,-10.579,-9.603,-9.603,-8.626,-7.650,-6.673,-6.673,-8.138,-11.068,-13.509,-13.997,-10.579,-5.697,-1.302
2,F7,41,1.984,-3.876,-7.782,-7.294,-4.364,0.031,1.984,1.495,-0.458,-1.434,-1.434,-1.923,-2.899,-4.852,-6.805,-6.317,-4.364,-1.434,1.495,2.472,2.960,2.960,1.495,-0.946,-3.387,-3.876,-1.434,3.448,7.355,7.843,4.425,0.519,-0.458,1.984,5.890,7.355,4.913,2.960,2.472,4.425,5.402,3.448,-1.923,-7.782,-10.223,-6.805,-1.923,2.472,3.448,2.960,2.472,3.448,3.448,2.472,0.519,0.031,1.984,4.913,6.378,5.402,1.984,-0.946,-1.923,-1.434,-0.458,0.031,1.007,3.448,6.378,8.820,8.820,7.355,5.890,5.402,5.890,4.425,2.472,0.031,-0.458,1.007,4.425,7.843,10.284,11.261,11.749,11.261,10.773,9.796,7.843,5.890,4.425,3.937,3.937,5.402,7.843,8.820,9.796,9.796,9.796,9.796,9.796,8.331,4.913,0.031,-3.387,-3.387,1.007,8.820,15.167,17.609,14.679,7.355,0.031,-4.852,-7.294,-7.782,-7.782,-6.805,-3.876,1.495,6.378,8.331,6.378,1.007,-3.387,-5.829,-5.829,-6.317,-7.782,-10.223,-11.688,-11.200,-9.247,-7.294,-5.829,-5.341,-4.852,-5.341,-5.829,-7.782,-8.759,-7.294,-4.364,-1.923,-2.899,-6.317,-9.247,-8.759,-4.364,0.519,2.472,1.007,-1.434,-1.923,0.031,2.960,1.984,-0.946,-3.876,-3.876,-1.434,1.984,3.448,2.472,1.984,2.472,3.448,3.937,2.472,0.031,0.519,2.960,6.866,8.820,7.843,5.402,2.960,1.984,1.495,-0.946,-2.899,-3.876,-1.923,2.960,7.843,9.796,8.331,3.937,-0.458,-3.387,-5.341,-5.829,-6.317,-5.829,-5.829,-5.829,-6.317,-6.317,-5.829,-4.852,-3.387,-2.411,-2.411,-2.411,-3.876,-5.341,-7.294,-7.294,-5.341,-1.923,1.007,1.007,-1.434,-4.364,-4.852,-2.899,0.031,1.495,0.519,-2.899,-4.852,-4.852,-3.387,-1.923,-1.434,-2.899,-4.364,-4.364,-3.387,-2.899,-2.899,-1.923,-0.946,1.984,4.913,4.913,1.007,-6.805,-15.106,-19.989,-20.477,-17.059,-11.688,-7.294,-3.387,0.031,1.984,1.984,-0.946,-5.341,-8.270,-8.270,-5.341,-2.411,-1.434,-2.899
3,F8,41,6.948,1.088,-3.794,-1.353,5.483,9.878,6.460,-2.818,-11.607,-12.583,-5.747,1.577,4.018,1.088,-3.306,-2.330,3.042,9.878,11.342,7.436,1.577,-2.330,-2.818,-0.865,1.577,3.042,4.018,5.971,9.389,12.807,15.737,15.249,8.901,-1.841,-12.583,-16.978,-11.607,2.065,15.737,22.085,20.131,11.831,3.042,-2.818,-5.747,-7.701,-8.189,-7.701,-3.794,2.553,10.854,17.690,20.131,18.178,11.342,2.065,-7.212,-12.095,-10.630,-1.841,9.878,19.155,22.573,18.667,11.342,4.018,-0.865,-4.771,-5.747,-2.818,4.995,15.249,22.085,19.643,8.901,-2.330,-6.236,-1.353,6.948,12.319,12.319,9.878,8.901,10.854,12.807,12.807,10.366,7.924,4.995,2.065,-2.330,-4.283,-1.841,4.506,10.854,11.831,7.436,2.553,0.600,2.553,3.042,-1.353,-8.677,-12.095,-7.212,4.018,12.807,10.854,-0.865,-14.048,-18.931,-12.095,-0.376,5.483,0.600,-11.119,-20.396,-19.908,-11.607,-3.794,-3.306,-10.142,-16.978,-15.025,-5.747,4.018,4.506,-6.236,-20.396,-26.744,-20.884,-8.677,0.600,0.112,-8.677,-17.955,-20.396,-15.513,-8.677,-4.771,-4.771,-5.747,-4.771,-0.865,2.065,2.553,0.600,-0.376,-0.376,-0.376,-4.771,-14.048,-24.302,-28.208,-20.884,-3.794,12.319,18.667,12.319,-0.376,-9.165,-9.165,-2.818,1.088,-1.841,-9.165,-15.513,-16.978,-14.537,-12.583,-10.630,-7.701,-1.841,4.018,5.971,0.600,-8.677,-16.001,-18.443,-17.955,-17.466,-18.443,-17.466,-12.095,-4.771,-1.841,-7.212,-18.931,-27.232,-25.767,-14.537,-2.818,-0.865,-10.630,-25.279,-33.580,-30.162,-19.419,-9.165,-6.236,-8.189,-9.654,-6.724,-0.376,3.530,1.577,-5.747,-14.537,-21.372,-26.255,-29.185,-29.673,-22.837,-8.677,7.924,18.667,18.667,8.901,-1.841,-6.724,-5.747,-6.236,-12.583,-23.814,-29.185,-22.349,-5.259,12.807,19.155,12.807,1.088,-5.259,-2.330,3.042,2.553,-9.654,-26.255,-36.021,-31.626,-17.466,-3.794,0.600,-4.283,-10.630,-12.583,-8.677,-4.283,-4.283,-8.677,-13.072,-11.607,-3.794,4.995,7.924,4.018,-4.283
4,AF1,41,-1.048,-0.559,-0.559,-1.048,-2.513,-2.513,-0.559,2.370,4.812,4.812,2.858,-0.071,-2.513,-2.513,-1.048,0.417,0.417,-0.559,-1.536,-1.536,-1.048,-0.071,-0.071,-1.048,-3.001,-3.489,-2.024,-0.071,2.858,4.812,5.300,4.812,4.323,5.300,6.765,7.741,6.765,3.835,1.882,0.417,0.905,1.882,1.394,-0.071,-2.024,-3.001,-1.536,0.417,2.370,2.858,2.370,1.882,2.370,3.835,4.812,4.323,3.347,2.858,2.858,3.835,4.812,4.812,4.812,4.812,5.300,5.788,5.300,4.812,4.323,4.812,5.788,7.741,8.718,8.718,7.741,6.765,5.788,5.300,4.812,4.812,5.300,6.276,7.741,10.183,12.624,14.089,14.089,13.601,12.624,12.136,12.136,11.648,9.694,7.253,4.812,3.835,4.812,6.276,6.765,5.788,4.812,4.323,5.300,6.765,7.741,7.253,6.765,7.253,7.741,8.230,6.765,2.858,-1.536,-4.466,-5.442,-4.954,-3.977,-3.001,-3.001,-2.024,-1.536,-0.559,0.417,0.417,-2.024,-4.954,-8.372,-10.813,-10.325,-7.395,-4.466,-3.001,-3.977,-6.419,-9.349,-10.813,-10.325,-8.860,-7.395,-5.931,-4.954,-3.977,-3.001,-3.001,-3.001,-3.489,-4.466,-4.954,-5.442,-5.931,-5.931,-5.442,-3.977,-1.536,0.417,1.394,0.417,-2.513,-4.466,-4.954,-3.977,-3.001,-2.024,-1.536,-1.536,-1.048,-0.559,-0.559,-1.048,-3.001,-4.466,-5.442,-5.442,-4.954,-4.466,-3.977,-3.489,-3.489,-4.954,-7.395,-9.349,-9.837,-8.860,-6.419,-5.442,-5.931,-6.907,-8.860,-10.325,-11.302,-11.790,-12.767,-13.743,-14.231,-14.231,-12.767,-11.302,-9.837,-8.372,-7.395,-7.395,-7.884,-8.860,-10.325,-11.302,-10.813,-8.860,-6.419,-4.466,-3.489,-4.466,-6.419,-7.395,-6.419,-3.977,-1.536,-1.048,-2.513,-5.442,-8.372,-9.349,-8.860,-6.907,-3.977,-2.024,-2.024,-4.466,-7.884,-10.813,-11.302,-9.349,-6.419,-4.466,-4.466,-5.931,-6.907,-7.395,-7.884,-9.837,-12.767,-15.696,-16.184,-13.255,-7.884,-2.513,0.417,0.417,-2.024,-4.954,-7.884,-9.837,-9.837,-8.372,-5.442,-3.001,-3.001
5,AF2,41,1.261,-1.668,-2.645,-3.133,-3.621,-3.621,-2.157,1.750,6.632,9.562,8.097,3.215,-1.668,-4.110,-3.621,-2.645,-2.645,-3.621,-5.086,-3.621,0.285,4.191,5.656,4.191,-0.203,-3.133,-3.621,-1.180,2.238,3.703,3.215,3.215,4.191,7.121,10.539,11.027,9.074,5.168,1.750,0.773,1.261,0.773,-1.180,-3.621,-5.575,-3.621,0.285,4.679,6.632,5.656,2.726,0.773,0.773,2.726,4.191,4.191,4.191,3.703,3.215,1.750,-0.203,-1.668,0.285,4.679,9.562,10.539,6.144,0.773,-0.692,3.703,11.027,15.910,13.468,7.121,1.750,1.750,6.144,10.539,10.539,6.144,1.750,0.773,4.191,9.074,12.004,11.515,10.050,9.562,10.539,11.027,9.562,6.144,2.238,-0.692,0.773,4.191,7.121,7.609,4.679,-1.180,-6.063,-7.039,-2.645,4.191,10.539,12.492,9.074,3.703,-0.203,-0.203,1.750,1.750,-1.668,-8.016,-12.410,-11.922,-7.039,-1.668,1.261,-0.203,-3.133,-5.575,-4.598,-2.645,-2.157,-5.086,-10.457,-14.364,-14.364,-10.457,-5.575,-4.110,-6.551,-11.434,-14.364,-13.387,-9.481,-4.598,-1.668,-1.180,-2.645,-3.621,-3.621,-2.645,-2.157,-2.157,-3.133,-4.110,-4.110,-3.621,-3.621,-4.110,-4.598,-4.598,-3.133,-1.180,0.285,-0.692,-2.157,-4.110,-5.575,-6.063,-6.551,-7.528,-6.551,-4.110,-1.180,1.261,0.773,-2.645,-7.039,-9.481,-9.969,-8.504,-7.528,-7.528,-8.504,-9.969,-11.922,-13.875,-15.828,-17.293,-17.293,-14.364,-9.481,-6.063,-5.575,-8.993,-14.852,-19.246,-20.711,-19.735,-18.758,-18.270,-17.782,-15.340,-11.922,-8.016,-6.551,-8.504,-11.434,-13.875,-15.340,-16.317,-17.782,-18.758,-15.828,-9.481,-2.157,1.261,-1.180,-6.063,-9.969,-8.993,-3.621,0.285,-0.692,-5.086,-10.457,-12.899,-10.946,-7.528,-5.575,-5.086,-5.086,-4.598,-4.110,-5.575,-8.504,-10.457,-9.481,-7.039,-4.598,-5.086,-8.016,-11.434,-13.387,-13.875,-13.387,-14.364,-15.340,-14.364,-9.969,-4.598,-2.157,-2.157,-5.086,-8.016,-8.504,-7.039,-5.575,-4.598,-5.575,-6.551,-6.551,-7.039
6,FZ,41,-1.078,-1.567,-2.055,-2.055,-2.543,-1.567,-0.590,1.363,2.340,3.316,2.828,1.363,-0.102,-1.078,-1.567,-1.567,-1.567,-1.078,-0.590,-0.590,-0.590,-1.078,-1.567,-2.055,-3.031,-3.031,-2.055,-0.590,1.363,2.828,4.293,4.293,4.293,4.293,4.781,4.781,4.293,3.316,1.851,0.875,0.875,1.363,1.363,0.875,-0.102,-0.590,-0.102,1.363,2.340,2.340,1.363,0.875,1.363,2.340,3.805,3.805,3.316,1.851,1.363,1.851,3.316,4.293,4.293,4.293,3.805,3.805,3.805,3.316,2.828,2.828,3.316,4.293,4.781,5.269,5.269,4.781,4.293,3.316,1.851,1.363,1.363,2.340,4.293,6.246,7.711,8.687,8.687,8.687,8.199,7.711,7.222,6.246,4.781,3.316,3.316,3.316,3.805,3.805,3.316,2.340,2.340,2.340,3.316,3.805,3.805,3.316,3.316,3.805,3.805,3.805,2.340,0.387,-2.055,-3.520,-4.008,-3.520,-3.031,-2.543,-2.055,-1.567,-1.567,-1.078,-0.102,-0.102,-1.078,-3.031,-5.473,-7.914,-7.914,-5.473,-3.031,-1.078,-1.567,-3.031,-4.496,-4.985,-4.496,-3.520,-3.031,-3.031,-2.055,-1.078,-0.590,-0.102,-0.102,-1.078,-2.543,-3.031,-4.008,-4.008,-4.496,-4.008,-3.520,-2.055,-1.078,-0.102,-0.590,-1.567,-2.543,-3.031,-3.031,-3.031,-3.520,-3.031,-3.031,-2.543,-2.543,-2.543,-3.031,-4.008,-4.985,-5.473,-5.473,-5.961,-5.473,-5.473,-4.496,-4.496,-4.985,-6.449,-7.426,-7.914,-6.449,-4.985,-4.008,-4.985,-5.961,-7.914,-8.891,-9.379,-9.379,-9.379,-9.379,-9.379,-9.379,-8.403,-7.426,-6.938,-6.938,-5.961,-5.961,-5.961,-5.961,-6.938,-7.914,-8.403,-7.914,-6.938,-4.985,-4.008,-4.496,-4.985,-5.961,-5.473,-4.008,-2.543,-2.055,-3.031,-5.473,-6.938,-7.426,-6.449,-4.496,-3.031,-2.055,-3.031,-5.473,-7.426,-7.914,-6.449,-4.496,-3.031,-3.031,-4.008,-5.473,-5.473,-4.985,-4.008,-5.473,-7.914,-9.867,-10.844,-8.403,-4.985,-2.055,-0.590,-1.567,-3.031,-4.985,-5.473,-5.961,-5.473,-4.985,-4.496,-4.985,-5.473
7,F4,41,-1.353,-2.818,-2.818,-0.865,1.577,3.042,2.553,1.088,0.112,0.600,2.065,3.042,2.553,0.600,-1.353,-1.841,-0.376,1.088,2.065,1.577,0.112,-0.865,-0.376,0.600,1.577,1.088,0.600,0.600,1.577,4.506,6.948,8.901,8.413,7.436,5.971,4.995,4.018,2.553,1.577,0.600,0.600,1.577,2.553,2.065,0.112,-0.865,-1.841,0.112,2.553,4.506,4.506,4.506,4.995,6.948,9.389,9.878,7.924,3.530,-1.353,-3.306,-1.841,2.553,6.948,9.389,8.901,7.436,5.971,6.460,7.436,6.948,4.506,2.065,1.088,3.530,7.436,10.366,9.389,5.483,0.600,-2.330,-1.353,2.065,6.460,8.901,9.389,8.413,7.924,8.413,8.901,8.413,6.948,3.530,0.112,-0.865,0.112,1.577,2.553,1.577,-0.376,-2.330,-1.353,0.112,1.577,1.088,-0.376,-2.330,-2.330,-0.376,2.065,2.553,0.600,-2.818,-5.259,-5.747,-4.771,-3.794,-4.283,-5.259,-6.236,-6.236,-5.259,-3.794,-2.818,-2.818,-4.283,-6.236,-8.677,-10.630,-11.119,-9.165,-6.236,-3.306,-2.330,-2.818,-3.306,-3.794,-3.306,-2.330,-2.818,-4.283,-5.259,-5.259,-3.306,-0.376,1.577,1.577,0.112,-2.330,-4.283,-4.283,-3.306,-1.353,-0.376,-0.865,-2.818,-4.283,-3.306,-1.841,0.112,-0.376,-2.330,-5.747,-7.701,-7.212,-4.771,-2.818,-2.330,-4.283,-5.259,-4.771,-2.818,-0.865,-1.841,-5.747,-11.119,-14.048,-13.072,-10.142,-7.212,-7.212,-10.142,-12.583,-12.095,-9.165,-5.747,-5.259,-8.189,-12.095,-14.537,-15.025,-13.560,-13.560,-15.025,-16.001,-15.025,-13.072,-10.630,-10.142,-12.095,-12.583,-10.630,-7.212,-3.794,-3.306,-6.724,-10.142,-11.119,-9.165,-5.259,-3.306,-3.794,-5.747,-6.724,-4.771,-1.841,-0.865,-2.818,-6.236,-8.677,-7.701,-3.794,-0.376,0.112,-1.841,-4.283,-5.747,-6.236,-6.236,-5.747,-5.259,-3.306,-1.841,-0.376,-1.353,-3.794,-7.212,-9.654,-11.119,-10.630,-9.654,-8.677,-7.701,-6.724,-6.236,-6.236,-6.724,-7.701,-8.677,-7.701,-5.747,-2.818,-0.865,-0.376,-1.841,-4.283,-6.236
8,F3,41,-1.241,-1.241,-2.218,-3.682,-4.659,-3.194,-0.264,2.665,4.130,3.642,2.177,0.224,-0.264,-0.753,-1.241,-2.218,-2.706,-3.194,-2.218,-1.241,-1.241,-1.241,-1.729,-2.218,-1.729,-0.264,0.712,1.689,1.689,1.689,1.689,1.689,2.177,3.153,3.642,4.130,3.642,1.689,0.224,-0.753,-0.753,-0.264,0.224,-0.264,-0.753,-0.753,-0.264,0.712,1.689,0.712,-0.753,-1.241,-0.264,2.177,4.130,4.130,2.665,0.224,-0.264,0.224,1.689,2.665,3.153,3.153,3.153,4.130,3.642,2.177,0.224,-0.753,0.224,2.665,5.107,6.083,5.595,4.130,3.153,2.665,1.689,0.712,0.224,1.200,3.153,5.595,7.548,7.548,7.548,7.548,8.525,9.501,9.501,7.548,4.618,2.177,2.177,3.642,5.595,6.083,5.595,3.153,2.177,2.177,3.642,5.595,6.571,6.571,5.595,4.618,3.642,3.642,2.665,1.200,-0.264,-1.241,-1.729,-1.729,-1.729,-1.241,-1.241,-1.241,-0.753,-0.753,-1.241,-2.218,-3.682,-5.147,-6.612,-7.100,-7.100,-5.636,-4.171,-4.171,-5.147,-7.100,-9.054,-9.542,-8.077,-6.124,-5.147,-5.147,-6.124,-7.100,-7.100,-6.124,-4.659,-3.682,-4.659,-5.636,-6.124,-5.636,-4.171,-3.194,-3.194,-3.194,-3.194,-3.194,-2.218,-2.218,-2.218,-2.218,-2.218,-1.241,-0.264,0.224,0.224,-0.264,-0.264,-0.264,-0.264,-0.264,-0.264,-0.264,-0.753,-0.753,-0.753,-0.264,0.224,0.224,-0.264,-1.241,-2.218,-2.218,-1.241,-0.264,1.200,1.200,-0.264,-1.729,-3.194,-4.171,-5.147,-6.124,-6.612,-7.100,-6.612,-6.124,-5.147,-5.147,-5.147,-4.659,-4.171,-4.171,-4.659,-6.124,-7.100,-7.100,-5.636,-2.218,0.712,1.689,-0.264,-3.194,-6.124,-7.589,-6.612,-4.171,-2.218,-1.729,-3.194,-5.636,-7.100,-6.124,-3.682,-1.241,0.712,-0.264,-2.706,-5.147,-6.124,-4.171,-2.218,-1.241,-2.218,-4.171,-6.124,-5.636,-4.171,-2.706,-4.171,-8.077,-11.983,-13.448,-10.518,-4.659,0.712,2.177,0.224,-3.682,-7.100,-8.565,-7.589,-6.124,-4.659,-3.682,-3.194,-2.706
9,FC6,41,1.617,1.129,0.153,0.153,1.129,1.617,1.129,-0.336,-1.801,-1.312,-0.336,1.129,1.129,-0.336,-1.801,-1.312,0.641,2.594,4.059,3.082,2.106,1.617,1.617,2.594,2.594,2.106,1.129,1.129,2.594,5.035,6.989,7.477,6.012,4.059,2.594,1.617,2.106,3.082,4.059,4.059,3.571,2.594,0.641,-0.824,-1.801,-1.801,-0.336,1.617,3.571,4.547,4.547,4.059,4.547,6.012,7.965,8.453,6.500,3.082,-0.336,-2.289,-1.312,1.617,5.524,7.965,7.965,6.500,5.035,3.571,3.082,3.082,3.082,3.082,3.571,4.059,4.059,3.571,2.594,1.617,1.617,2.106,3.082,4.547,6.012,6.012,5.524,5.524,5.035,5.035,5.035,4.547,2.594,0.641,-0.824,-1.312,0.153,1.129,1.617,0.641,-0.824,-2.289,-3.265,-3.754,-3.265,-2.289,-0.336,1.129,2.594,2.106,1.129,-0.336,-2.777,-4.242,-4.730,-4.730,-4.242,-3.754,-4.242,-4.730,-5.707,-5.707,-5.219,-5.219,-5.219,-5.219,-5.219,-5.219,-6.195,-7.660,-9.613,-9.613,-8.148,-6.195,-3.754,-3.754,-5.219,-6.683,-7.172,-6.195,-4.242,-3.265,-2.777,-2.777,-2.289,-0.824,0.153,0.641,-1.312,-3.265,-4.730,-3.754,-2.289,-0.824,-1.312,-3.265,-4.730,-4.242,-2.777,-0.824,-0.336,-2.289,-4.730,-6.195,-6.195,-5.707,-5.219,-5.707,-7.172,-8.148,-7.172,-5.707,-3.265,-2.289,-3.265,-5.219,-7.660,-10.101,-10.590,-11.078,-11.078,-11.566,-13.031,-13.031,-10.590,-7.660,-4.730,-3.265,-4.242,-6.683,-9.613,-11.566,-11.566,-11.078,-10.101,-10.590,-11.078,-11.566,-10.590,-9.125,-7.172,-6.195,-5.707,-5.707,-5.707,-5.707,-5.707,-5.707,-6.195,-6.195,-5.219,-5.219,-5.219,-5.219,-4.730,-3.265,-1.312,0.153,-0.336,-2.289,-3.265,-2.777,-0.824,1.617,2.106,0.641,-1.312,-2.777,-2.777,-2.289,-2.289,-2.289,-2.289,-1.312,0.641,0.641,-1.312,-5.219,-9.125,-10.590,-9.613,-7.172,-5.219,-4.242,-4.730,-5.707,-5.707,-5.707,-5.707,-6.195,-6.195,-5.219,-2.289,0.641,2.594,2.106,0.153,-2.289
