,filename,trials,samples,post_stim_samples,stimulation,trial
0,,,,,,
1,co2a0000364.rd,120,416,368,S1 obj,0
2,co2a0000364.rd,120,416,368,S1 obj,2
3,co2a0000364.rd,120,416,368,S2 nomatch,7
4,co2a0000364.rd,120,416,368,S2 match,9
5,co2a0000364.rd,120,416,368,S1 obj,10
6,co2a0000364.rd,120,416,368,S1 obj,12
7,co2a0000364.rd,120,416,368,S1 obj,14
8,co2a0000364.rd,120,416,368,S2 nomatch,15
9,co2a0000364.rd,120,416,368,S2 match,17
10,co2a0000364.rd,120,416,368,S1 obj,18
11,co2a0000364.rd,120,416,368,S2 nomatch,19
12,co2a0000364.rd,120,416,368,S1 obj,20
13,co2a0000364.rd,120,416,368,S1 obj,22
14,co2a0000364.rd,120,416,368,S2 match,23
15,co2a0000364.rd,120,416,368,S1 obj,24
16,co2a0000364.rd,120,416,368,S2 match,25
17,co2a0000364.rd,120,416,368,S2 match,27
18,co2a0000364.rd,120,416,368,S1 obj,28
19,co2a0000364.rd,120,416,368,S2 nomatch,31
20,co2a0000364.rd,120,416,368,S2 match,37
21,co2a0000364.rd,120,416,368,S2 nomatch,39
22,co2a0000364.rd,120,416,368,S2 match,41
23,co2a0000364.rd,120,416,368,S2 nomatch,43
24,co2a0000364.rd,120,416,368,S2 nomatch,45
25,co2a0000364.rd,120,416,368,S2 match,47
26,co2a0000364.rd,120,416,368,S2 nomatch,49
27,co2a0000364.rd,120,416,368,S2 match,55
28,co2a0000364.rd,120,416,368,S2 nomatch,57
29,co2a0000364.rd,120,416,368,S2 nomatch,59
30,co2a0000364.rd,120,416,368,S2 match,61
