Channel_Number,Channel,Trial,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
0,FP1,41,20.874,-78.247,-98.267,-3.540,91.187,65.308,-49.927,-105.103,-24.048,96.558,109.741,-0.610,-100.708,-74.341,30.640,70.679,-6.958,-97.778,-80.688,22.339,75.562,4.761,-99.731,-95.825,26.245,125.366,87.769,-35.767,-91.919,-15.747,86.792,79.468,-31.372,-107.056,-60.181,39.917,56.519,-33.325,-105.103,-53.345,71.655,121.948,41.382,-67.505,-66.040,38.452,106.323,46.265,-70.923,-104.126,-22.583,58.960,28.687,-70.923,-100.708,-5.981,105.347,104.858,-5.981,-84.106,-32.349,77.026,99.976,1.831,-99.243,-84.106,16.479,63.354,-6.470,-97.290,-81.665,32.593,108.765,52.124,-65.063,-90.942,8.667,108.765,83.862,-37.231,-108.521,-50.903,49.194,56.030,-39.185,-107.544,-56.763,49.683,72.144,-24.536,-114.868,-74.341,59.937,132.690,62.378,-59.204,-80.688,19.409,106.323,64.819,-54.810,-108.521,-40.161,51.147,40.405,-55.298,-101.685,-23.071,93.628,110.229,10.132,-78.735,-43.579,64.819,102.417,15.015,-91.431,-90.942,4.761,63.354,4.761,-90.454,-87.524,26.733,119.995,83.374,-35.278,-84.106,-5.005,95.581,84.839,-29.419,-108.521,-62.622,38.452,56.030,-32.349,-106.079,-58.228,61.401,107.300,22.339,-84.595,-75.317,39.917,116.577,57.007,-67.505,-109.985,-30.396,55.542,32.104,-66.528,-105.103,-26.001,71.167,57.983,-54.321,-119.751,-45.044,86.792,126.343,22.827,-97.778,-99.243,-0.122,59.448,3.296,-87.524,-85.571,11.597,77.026,18.921,-90.454,-105.103,6.714,118.530,99.487,-26.978,-106.567,-53.833,48.706,63.354,-27.954,-102.173,-60.669,41.870,66.772,-22.583,-109.497,-72.388,56.519,128.296,57.007,-68.481,-97.778,-9.399,72.632,38.940,-65.063,-101.685,-23.071,65.308,42.847,-63.599,-112.427,-28.442,98.022,118.530,12.573,-83.130,-50.415,62.378,106.812,22.827,-89.478,-94.849,0.854,63.843,9.155,-86.548,-88.501,21.362,117.554,84.351,-31.860,-82.642,-7.446,92.651,85.327,-26.978,-107.056,-62.622,36.987,55.542,-31.860,-104.614,-55.786,69.702,122.437,42.358,-67.505,-67.993,35.522,107.300,50.171,-68.970,-106.079,-25.024,58.960,32.104,-67.505,-103.638,-12.817,100.952,100.952
1,FP2,41,-6.490,-6.978,-4.537,-1.607,1.322,2.787,3.276,3.764,3.276,1.811,-0.631,-3.072,-4.049,-4.049,-4.049,-4.049,-3.560,-1.119,1.811,3.276,2.299,0.346,-1.607,-2.096,-2.096,-2.096,-3.072,-3.560,-3.072,-3.560,-3.560,-3.560,-1.119,2.299,4.740,4.740,2.299,-0.631,-0.631,1.811,5.229,7.182,7.182,6.694,6.205,6.205,6.205,5.717,5.717,4.740,2.299,-1.607,-5.514,-6.002,-3.072,0.834,2.787,0.834,-3.560,-5.514,-2.584,4.252,11.576,14.994,13.041,6.694,0.346,-1.607,1.811,7.182,10.600,8.158,2.299,-3.072,-4.049,-1.607,2.787,5.229,5.717,4.252,1.811,-1.607,-6.002,-7.955,-6.490,-2.096,2.299,3.276,1.322,-1.119,-1.607,0.346,1.322,0.346,-2.584,-5.025,-6.002,-5.025,-3.072,-0.631,2.299,4.252,4.252,1.811,-1.607,-3.072,-1.607,1.322,2.299,-0.142,-5.514,-11.373,-14.791,-14.791,-11.373,-6.002,-1.119,1.811,1.322,-1.607,-4.537,-5.514,-3.560,-0.142,3.276,6.205,7.670,7.670,4.740,-0.631,-4.537,-5.025,-1.119,1.811,0.834,-3.560,-8.931,-9.420,-4.537,2.787,8.158,7.670,3.276,-3.072,-7.467,-7.467,-4.537,0.346,3.276,2.787,-1.607,-6.490,-7.955,-5.514,-0.631,3.764,5.717,4.740,2.299,-0.631,-2.096,-1.607,1.322,5.717,6.694,3.764,-2.584,-7.955,-7.955,-2.584,5.717,11.576,13.041,9.623,4.252,-0.631,-1.607,-0.142,3.764,5.229,2.787,-2.584,-6.002,-2.584,6.205,14.506,16.947,12.065,5.229,1.811,2.299,5.717,6.694,5.229,2.299,-0.142,-1.607,-0.142,2.787,7.182,11.576,11.576,7.182,-0.142,-3.560,-1.119,5.717,12.065,12.553,7.670,0.346,-6.978,-9.420,-8.443,-4.049,1.322,3.276,0.834,-5.514,-10.396,-10.396,-5.514,-0.631,-0.142,-4.049,-8.931,-11.373,-10.885,-9.420,-8.443,-7.467,-5.514,-3.072,-1.607,-2.584,-5.514,-8.443,-8.931,-7.467,-5.514,-5.025,-6.002,-8.931,-10.885,-10.396,-6.002,-0.142,4.252,3.276,-2.584,-9.420,-13.814,-13.814,-10.885,-7.955,-5.514
2,F7,41,-4.049,-3.072,-3.560,-4.537,-5.025,-4.049,-2.584,-2.584,-4.537,-6.490,-6.002,-2.584,1.811,4.252,4.252,2.299,1.322,1.322,2.299,3.276,2.787,0.346,-2.584,-5.025,-5.514,-3.560,-1.119,0.346,-0.142,-1.607,-2.096,-0.142,3.276,6.205,7.670,7.670,5.717,3.764,1.322,-0.142,0.346,1.811,2.787,2.787,0.834,-1.607,-2.584,-2.096,-1.119,-0.631,-1.119,-2.096,-2.584,-3.072,-3.560,-3.560,-2.584,-0.142,1.322,1.811,1.322,0.834,1.322,2.299,2.299,0.346,-1.607,-2.096,0.346,4.252,6.694,5.229,1.322,-3.072,-6.490,-6.978,-5.514,-4.537,-4.537,-6.490,-9.420,-11.373,-11.861,-11.861,-10.396,-9.420,-8.443,-7.467,-6.978,-6.002,-6.002,-5.514,-5.514,-5.514,-6.002,-6.978,-8.443,-7.467,-5.514,-2.096,0.346,-0.142,-2.584,-4.537,-5.025,-4.049,-2.584,-3.072,-4.049,-5.025,-5.514,-6.002,-6.978,-7.955,-8.443,-8.443,-7.955,-7.467,-6.978,-6.490,-6.490,-6.490,-6.490,-6.002,-5.025,-3.560,-2.584,-2.584,-3.560,-4.049,-4.049,-4.049,-5.025,-6.490,-7.955,-7.467,-5.514,-4.537,-6.002,-8.931,-11.373,-12.349,-11.861,-9.908,-7.955,-6.002,-4.537,-4.049,-4.537,-5.025,-5.025,-4.049,-2.096,-1.607,-2.096,-2.096,-1.607,-1.607,-1.607,-2.584,-3.560,-5.025,-5.514,-5.514,-4.049,-1.607,0.834,1.811,1.811,-0.631,-2.584,-2.096,-1.119,0.346,0.346,-1.119,-2.584,-4.049,-5.025,-5.514,-5.514,-4.537,-2.584,0.834,2.787,3.276,3.764,4.740,6.205,7.182,7.670,6.694,3.764,0.346,-2.584,-4.537,-5.025,-3.560,-2.096,-0.631,-0.631,-0.631,-0.631,-0.142,0.346,0.834,1.322,1.811,1.322,-0.142,-2.584,-6.490,-8.443,-8.931,-7.955,-7.467,-7.467,-8.931,-9.908,-10.396,-10.396,-9.908,-9.908,-9.908,-9.908,-10.396,-11.373,-12.349,-12.838,-13.326,-13.326,-13.326,-12.838,-11.861,-10.396,-9.908,-10.885,-12.349,-12.349,-11.373,-9.420,-7.955,-7.955,-7.955,-6.978,-5.514,-5.514,-6.490,-9.420,-11.861,-13.326,-12.349,-10.396,-8.931,-7.467,-6.002
3,F8,41,-4.740,-4.252,-2.299,0.631,3.072,3.560,1.119,-2.787,-6.694,-8.158,-7.182,-5.717,-4.740,-4.740,-4.252,-3.276,-1.322,-1.322,-2.787,-4.740,-6.694,-7.182,-7.670,-8.647,-9.135,-9.623,-8.647,-6.694,-5.229,-5.229,-5.717,-6.205,-5.229,-3.276,-1.811,-0.834,-0.834,-1.811,-2.787,-3.764,-3.276,-2.299,-0.834,0.631,1.119,0.142,-0.346,-1.322,-1.322,-1.322,-1.811,-3.276,-5.229,-6.694,-6.694,-5.717,-3.764,-2.787,-3.764,-5.229,-5.717,-3.764,-0.834,2.096,1.607,-1.811,-5.717,-7.670,-6.205,-3.276,-0.834,-1.322,-3.764,-6.694,-8.647,-9.135,-8.647,-7.182,-6.205,-6.694,-8.647,-10.600,-12.065,-12.553,-11.576,-10.111,-9.135,-9.623,-11.576,-13.529,-14.994,-14.018,-12.065,-10.111,-9.135,-10.111,-11.088,-9.623,-6.205,-2.299,0.142,-0.346,-2.787,-4.740,-5.717,-6.205,-7.670,-9.623,-11.576,-12.553,-12.065,-11.576,-12.065,-12.553,-13.041,-12.553,-11.576,-9.623,-7.670,-5.717,-4.740,-5.717,-7.670,-8.647,-7.670,-4.252,-0.346,1.607,0.631,-1.322,-3.276,-3.764,-3.764,-4.252,-4.740,-6.205,-6.694,-6.205,-5.229,-3.764,-2.299,-2.299,-3.276,-5.229,-6.205,-6.694,-6.205,-5.717,-6.205,-6.694,-6.694,-5.717,-4.740,-4.252,-5.229,-6.205,-6.205,-5.229,-4.252,-3.276,-3.276,-2.787,-1.322,0.631,2.584,4.049,4.537,4.049,2.584,0.631,-0.346,-0.834,-0.346,0.631,1.607,2.096,3.072,4.049,4.537,3.560,1.119,-0.834,-0.834,1.607,4.537,6.978,7.467,6.002,4.537,3.072,2.584,2.584,2.096,1.119,-0.834,-2.299,-1.811,-0.346,2.096,4.049,5.025,5.025,4.537,3.560,2.096,0.631,0.631,2.584,5.025,5.514,2.096,-3.764,-8.647,-9.623,-7.182,-3.276,-2.299,-3.276,-5.229,-6.205,-6.694,-6.205,-6.694,-7.182,-8.158,-8.158,-8.647,-10.111,-11.088,-12.065,-11.576,-9.623,-6.694,-3.764,-2.299,-3.276,-5.717,-8.647,-9.623,-9.135,-8.158,-7.670,-8.158,-8.647,-7.670,-5.229,-2.787,-1.322,-1.322,-2.787,-4.740,-7.182,-9.623,-10.600,-9.135,-6.694
4,AF1,41,-6.053,-5.076,-3.123,-0.193,1.760,2.736,1.272,-0.682,-2.146,-1.658,-0.193,1.272,1.760,0.783,-0.193,-0.193,0.783,1.760,2.248,1.760,1.272,0.783,-0.193,-1.658,-2.635,-2.635,-2.146,-1.170,-0.682,0.295,0.783,1.272,2.248,3.713,5.178,6.643,8.108,8.596,7.619,5.666,4.690,4.690,6.154,7.619,7.131,6.154,4.690,3.713,3.225,2.248,0.783,-1.170,-1.658,-0.682,0.295,1.272,1.760,1.272,0.783,0.783,1.760,3.713,5.666,6.643,5.666,4.690,3.713,3.713,4.690,5.666,6.154,6.154,5.178,3.713,2.248,1.760,1.272,1.272,1.760,1.272,-0.682,-2.635,-4.100,-3.611,-1.658,-0.193,0.783,0.295,-1.170,-1.658,-1.658,-1.658,-0.682,0.295,1.272,0.783,0.295,-0.193,-0.682,-0.682,-0.193,0.783,1.272,0.783,0.783,-0.193,-1.170,-1.658,-2.146,-2.146,-2.635,-3.123,-4.100,-4.588,-4.100,-2.635,-0.682,-0.193,-0.682,-0.682,-1.170,-1.170,-1.170,-0.682,0.783,2.248,3.225,3.225,2.248,0.295,-0.682,-1.658,-1.658,-1.658,-1.170,-1.658,-2.146,-3.123,-4.588,-4.588,-3.611,-2.635,-2.635,-3.123,-3.123,-3.123,-1.658,-0.682,0.295,-0.193,-0.193,-0.193,-0.193,-0.682,-1.658,-2.146,-2.635,-2.146,-2.146,-1.658,-1.170,-0.193,1.272,1.272,0.783,-0.682,-2.146,-2.635,-2.635,-2.146,-1.658,-0.682,-0.682,-0.682,-0.193,0.783,0.783,-0.193,-2.146,-3.611,-4.588,-2.635,0.783,3.713,4.201,3.225,0.783,0.295,1.760,4.201,5.666,5.666,4.201,2.736,1.272,0.783,0.295,1.272,2.248,4.201,5.178,4.690,2.736,0.783,0.295,1.272,3.713,6.154,6.643,4.201,0.783,-3.611,-5.076,-4.588,-2.635,-1.658,-2.146,-3.611,-4.588,-6.053,-6.541,-6.541,-5.564,-3.123,-1.658,-1.658,-3.611,-6.053,-8.494,-8.982,-8.006,-6.541,-5.076,-4.588,-4.588,-4.588,-5.076,-5.564,-6.053,-5.564,-5.564,-5.564,-6.541,-7.029,-6.541,-4.588,-3.123,-2.146,-2.635,-4.588,-6.541,-8.494,-8.982,-8.006,-6.053,-3.611
5,AF2,41,-7.212,-5.747,-3.306,0.112,2.553,4.018,2.553,0.112,-2.330,-2.330,-0.376,1.088,1.577,0.600,-1.353,-2.330,-2.330,-1.353,-0.376,-0.376,-0.376,-0.376,-1.353,-2.818,-4.283,-4.283,-3.794,-2.330,-1.353,-1.353,-0.865,0.112,1.088,2.553,4.018,5.483,6.460,6.948,6.948,6.460,5.971,6.460,7.436,7.924,6.948,5.483,4.018,3.530,3.530,3.530,1.577,-0.376,-1.841,-1.841,-0.376,1.577,2.553,2.065,1.088,0.600,0.600,2.553,4.995,6.460,6.460,4.995,4.018,3.530,4.506,5.971,6.460,6.948,5.483,4.018,2.553,1.577,1.577,2.065,2.553,2.553,1.577,-0.376,-2.330,-2.330,-1.353,-0.376,-0.376,-1.353,-2.818,-3.794,-3.794,-2.330,-0.376,1.088,1.577,0.600,-0.376,-0.376,0.112,1.088,2.065,1.577,0.600,0.600,0.112,0.112,0.112,-0.376,-1.353,-1.841,-1.841,-2.330,-2.818,-3.794,-3.794,-2.330,-0.376,0.600,1.088,0.600,-0.376,-1.353,-1.353,-0.865,0.112,2.065,3.530,4.995,4.995,4.018,2.553,1.088,0.600,1.088,1.088,0.600,-0.376,-1.841,-2.818,-2.330,-0.865,0.112,0.600,-0.376,-1.841,-2.330,-1.841,-1.353,-0.865,-0.865,0.112,1.088,2.065,1.577,-0.376,-2.330,-3.794,-3.794,-2.818,-1.841,-1.353,-0.376,0.600,1.577,2.553,2.065,1.088,0.112,-0.376,0.112,0.112,0.600,1.088,1.577,2.065,2.065,2.065,1.577,0.112,-0.865,-0.865,0.112,3.042,5.483,6.460,5.971,4.506,4.018,4.018,4.995,5.483,4.995,4.506,4.018,3.530,3.530,3.530,4.018,5.971,7.436,8.413,7.436,5.483,3.530,3.042,4.018,6.460,8.413,8.413,6.460,2.065,-2.330,-4.283,-3.794,-1.353,0.600,0.600,-0.865,-2.330,-3.306,-3.306,-3.306,-2.818,-2.330,-1.841,-1.841,-2.818,-4.283,-6.724,-7.701,-7.701,-6.724,-5.259,-3.794,-2.818,-2.818,-3.306,-3.794,-4.283,-4.283,-4.283,-4.283,-5.747,-6.236,-6.236,-4.771,-2.818,-0.865,-0.865,-1.353,-3.794,-5.747,-7.701,-7.701,-6.724,-4.283
6,FZ,41,-2.970,-2.482,-1.017,1.424,2.889,3.377,2.889,1.424,-0.041,-0.529,0.936,1.912,1.912,0.936,0.448,-0.041,-0.041,0.936,0.936,0.936,0.936,0.448,-0.529,-1.994,-2.970,-2.970,-1.994,-1.017,-0.041,-0.529,-0.529,-0.041,1.424,2.889,4.354,5.330,6.307,6.307,6.307,5.819,5.819,5.819,6.307,6.795,6.307,5.330,4.842,3.866,2.889,1.424,-0.529,-1.506,-1.994,-1.017,-0.041,0.448,0.936,0.936,0.448,0.448,0.936,1.912,3.377,4.842,4.842,4.354,3.377,3.377,4.354,5.819,6.795,6.795,5.819,4.354,3.377,2.889,2.401,2.401,2.889,2.401,1.424,-0.041,-1.017,-1.017,-0.041,0.936,0.448,-0.529,-1.506,-2.482,-2.970,-1.994,-1.017,-0.041,0.936,0.936,-0.041,-0.529,-0.041,0.936,1.912,1.424,0.448,-0.041,-1.017,-0.529,-0.529,-0.529,-0.529,-1.017,-1.017,-1.506,-2.482,-3.459,-2.970,-1.994,-0.529,0.448,0.936,0.936,-0.041,-0.529,-1.017,-1.017,-0.041,1.424,2.889,3.377,2.889,1.424,-0.041,-1.017,-1.506,-1.017,-0.529,-0.529,-1.017,-1.994,-3.459,-2.970,-2.482,-2.482,-1.994,-2.970,-3.459,-2.970,-2.482,-1.017,-1.017,-1.017,-1.017,-0.529,-0.529,-1.017,-1.994,-3.947,-4.435,-4.435,-4.435,-3.947,-3.459,-2.482,-1.506,-1.017,-1.017,-1.994,-2.970,-3.459,-3.459,-2.970,-2.482,-1.994,-1.506,-1.506,-1.506,-1.994,-2.482,-2.482,-2.970,-3.459,-3.947,-2.482,-0.529,0.936,1.912,0.936,-0.041,-0.529,0.448,1.424,1.912,1.424,0.936,0.936,-0.041,-0.041,-0.041,0.936,2.889,3.866,3.866,3.377,1.912,0.936,0.936,1.424,2.889,3.866,3.866,2.401,-0.041,-2.482,-3.459,-3.459,-1.994,-1.017,-1.506,-1.994,-2.970,-4.435,-4.924,-4.924,-3.947,-1.994,-0.529,-0.041,-1.017,-3.459,-5.900,-6.877,-6.388,-5.412,-4.435,-3.459,-2.970,-2.970,-3.947,-4.435,-4.924,-4.924,-4.924,-4.435,-4.924,-5.412,-5.412,-4.435,-2.970,-2.482,-1.994,-2.970,-3.947,-4.924,-5.412,-5.900,-4.924,-3.459
7,F4,41,-2.818,-2.818,-0.865,1.088,3.530,4.018,2.553,0.112,-2.330,-2.818,-1.841,-0.865,-0.376,-1.353,-1.841,-1.353,-1.353,-0.865,-1.841,-2.330,-2.330,-2.330,-1.841,-2.818,-4.771,-5.747,-5.259,-3.794,-2.330,-1.353,-0.376,-0.376,-0.376,0.112,1.088,2.065,3.042,3.530,3.042,2.065,2.065,2.553,4.018,4.506,3.530,2.553,1.577,1.088,1.088,0.600,-0.376,-1.353,-1.841,-1.841,-0.865,0.112,0.600,0.600,-0.376,-1.353,-1.353,0.112,1.577,2.553,2.553,1.577,0.112,0.112,1.577,3.530,4.506,4.506,3.042,1.577,-0.376,-0.865,-0.865,-0.376,-0.376,-0.376,-1.353,-2.330,-3.306,-3.306,-2.818,-2.818,-3.306,-4.771,-5.259,-5.747,-5.259,-3.794,-1.841,-0.376,-0.376,-1.353,-2.330,-2.818,-1.841,0.112,1.577,2.065,1.577,1.088,0.112,-0.376,-1.353,-2.330,-2.330,-2.330,-2.330,-2.818,-3.794,-4.771,-5.259,-3.794,-2.330,-0.376,0.112,0.600,-0.376,-1.353,-2.818,-2.818,-1.841,0.600,2.553,4.506,4.018,2.553,1.577,1.088,1.088,2.065,2.065,1.577,0.112,-1.353,-2.330,-1.353,-0.376,0.600,0.112,-0.865,-1.841,-1.841,-1.353,-1.353,-1.353,-1.841,-1.353,-0.376,0.112,-0.376,-1.353,-2.818,-3.794,-3.306,-3.306,-3.306,-3.306,-2.818,-1.841,0.112,1.577,2.065,2.553,2.065,2.065,1.577,1.577,1.088,1.577,1.577,2.065,2.065,2.065,2.065,1.088,0.600,0.112,0.600,2.553,4.506,5.483,4.995,4.018,3.042,3.042,3.042,3.530,3.530,3.530,3.042,2.553,2.065,2.065,3.042,4.995,6.460,6.460,5.483,4.018,3.042,3.042,3.530,4.995,5.971,5.971,4.018,1.577,-1.353,-2.818,-2.818,-1.353,0.112,0.112,-0.865,-1.841,-2.818,-3.306,-2.818,-2.330,-1.353,-0.865,-1.353,-2.330,-4.771,-6.724,-8.189,-8.189,-6.724,-4.771,-3.306,-2.818,-3.306,-3.794,-4.283,-4.283,-3.306,-3.306,-3.794,-5.259,-6.236,-6.236,-4.771,-2.330,0.112,0.600,-0.376,-2.330,-4.283,-5.747,-6.236,-5.259,-3.306
8,F3,41,-2.909,-1.444,0.020,1.485,0.997,0.509,-0.956,-2.421,-2.909,-2.421,-0.956,0.509,1.485,1.485,0.997,1.485,1.485,1.973,2.462,2.462,1.973,0.997,0.020,-1.444,-1.933,-1.933,-1.444,-0.468,0.020,0.509,0.997,1.973,3.927,5.880,7.345,7.833,6.856,4.903,2.950,1.973,2.462,3.927,5.880,6.856,5.880,4.415,2.950,1.973,1.485,0.997,0.020,-0.468,-0.956,-0.956,-0.468,0.020,0.509,0.997,1.973,2.462,2.950,3.438,3.927,3.927,3.927,2.950,2.950,3.438,4.415,5.880,6.368,5.880,4.415,2.462,1.485,0.509,0.020,0.020,0.020,0.020,-1.444,-2.421,-3.398,-3.886,-2.421,-0.956,0.020,-0.468,-1.444,-2.421,-3.398,-2.421,-1.444,0.020,0.997,0.509,0.020,0.020,0.509,1.485,2.462,2.462,1.485,0.020,-0.468,-0.956,-0.468,-0.468,-0.956,-1.444,-1.444,-1.933,-1.933,-1.444,-1.933,-1.933,-1.933,-1.933,-1.444,-0.956,-0.468,0.509,0.509,0.997,1.485,1.973,1.973,1.973,0.997,0.020,-0.956,-1.933,-1.933,-1.933,-1.444,-0.956,-0.956,-1.444,-2.421,-4.374,-5.351,-5.351,-5.351,-4.374,-3.886,-2.421,-1.933,-0.956,-0.468,-0.468,-0.468,-0.468,-0.468,-0.956,-1.933,-1.933,-1.933,-1.444,-0.956,-0.956,-1.444,-0.956,-0.468,0.509,0.509,-0.468,-2.421,-3.398,-3.886,-3.398,-1.933,-0.956,0.020,0.020,-0.468,-0.956,-1.444,-1.933,-2.909,-3.398,-3.398,-1.933,0.020,0.997,1.485,0.997,0.997,1.973,3.927,5.391,5.880,3.927,2.462,0.509,0.509,0.509,0.509,0.997,0.997,1.485,1.973,1.973,1.485,0.509,0.020,0.509,1.973,3.927,4.415,2.950,0.020,-2.909,-4.374,-4.374,-2.909,-1.444,-1.444,-1.933,-3.886,-5.839,-6.816,-7.304,-6.327,-4.862,-2.909,-1.933,-2.909,-5.351,-7.304,-8.769,-7.792,-6.327,-5.351,-4.374,-3.398,-3.398,-3.886,-4.862,-5.351,-5.839,-5.351,-4.862,-4.374,-4.374,-4.374,-3.886,-3.398,-3.398,-3.398,-4.374,-5.351,-5.839,-5.839,-4.862,-3.398,-1.933
9,FC6,41,-2.574,-3.062,-2.085,-0.132,0.844,0.844,-0.621,-3.062,-4.527,-5.015,-4.038,-3.062,-3.550,-3.550,-3.062,-2.574,-1.109,-1.109,-2.574,-3.550,-4.038,-3.550,-2.574,-3.062,-5.015,-6.968,-7.456,-6.480,-4.038,-2.574,-1.597,-2.085,-2.085,-1.109,-0.132,0.844,-0.132,-1.597,-4.038,-4.527,-3.550,-1.597,0.356,0.844,-0.621,-2.574,-3.550,-3.062,-1.597,-1.109,-1.109,-1.597,-2.574,-2.574,-2.085,-1.597,-1.109,-1.597,-2.574,-3.550,-4.038,-3.062,-1.109,-0.132,-0.621,-3.062,-4.527,-5.503,-4.038,-1.597,-0.621,-1.109,-3.062,-5.015,-6.480,-6.968,-6.968,-6.968,-6.968,-6.968,-6.968,-7.456,-7.945,-8.433,-8.921,-8.921,-9.410,-10.386,-11.363,-11.851,-11.363,-8.921,-6.968,-5.015,-5.015,-5.992,-6.968,-6.968,-6.480,-5.503,-3.550,-2.574,-1.597,-0.621,-1.109,-2.574,-5.503,-8.433,-9.898,-9.410,-8.433,-6.968,-7.456,-8.921,-9.898,-9.410,-8.433,-6.968,-5.992,-5.015,-5.015,-5.992,-6.968,-7.945,-6.968,-4.038,-1.109,1.333,1.821,0.356,-1.109,-2.085,-1.109,-0.621,-0.132,-0.621,-2.085,-3.550,-4.038,-3.550,-3.062,-2.574,-3.550,-4.527,-5.503,-5.015,-4.527,-4.038,-4.038,-5.015,-5.015,-4.527,-3.550,-2.574,-2.085,-2.085,-2.085,-3.062,-4.038,-5.015,-5.503,-4.527,-3.062,-0.132,1.821,3.286,3.774,3.774,3.286,2.309,1.333,0.844,0.844,1.333,1.333,1.333,1.821,1.821,1.821,0.844,-0.132,-1.109,-0.132,1.333,3.774,5.239,5.239,3.774,1.821,0.844,-0.132,-0.621,-0.132,-0.621,-1.109,-1.597,-1.597,-0.132,1.821,3.286,3.774,3.286,2.309,1.333,0.844,0.844,0.844,0.844,1.333,0.844,-0.621,-3.062,-5.015,-5.992,-5.503,-4.038,-3.062,-3.062,-3.062,-4.038,-4.527,-5.015,-5.503,-5.992,-6.480,-6.480,-6.480,-7.456,-8.433,-9.410,-8.921,-7.945,-6.480,-4.527,-3.550,-4.038,-5.503,-6.968,-6.968,-6.480,-5.015,-4.527,-5.503,-7.456,-8.921,-8.433,-6.968,-4.527,-3.062,-3.062,-4.038,-5.992,-7.945,-8.433,-7.945,-6.480
