,filename,trials,samples,post_stim_samples,stimulation,trial
0,,,,,,
1,co2c0000346.rd,120,416,368,S1 obj,0
2,co2c0000346.rd,120,416,368,S2 nomatch,1
3,co2c0000346.rd,120,416,368,S2 match,3
4,co2c0000346.rd,120,416,368,S1 obj,4
5,co2c0000346.rd,120,416,368,S2 nomatch,5
6,co2c0000346.rd,120,416,368,S1 obj,6
7,co2c0000346.rd,120,416,368,S2 nomatch,7
8,co2c0000346.rd,120,416,368,S1 obj,8
9,co2c0000346.rd,120,416,368,S2 match,9
10,co2c0000346.rd,120,416,368,S1 obj,10
11,co2c0000346.rd,120,416,368,S2 match,11
12,co2c0000346.rd,120,416,368,S2 nomatch,13
13,co2c0000346.rd,120,416,368,S1 obj,14
14,co2c0000346.rd,120,416,368,S2 nomatch,15
15,co2c0000346.rd,120,416,368,S2 match,17
16,co2c0000346.rd,120,416,368,S1 obj,18
17,co2c0000346.rd,120,416,368,S2 nomatch,19
18,co2c0000346.rd,120,416,368,S2 nomatch,21
19,co2c0000346.rd,120,416,368,S2 match,23
20,co2c0000346.rd,120,416,368,S1 obj,24
21,co2c0000346.rd,120,416,368,S2 match,25
22,co2c0000346.rd,120,416,368,S1 obj,26
23,co2c0000346.rd,120,416,368,S2 match,27
24,co2c0000346.rd,120,416,368,S1 obj,28
25,co2c0000346.rd,120,416,368,S2 nomatch,29
26,co2c0000346.rd,120,416,368,S2 nomatch,31
27,co2c0000346.rd,120,416,368,S2 nomatch,33
28,co2c0000346.rd,120,416,368,S2 match,37
29,co2c0000346.rd,120,416,368,S2 match,41
30,co2c0000346.rd,120,416,368,S2 match,47
