Channel_Number,Channel,Trial,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
0,FP1,8,3.652,6.093,7.558,8.535,7.558,7.558,8.046,9.023,9.511,8.535,6.582,4.628,3.164,2.187,1.699,1.699,2.675,5.117,7.558,9.023,9.511,8.535,7.070,6.582,7.070,8.535,10.488,11.953,11.953,12.441,13.418,14.882,17.324,18.300,17.812,15.371,12.929,12.441,13.906,15.859,17.324,16.347,13.906,11.953,12.929,16.347,19.277,21.230,20.253,17.324,14.394,12.929,12.929,12.929,12.441,10.976,10.000,9.511,8.535,7.070,5.605,4.140,4.628,7.070,9.511,10.976,9.023,5.605,1.211,-1.719,-3.672,-3.672,-3.672,-3.672,-3.184,-1.719,0.722,2.187,2.675,1.699,0.722,0.234,1.211,1.699,1.699,0.234,-1.719,-2.207,-1.231,0.234,1.211,0.722,-0.743,-1.719,-1.719,0.722,3.164,4.628,5.117,4.140,2.187,0.234,-1.719,-3.672,-6.114,-7.579,-9.043,-9.043,-8.555,-8.555,-7.579,-6.114,-3.672,-0.743,1.699,1.699,-0.254,-3.184,-5.137,-5.625,-5.137,-5.137,-6.114,-8.067,-9.043,-8.067,-5.625,-3.672,-3.672,-5.625,-7.579,-8.555,-7.579,-6.114,-5.625,-5.625,-5.625,-4.649,-2.696,-0.743,-1.719,-4.161,-7.579,-9.532,-9.532,-7.579,-4.649,-3.184,-3.184,-4.161,-5.625,-5.625,-5.137,-4.161,-3.672,-4.161,-6.114,-8.067,-9.043,-8.067,-6.602,-4.649,-3.672,-3.184,-2.696,-2.207,-1.231,-0.743,0.234,0.234,0.722,1.211,1.699,1.699,1.699,2.187,4.140,7.070,10.488,11.953,10.976,8.535,7.070,7.070,7.558,9.511,10.000,9.511,8.535,7.558,6.582,6.093,4.628,3.652,2.187,2.187,2.187,2.675,2.675,3.164,3.652,4.140,3.652,1.699,-1.231,-4.161,-6.114,-6.114,-5.137,-3.672,-3.184,-3.184,-3.184,-2.696,-1.719,-0.254,1.211,1.211,2.187,1.699,0.234,-1.231,-3.184,-5.137,-6.114,-7.090,-7.579,-7.579,-7.579,-8.555,-9.043,-9.043,-8.067,-6.602,-4.161,-2.696,-2.207,-2.207,-2.696,-2.696,-1.719,-1.231,-0.254,0.722,1.211,1.699,1.699,1.211,0.722,1.211,3.164,5.605,7.558,7.558,5.117,1.211
1,FP2,8,3.479,3.967,5.920,8.362,10.803,12.268,12.268,11.780,10.315,9.338,8.362,7.385,5.432,2.991,1.038,0.549,2.014,4.944,7.874,9.827,10.315,9.827,8.850,7.874,7.385,8.362,9.827,12.268,14.221,15.686,16.663,18.127,19.104,20.081,20.081,19.104,18.127,17.151,17.151,17.151,17.151,16.663,16.174,16.174,17.151,18.127,20.081,20.569,19.592,16.663,13.733,11.292,10.803,12.268,14.709,16.174,16.174,14.221,11.292,8.362,6.897,6.897,7.385,8.362,8.850,9.338,8.850,8.362,7.385,4.944,2.502,0.549,-0.916,-0.916,-0.916,0.549,2.502,4.456,5.920,7.385,6.897,6.409,5.920,5.920,6.409,6.409,6.409,5.920,5.920,5.920,6.409,6.409,5.920,5.432,5.432,5.920,7.385,9.338,9.827,9.338,7.874,5.920,3.479,0.549,-1.404,-3.357,-4.333,-4.333,-4.333,-4.333,-4.333,-4.333,-2.869,-1.404,0.061,0.549,-0.427,-1.892,-2.869,-3.357,-3.357,-3.845,-4.822,-6.287,-6.775,-6.287,-5.798,-5.310,-5.310,-5.798,-5.798,-5.310,-5.310,-5.310,-5.798,-6.287,-5.798,-3.845,-1.892,-0.916,-2.380,-4.822,-7.263,-8.240,-7.751,-6.775,-5.310,-5.310,-5.310,-5.310,-5.798,-5.310,-4.822,-4.333,-5.310,-6.287,-7.751,-8.728,-9.216,-9.705,-9.216,-8.728,-7.263,-6.287,-5.310,-4.822,-3.845,-3.357,-1.892,-0.916,-0.427,-0.916,-2.380,-4.333,-5.310,-4.333,-1.892,1.038,2.991,3.479,3.479,2.502,2.502,2.991,2.502,2.991,2.991,2.991,3.479,3.479,2.991,2.014,0.549,-0.916,-1.404,-1.892,-1.892,-0.916,0.061,1.038,1.038,0.549,-0.916,-2.869,-4.822,-4.822,-4.333,-3.357,-2.380,-2.869,-4.333,-5.798,-7.263,-7.751,-7.263,-6.287,-4.822,-3.357,-2.869,-3.357,-3.845,-3.845,-3.357,-3.845,-5.798,-8.240,-10.681,-11.169,-10.193,-8.728,-8.240,-9.216,-10.193,-9.705,-7.751,-5.798,-4.822,-4.822,-6.287,-6.287,-4.822,-2.869,-1.404,-0.916,-0.916,-0.916,-0.427,0.061,0.549,0.061,0.061,0.061,1.038,1.038,0.549,-1.404
2,F7,8,0.509,0.020,1.485,4.415,6.856,7.833,5.880,2.462,-0.956,-2.421,-1.444,0.509,0.997,-1.444,-5.839,-9.257,-9.257,-6.327,-1.444,2.462,3.927,3.927,3.438,2.950,2.462,0.509,-1.444,-1.444,1.485,5.391,8.809,8.809,6.368,3.927,3.927,5.880,8.321,8.809,6.368,2.462,0.997,3.438,7.345,11.251,12.227,10.763,9.786,10.763,13.692,16.622,18.087,17.598,15.157,12.716,9.786,6.856,4.415,3.438,3.927,4.415,3.927,1.485,-0.956,-1.933,-1.444,0.020,0.020,-0.956,-2.909,-5.839,-7.792,-9.257,-10.234,-10.234,-10.234,-8.769,-6.816,-5.839,-6.327,-7.792,-9.745,-11.210,-11.210,-11.698,-12.187,-14.140,-14.628,-14.628,-13.163,-10.722,-8.280,-6.327,-5.351,-4.862,-3.886,-1.933,0.997,4.415,6.368,5.391,1.485,-3.886,-7.792,-8.280,-4.862,0.020,3.438,3.927,1.485,-1.444,-3.398,-3.886,-2.909,-1.444,-0.956,-0.956,-1.933,-2.909,-3.886,-4.374,-4.862,-4.862,-4.374,-3.886,-3.398,-3.398,-3.886,-4.374,-5.351,-5.839,-6.327,-5.839,-4.374,-2.421,-1.444,-1.933,-2.909,-3.398,-1.933,0.509,1.485,0.997,-1.444,-2.909,-2.421,0.509,3.438,4.415,2.950,-0.956,-3.886,-5.351,-4.374,-2.421,0.020,1.485,0.997,-1.444,-3.398,-4.374,-2.909,-0.956,0.997,1.485,1.973,2.950,4.903,7.345,8.809,8.809,8.321,8.321,9.786,11.251,12.716,12.227,11.251,9.786,9.298,10.763,13.692,18.087,22.481,24.923,25.411,23.946,21.993,20.528,19.552,18.575,17.110,16.134,15.157,14.669,15.157,14.669,13.204,10.274,6.856,4.903,4.415,4.903,5.880,5.391,3.927,1.485,-1.444,-3.886,-4.862,-3.886,-1.933,-0.468,0.020,-0.956,-1.444,-0.468,2.950,6.368,8.321,7.345,3.927,0.509,-1.444,-1.933,-0.956,-0.468,0.509,1.485,1.973,1.485,0.509,-0.956,-2.421,-1.933,0.020,1.485,1.973,0.509,-0.956,-1.933,0.020,3.927,7.345,8.809,7.833,6.856,6.856,7.833,9.298,10.274,9.298,8.809,8.809,10.274,11.739,11.251
3,F8,8,-1.007,-1.007,0.458,3.387,5.829,7.782,7.294,5.829,4.852,4.852,4.852,3.876,-0.031,-4.913,-9.308,-9.796,-5.890,-1.007,3.876,5.341,4.364,1.923,0.458,0.458,2.411,4.364,5.829,6.805,6.805,7.294,8.759,10.712,12.665,14.130,14.618,14.130,13.641,12.177,10.223,7.782,6.317,5.829,7.782,10.712,12.665,12.665,10.712,8.270,6.317,4.852,3.876,2.899,2.411,3.387,4.852,6.317,7.294,7.294,5.829,4.852,3.876,3.876,4.364,4.852,5.341,5.341,5.341,4.852,3.387,1.434,-0.031,-1.495,-2.472,-3.448,-4.913,-5.402,-4.913,-3.448,-1.984,-1.495,-1.984,-2.960,-3.448,-2.960,-1.495,-1.007,-0.519,-1.007,-1.007,-0.519,0.458,0.946,0.458,-0.031,-0.519,0.946,2.899,5.341,5.829,4.852,2.899,1.923,0.946,-0.031,-1.495,-3.448,-4.913,-4.913,-4.425,-3.937,-4.913,-7.355,-8.331,-7.843,-5.890,-4.913,-5.402,-7.355,-9.308,-9.308,-8.331,-7.843,-8.820,-10.284,-10.773,-10.284,-9.308,-8.820,-10.284,-10.773,-11.261,-10.284,-8.820,-8.820,-9.796,-10.773,-10.284,-7.843,-4.913,-3.937,-5.402,-8.331,-9.308,-8.820,-6.378,-4.425,-4.425,-5.890,-8.331,-9.796,-11.749,-13.214,-14.679,-14.679,-13.702,-12.726,-12.726,-13.702,-15.167,-16.144,-15.656,-14.679,-12.726,-11.749,-11.261,-11.749,-12.238,-12.726,-12.238,-10.773,-9.796,-8.331,-8.820,-10.773,-13.702,-15.656,-15.656,-12.238,-6.866,-1.984,0.946,0.946,-0.031,-1.495,-2.472,-2.960,-2.960,-2.472,-1.984,-1.495,-1.495,-2.472,-5.402,-8.331,-10.773,-10.773,-9.308,-6.378,-3.937,-2.960,-3.448,-4.913,-6.378,-7.355,-7.843,-6.866,-5.402,-3.448,-1.007,-0.031,-1.007,-4.425,-8.820,-11.749,-12.238,-9.796,-5.890,-3.937,-3.937,-5.402,-6.378,-5.890,-4.913,-4.913,-6.866,-9.796,-12.238,-11.749,-10.284,-9.308,-10.773,-13.702,-16.144,-14.679,-10.773,-6.378,-4.425,-4.913,-7.355,-8.820,-8.820,-8.331,-7.355,-7.355,-6.866,-5.402,-3.448,-1.984,-1.984,-2.472,-3.448,-4.425,-4.913,-5.890,-7.355,-9.308
4,AF1,8,4.395,4.883,6.348,7.812,9.766,11.230,11.719,11.230,11.230,10.742,10.742,10.254,9.277,7.812,5.859,4.883,5.371,7.324,9.277,11.719,12.695,12.695,11.719,11.230,10.742,11.230,11.719,13.184,14.160,15.137,16.113,17.090,18.066,19.043,20.020,19.531,19.043,18.555,17.090,16.113,15.137,14.648,14.648,16.113,17.578,19.531,20.996,21.973,21.484,20.020,19.531,18.555,18.066,17.090,16.113,14.648,13.184,11.719,10.742,9.766,8.789,7.812,6.836,6.836,7.324,8.301,7.812,6.836,4.883,2.441,0.488,-0.488,-1.465,-1.953,-1.465,-0.488,1.465,3.906,4.883,5.371,5.371,5.371,4.883,5.371,4.883,3.906,3.418,2.441,2.930,3.906,4.883,5.371,4.395,3.906,4.395,5.371,7.324,8.789,8.789,7.812,5.371,2.930,0.488,-1.465,-1.953,-1.953,-0.977,-0.977,-0.488,-0.488,-0.488,0.000,0.488,0.977,1.465,0.488,-0.488,-1.465,-1.465,-1.953,-1.953,-2.930,-4.395,-4.883,-4.883,-3.906,-1.953,-0.488,-0.488,-1.465,-3.418,-4.395,-3.906,-2.930,-1.465,0.000,0.977,1.465,1.953,1.465,0.000,-2.441,-4.395,-5.859,-4.883,-2.441,-0.488,0.488,-0.488,-1.465,-1.953,-0.977,0.977,2.441,1.953,0.488,-0.977,-0.977,-0.488,0.977,2.930,2.930,2.930,2.441,2.930,3.906,4.395,4.883,4.883,4.883,5.371,6.348,7.324,7.812,7.324,6.348,5.371,4.883,4.883,5.371,5.859,6.348,7.324,7.324,7.812,7.812,8.301,8.789,8.301,7.324,6.348,5.371,5.371,5.859,5.859,4.883,3.906,2.441,2.441,3.418,4.883,5.859,5.371,2.930,0.488,-0.977,-0.977,-0.977,0.000,-0.488,-1.465,-2.441,-2.441,-2.441,-1.465,0.000,0.977,1.953,2.441,1.953,0.488,-1.465,-2.930,-3.906,-5.371,-5.859,-6.348,-6.348,-5.859,-4.883,-3.906,-3.906,-3.418,-2.441,-1.465,-0.488,0.000,0.488,0.488,0.488,0.977,2.441,3.906,5.371,6.836,7.812,8.301,8.301,8.301,7.812,7.812,7.812,8.301,8.301,7.812,6.836
5,AF2,8,3.937,4.913,6.866,8.820,10.284,10.773,11.261,11.261,11.261,11.749,11.749,11.749,10.284,8.331,6.866,5.890,6.866,9.308,12.238,14.679,15.656,15.167,13.702,12.238,11.749,11.749,13.214,14.679,16.144,17.609,18.097,19.073,19.562,20.050,20.050,19.562,18.585,18.097,17.120,16.632,15.656,15.656,16.144,17.609,19.073,20.050,20.538,20.538,19.562,18.097,16.632,15.656,14.191,13.702,13.214,12.726,11.261,10.284,9.308,8.331,7.843,7.355,6.866,7.355,7.355,7.355,7.355,6.378,4.913,3.448,2.472,1.495,1.007,0.519,1.007,2.472,4.425,6.866,8.331,8.331,7.843,6.378,6.378,6.866,7.843,7.843,7.355,6.866,6.378,6.378,6.866,7.355,6.866,6.378,6.378,6.866,8.331,9.796,9.796,8.820,6.378,3.937,1.984,0.031,-1.434,-2.411,-2.899,-2.899,-1.923,-1.434,-0.458,0.031,0.031,1.007,1.984,2.472,2.472,1.495,0.519,0.031,-0.946,-1.434,-2.411,-3.387,-3.876,-2.899,-1.923,-0.946,-0.458,-0.946,-1.434,-1.923,-1.923,-1.434,-0.946,-0.458,0.031,1.495,1.984,2.472,1.495,-0.458,-2.411,-3.387,-3.387,-2.899,-1.923,-1.923,-1.434,-1.434,-1.434,-0.946,0.031,0.031,-0.458,-0.946,-0.946,-0.946,-0.946,-0.946,-0.458,0.031,0.519,1.007,1.007,1.495,1.495,1.984,3.448,4.425,5.402,5.402,3.937,2.960,1.495,1.007,1.984,2.472,3.937,3.937,3.937,3.937,3.448,3.448,3.937,4.425,4.913,4.913,4.913,4.913,4.425,3.937,3.448,2.472,1.984,1.007,0.519,0.519,1.495,2.960,3.937,3.937,2.960,1.007,-0.458,-1.434,-0.946,-0.458,0.031,0.031,0.031,-0.946,-1.923,-1.923,-1.923,-1.434,-0.458,0.031,1.007,1.007,1.007,-0.458,-1.923,-3.876,-5.341,-6.317,-6.317,-5.829,-5.341,-4.852,-4.364,-4.852,-5.341,-4.852,-3.876,-1.923,-0.946,0.031,-0.458,-0.458,-0.458,0.031,1.495,2.472,3.937,4.425,4.913,5.402,5.402,5.402,5.402,5.890,6.378,5.890,4.425,2.960
6,FZ,8,2.675,4.140,5.117,6.582,8.046,9.023,10.000,10.000,10.488,10.976,10.488,10.488,10.488,9.511,8.535,8.046,8.046,9.511,10.976,12.929,13.906,13.418,12.441,11.464,10.488,10.488,10.976,11.953,12.929,13.418,13.418,14.394,14.882,15.859,15.859,15.859,15.371,13.906,13.418,12.441,11.953,11.953,11.953,12.441,13.418,14.882,15.859,16.347,15.859,14.882,13.906,12.929,12.441,11.953,10.976,9.511,8.046,7.070,6.582,6.093,5.605,4.628,4.140,3.652,3.652,3.652,3.652,2.675,2.187,1.211,0.722,-0.254,-0.743,-0.743,-0.743,0.234,2.187,4.140,5.605,6.093,6.093,5.117,4.628,5.117,5.605,5.605,5.117,4.628,4.140,4.628,5.117,5.605,5.117,4.628,4.628,5.117,6.582,7.558,8.046,7.070,5.117,2.675,1.211,-0.254,-0.743,-1.231,-0.743,0.234,0.722,1.211,1.211,1.211,1.211,1.699,1.699,1.211,0.722,0.234,-0.743,-0.743,-1.231,-1.719,-2.696,-3.184,-3.672,-2.696,-1.719,-0.743,-0.254,-0.254,-1.231,-1.719,-2.207,-1.719,-1.719,-0.743,-0.254,0.722,1.211,1.211,0.234,-1.231,-2.696,-3.672,-3.672,-2.696,-1.719,-1.719,-1.231,-1.719,-0.743,-0.254,0.722,0.722,0.722,0.722,0.722,1.211,1.699,2.187,2.187,2.187,2.675,3.652,3.652,4.140,3.652,3.652,4.140,4.628,5.117,5.605,4.628,3.652,2.675,2.187,2.675,2.675,2.187,1.699,1.211,1.699,2.187,2.675,3.652,3.652,3.652,3.652,3.164,2.675,2.187,2.187,2.187,2.675,2.187,1.699,0.722,0.722,1.211,1.699,2.675,2.675,2.187,0.722,-0.743,-1.231,-1.719,-1.231,-0.743,-0.743,-0.743,-1.231,-1.719,-1.719,-1.719,-0.743,0.234,0.722,1.211,0.722,0.234,-0.743,-1.719,-2.696,-3.672,-4.161,-4.161,-3.672,-3.672,-3.184,-3.184,-3.672,-3.672,-3.184,-2.207,-1.231,-0.743,0.234,0.234,0.234,0.722,1.211,2.187,3.164,4.140,4.628,4.628,4.628,4.140,4.140,4.140,4.628,5.117,4.628,3.652,2.187
7,F4,8,2.319,3.784,5.249,6.714,7.690,8.667,8.667,9.155,9.644,10.132,10.132,9.644,8.179,6.226,4.761,4.272,5.249,7.690,10.620,12.573,13.062,12.573,11.108,10.132,10.132,10.132,10.620,11.597,12.085,13.062,14.526,15.503,15.991,15.991,15.503,15.015,14.526,14.038,13.550,12.085,10.620,10.132,11.108,12.573,14.038,14.526,14.526,14.038,13.062,12.573,12.085,11.597,10.132,9.155,8.179,7.690,7.202,7.202,6.226,5.737,5.249,5.249,5.737,5.737,5.737,4.761,3.784,2.808,2.808,3.784,3.784,2.808,1.343,0.366,-0.122,1.343,3.784,6.226,7.202,6.714,5.737,4.272,4.272,5.249,6.226,6.226,5.249,3.784,2.808,2.808,4.272,4.761,4.272,3.784,2.808,3.784,5.249,6.226,6.226,5.249,3.784,2.319,0.366,-0.610,-1.587,-2.563,-2.563,-2.563,-2.563,-1.587,-1.587,-1.099,-1.099,-0.610,-0.610,-0.122,-0.610,-1.099,-2.075,-3.052,-4.028,-4.517,-5.005,-5.493,-5.005,-4.517,-4.028,-4.028,-4.028,-3.540,-3.052,-2.563,-2.563,-2.563,-3.052,-3.540,-3.052,-1.099,0.366,0.854,-0.122,-1.587,-2.563,-3.052,-3.052,-3.052,-3.052,-3.052,-3.052,-2.563,-2.563,-2.563,-2.563,-3.540,-3.540,-3.052,-3.052,-2.563,-2.563,-2.563,-3.052,-3.052,-3.052,-3.052,-2.563,-2.563,-2.563,-2.075,-1.099,0.366,0.854,0.366,-0.610,-2.563,-4.028,-4.517,-4.517,-3.052,-2.075,-0.610,-0.610,-1.099,-1.587,-1.587,-1.099,-0.610,-0.122,0.366,-0.610,-1.099,-1.099,-0.610,-1.099,-1.587,-3.052,-4.517,-4.517,-3.540,-1.099,0.366,0.854,0.366,-1.587,-2.563,-3.052,-2.563,-2.075,-1.099,-0.610,-0.610,-1.099,-2.075,-3.052,-4.028,-4.517,-4.517,-4.028,-2.563,-2.075,-1.587,-1.099,-1.587,-1.587,-2.563,-3.540,-5.005,-5.981,-6.958,-6.470,-5.493,-5.005,-5.493,-5.981,-6.958,-6.958,-5.493,-3.052,-1.587,-0.610,-1.099,-1.587,-1.587,-0.610,0.366,1.343,1.343,1.831,1.343,1.831,2.319,2.808,2.808,2.319,0.854,-1.099,-3.540
8,F3,8,4.293,5.269,5.758,5.758,6.246,7.711,8.687,9.664,9.664,9.176,8.687,8.687,9.176,9.176,8.199,6.246,5.269,4.781,6.246,8.687,10.640,11.617,11.129,9.664,8.687,8.199,9.176,10.152,10.640,10.152,9.664,10.152,11.617,14.058,15.523,16.012,14.547,13.082,12.105,11.617,11.129,10.640,9.664,10.152,11.617,14.547,16.988,17.965,17.476,16.500,16.012,16.012,16.988,16.500,15.035,12.105,9.664,8.199,7.711,8.199,7.711,6.734,5.269,4.293,4.781,5.269,5.269,4.781,3.316,1.363,-0.590,-1.567,-2.543,-3.031,-3.520,-3.520,-2.543,-1.078,0.387,1.363,1.363,1.851,1.851,1.851,1.363,0.387,-1.567,-3.031,-4.008,-3.031,-0.590,1.363,2.828,3.316,3.805,4.293,5.269,6.734,7.711,6.734,4.781,1.363,-2.055,-3.520,-3.031,-1.567,-0.102,1.363,0.875,-0.102,-0.590,-0.590,0.387,1.851,2.340,1.851,-0.102,-2.055,-3.520,-4.496,-4.496,-4.496,-5.473,-6.449,-6.938,-5.961,-4.008,-1.567,0.387,0.387,-1.078,-2.543,-4.008,-4.008,-3.520,-2.543,-1.567,-0.590,-0.102,-0.102,-1.078,-2.543,-3.520,-4.008,-3.031,-1.567,-1.567,-3.031,-3.520,-4.008,-3.031,-1.078,-0.102,-0.102,-0.590,-1.078,-0.590,-0.102,-0.102,-1.078,-2.055,-2.543,-2.055,-0.102,1.363,2.340,1.851,1.363,1.363,1.851,2.828,3.316,3.316,2.828,2.340,2.828,3.805,4.293,4.293,3.805,3.805,4.781,6.246,7.222,7.222,5.758,4.781,4.781,5.269,5.758,5.269,3.805,3.316,3.316,4.781,5.269,4.781,3.316,1.363,0.387,0.875,2.340,2.828,2.340,0.387,-2.055,-3.520,-4.496,-3.520,-2.055,-0.590,0.387,-0.102,-1.078,-2.055,-1.567,-0.102,1.363,2.340,1.363,-1.078,-4.008,-5.961,-6.938,-6.449,-6.449,-5.961,-6.449,-6.938,-6.938,-6.449,-4.985,-3.520,-2.055,-1.567,-1.078,-1.078,-0.590,-0.590,-0.590,-1.078,-1.078,-0.102,1.851,3.805,5.758,6.734,6.734,6.246,6.246,6.734,6.734,6.734,5.269,3.316,2.340
9,FC6,8,0.336,1.801,2.289,2.777,2.777,2.289,1.312,-0.153,-0.641,-0.153,0.824,0.824,-1.617,-5.524,-8.942,-9.430,-6.989,-2.594,1.312,2.289,1.801,1.312,2.289,4.730,6.195,4.242,-0.153,-4.059,-3.571,1.801,9.125,13.031,11.566,7.660,3.754,3.265,5.219,6.195,4.730,1.801,-0.641,0.336,4.242,7.172,6.683,2.289,-4.059,-7.965,-6.012,-0.153,5.219,6.683,2.289,-3.571,-6.989,-6.500,-2.594,0.824,1.312,-0.153,-0.153,1.801,6.195,8.148,5.707,-0.641,-7.965,-10.895,-8.453,-3.082,0.824,0.824,-3.082,-7.965,-9.918,-7.965,-4.059,-0.641,-0.641,-3.082,-5.524,-5.524,-3.082,-0.153,0.336,-1.129,-4.059,-6.012,-6.500,-5.035,-4.059,-4.059,-5.524,-5.524,-4.059,-0.641,2.289,3.265,2.289,0.824,-0.153,0.824,1.801,1.312,-1.617,-5.524,-8.942,-9.430,-6.989,-3.571,-0.641,-0.641,-3.571,-6.500,-8.453,-7.477,-5.524,-3.571,-4.059,-6.500,-8.942,-9.918,-8.453,-6.012,-4.059,-4.059,-6.500,-9.918,-11.383,-9.918,-6.012,-2.594,-2.594,-5.035,-8.453,-10.406,-9.918,-7.965,-6.012,-4.547,-3.571,-2.106,-0.641,-0.153,-2.106,-5.524,-7.965,-7.477,-5.035,-1.617,-1.129,-4.547,-9.918,-13.824,-14.313,-11.871,-8.453,-6.012,-5.035,-6.012,-6.989,-7.965,-8.942,-9.918,-11.383,-12.848,-13.336,-11.871,-10.406,-7.965,-6.500,-6.012,-6.500,-7.965,-10.406,-13.336,-14.801,-13.824,-9.918,-4.547,-1.617,-2.106,-5.524,-7.477,-6.989,-3.082,0.336,1.312,-0.153,-2.594,-4.059,-3.571,-4.059,-6.989,-11.871,-15.289,-14.801,-10.406,-5.524,-2.594,-3.571,-6.500,-7.965,-6.989,-4.547,-2.106,-0.641,-0.641,-1.129,-2.106,-2.594,-3.571,-5.035,-6.500,-8.453,-10.406,-11.383,-10.406,-7.477,-3.571,-1.129,-0.641,-2.594,-5.035,-6.500,-6.989,-8.453,-9.918,-10.895,-10.406,-8.942,-8.942,-11.383,-16.266,-18.707,-17.242,-10.406,-3.082,-0.153,-2.106,-7.965,-11.383,-10.895,-7.477,-4.059,-2.594,-4.059,-5.524,-5.035,-1.617,1.312,2.777,-0.153,-5.524,-11.871,-16.754
