Channel_Number,Channel,Trial,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
0,FP1,37,-4.995,-5.483,-2.553,2.330,6.724,8.189,7.701,6.724,6.236,7.212,7.212,6.236,4.283,3.306,3.794,5.259,5.259,3.306,-0.112,-3.042,-4.995,-4.995,-4.506,-4.506,-4.506,-3.530,-1.088,0.865,1.353,-0.112,-3.042,-5.971,-6.460,-5.971,-4.018,-3.042,-3.042,-3.530,-3.530,-3.042,-2.553,-2.065,-2.065,-3.042,-4.018,-5.971,-7.924,-8.901,-7.924,-4.995,-1.577,1.353,1.841,-0.112,-3.042,-4.995,-4.995,-4.018,-2.065,-1.088,-1.088,-1.577,-1.577,-1.088,-0.600,-0.600,-0.600,-1.088,-1.577,-2.553,-3.042,-3.530,-3.042,-2.553,-3.042,-4.995,-7.436,-10.366,-12.807,-14.760,-15.737,-16.225,-15.737,-14.760,-14.760,-15.249,-16.713,-19.155,-20.620,-19.643,-16.225,-12.319,-8.901,-7.924,-8.901,-9.878,-10.366,-10.366,-10.366,-10.366,-10.854,-11.342,-11.831,-10.854,-9.878,-8.901,-8.413,-8.901,-10.366,-11.831,-12.807,-12.807,-12.319,-12.807,-13.295,-13.784,-14.272,-14.760,-15.737,-16.225,-16.225,-15.249,-12.807,-11.342,-10.366,-10.366,-10.854,-10.366,-8.413,-6.460,-5.971,-6.460,-7.436,-8.413,-7.924,-7.436,-7.436,-8.413,-9.389,-10.366,-10.854,-9.878,-8.413,-7.436,-6.948,-7.436,-7.924,-8.413,-8.413,-7.436,-6.948,-6.948,-7.924,-9.389,-10.366,-10.366,-9.389,-7.436,-5.971,-5.483,-6.460,-7.924,-9.389,-9.878,-9.878,-9.878,-10.366,-12.319,-13.295,-13.295,-12.319,-9.878,-8.901,-9.878,-12.807,-14.760,-15.249,-13.784,-11.831,-10.366,-10.366,-9.878,-9.389,-7.436,-5.971,-5.971,-7.436,-10.366,-11.831,-11.831,-10.366,-7.436,-4.506,-3.042,-3.042,-4.506,-6.460,-8.413,-8.901,-8.413,-6.460,-4.995,-4.995,-6.948,-10.366,-13.784,-15.737,-15.737,-14.760,-13.295,-12.807,-12.319,-10.854,-8.413,-5.971,-4.506,-4.506,-4.506,-4.995,-4.018,-2.553,-1.577,-0.600,-0.600,-0.600,-0.600,-1.088,-2.553,-4.506,-5.483,-4.995,-2.553,0.865,4.283,6.236,7.701,9.654,12.583,16.490,21.372,25.767,30.162,35.044,39.439,43.833,48.716,52.622,56.529,59.947,62.876,66.783,70.201,74.595,78.501,81.431,81.919
1,FP2,37,-6.449,-5.473,-3.520,-1.078,0.875,1.851,2.340,3.316,3.316,3.316,2.828,1.851,1.363,1.363,1.363,0.875,-0.590,-3.031,-4.496,-5.961,-6.938,-7.426,-8.403,-9.379,-8.891,-6.938,-4.496,-2.543,-1.567,-1.567,-2.055,-1.567,-1.078,-0.590,-0.102,0.387,1.363,2.828,3.805,3.805,3.316,2.340,2.828,3.316,3.316,1.851,-0.102,-1.567,-1.567,0.387,2.828,4.293,4.293,2.828,2.340,2.340,3.316,4.293,5.758,6.246,6.734,7.711,8.199,8.199,8.687,8.199,8.199,7.222,5.269,3.316,1.851,0.875,0.387,0.387,0.387,-1.078,-3.031,-4.496,-4.985,-5.473,-5.473,-6.449,-7.426,-8.403,-8.891,-8.891,-9.379,-10.356,-11.332,-11.332,-9.379,-6.938,-4.496,-3.520,-4.008,-4.985,-5.473,-5.961,-5.961,-6.449,-6.938,-7.426,-7.426,-6.938,-6.449,-5.961,-5.473,-5.961,-6.449,-6.938,-7.914,-8.891,-9.379,-9.379,-9.379,-9.379,-9.867,-10.844,-12.309,-13.285,-12.797,-11.332,-9.379,-7.914,-7.426,-6.938,-5.961,-3.031,0.875,2.828,2.828,0.387,-3.031,-4.985,-4.985,-3.520,-1.567,-1.078,-1.567,-3.031,-4.496,-4.985,-4.985,-4.496,-3.520,-2.543,-2.543,-2.543,-2.543,-2.543,-3.031,-3.520,-3.520,-4.496,-5.473,-5.473,-4.985,-3.520,-2.543,-2.543,-2.543,-3.520,-3.520,-3.031,-2.055,-1.567,-2.543,-3.520,-4.985,-5.473,-5.473,-4.985,-4.496,-4.496,-5.473,-5.961,-6.449,-6.449,-6.449,-5.473,-4.496,-3.520,-2.543,-2.543,-2.055,-2.543,-3.520,-4.008,-4.496,-4.496,-4.496,-3.031,-1.567,0.387,0.875,0.387,-1.078,-2.543,-3.520,-3.520,-3.520,-4.008,-4.985,-6.449,-7.914,-8.403,-7.914,-6.938,-5.473,-4.985,-4.985,-4.985,-4.496,-3.031,-1.078,1.363,2.828,3.316,3.805,4.293,4.781,6.246,7.222,8.199,7.711,6.734,5.758,5.269,4.293,4.293,5.269,6.734,8.687,11.129,13.570,15.523,17.965,20.894,24.312,29.195,33.590,38.961,43.355,47.750,52.144,57.027,61.910,67.769,73.140,78.023,82.418,86.324,89.254,91.695,93.160,94.137
2,F7,37,-0.631,-2.096,-3.072,-1.607,0.834,3.764,5.717,7.670,7.670,7.182,4.252,0.346,-3.072,-5.025,-4.049,-2.584,-1.607,-3.560,-6.978,-9.908,-11.373,-10.885,-9.908,-9.908,-9.908,-10.396,-9.908,-8.931,-8.443,-9.420,-10.396,-10.885,-9.908,-7.467,-5.514,-3.072,-2.096,-1.119,-0.631,0.346,1.322,2.787,2.787,1.811,-1.607,-6.002,-9.908,-11.373,-9.420,-4.537,-0.142,1.811,0.346,-1.607,-3.072,-2.584,-1.119,-0.631,-0.142,0.346,2.299,4.740,7.182,6.694,3.764,0.346,-1.119,-0.142,2.787,4.740,4.740,3.764,1.811,-0.142,-2.584,-6.002,-8.931,-10.396,-9.908,-9.420,-10.396,-13.814,-17.721,-19.185,-18.209,-15.767,-15.767,-18.209,-21.139,-20.650,-15.767,-7.955,-2.096,-0.631,-3.072,-6.002,-6.490,-5.514,-6.002,-7.955,-11.861,-13.814,-12.838,-9.420,-6.978,-6.978,-8.931,-9.908,-9.908,-8.443,-7.955,-8.931,-10.885,-11.861,-10.396,-8.931,-8.931,-11.373,-15.279,-17.232,-15.767,-11.861,-8.931,-9.908,-13.326,-15.767,-15.279,-10.885,-6.002,-3.560,-5.025,-9.908,-15.767,-19.674,-19.674,-16.744,-12.349,-9.420,-9.420,-11.373,-13.814,-14.791,-12.838,-10.396,-9.420,-10.885,-14.303,-17.232,-17.721,-15.767,-13.814,-13.814,-16.744,-20.162,-21.627,-19.674,-15.767,-12.349,-9.908,-10.396,-11.373,-12.838,-13.814,-13.814,-13.814,-13.326,-11.861,-9.420,-7.955,-7.467,-8.931,-11.373,-13.326,-13.326,-11.373,-9.908,-9.908,-11.373,-13.814,-15.767,-16.744,-15.767,-13.814,-10.885,-9.420,-10.396,-13.814,-18.209,-22.115,-22.603,-19.674,-15.279,-11.861,-11.373,-14.303,-18.209,-21.139,-21.627,-20.650,-19.674,-19.674,-20.650,-22.115,-23.580,-25.533,-27.974,-30.416,-31.392,-31.392,-30.416,-28.951,-28.463,-27.974,-26.998,-26.021,-25.533,-25.533,-25.533,-23.580,-21.139,-17.232,-14.303,-13.326,-13.326,-14.303,-14.303,-13.814,-13.326,-13.326,-13.326,-13.814,-12.838,-12.349,-10.885,-9.908,-8.931,-6.490,-3.560,-0.142,3.276,4.740,5.229,5.229,5.229,5.717,7.182,8.647,10.111,11.088,10.600,11.088,12.553,15.971,19.877,22.319,21.830
3,F8,37,-8.199,-6.246,-4.293,-4.293,-5.758,-7.222,-6.246,-3.316,-0.875,-0.875,-3.316,-5.269,-5.758,-4.293,-2.828,-4.293,-6.734,-8.199,-7.222,-5.269,-4.293,-6.734,-10.640,-12.594,-10.640,-7.222,-4.293,-4.293,-5.758,-6.246,-4.293,-0.387,2.055,1.078,-1.851,-3.805,-2.340,1.567,5.473,6.938,4.496,1.567,0.102,0.590,1.078,-0.875,-3.316,-4.781,-4.293,-0.875,2.055,2.055,-0.875,-4.293,-5.269,-2.340,2.543,5.473,4.985,3.031,1.567,3.520,6.938,8.891,7.914,4.496,1.567,2.055,4.008,5.473,4.008,0.102,-2.828,-3.316,-1.851,-0.875,-2.340,-4.781,-8.199,-9.664,-9.664,-8.687,-7.222,-6.734,-6.246,-8.199,-10.152,-12.594,-14.058,-12.105,-8.687,-5.269,-2.828,-3.316,-4.781,-6.734,-7.711,-8.687,-10.152,-11.129,-10.640,-9.664,-7.711,-6.246,-6.246,-8.199,-10.152,-11.129,-11.129,-9.176,-7.711,-7.711,-8.687,-10.152,-11.129,-11.129,-11.617,-12.105,-12.594,-13.570,-13.570,-12.594,-11.129,-10.152,-8.687,-6.734,-4.781,-3.316,-2.340,-2.828,-4.293,-6.734,-8.199,-8.199,-7.711,-6.734,-5.758,-5.269,-4.781,-4.781,-4.781,-5.758,-7.711,-9.664,-10.640,-9.176,-7.222,-6.246,-6.734,-8.687,-10.640,-10.640,-10.152,-10.152,-12.105,-14.058,-15.035,-13.570,-11.129,-8.687,-8.687,-9.664,-9.176,-7.222,-3.316,-1.851,-3.316,-7.222,-12.105,-13.570,-11.617,-7.711,-4.781,-4.293,-6.734,-8.687,-9.176,-8.199,-7.222,-7.711,-8.687,-9.176,-7.711,-4.781,-1.851,-0.875,-2.828,-5.758,-7.711,-8.199,-6.734,-5.269,-4.293,-3.805,-4.293,-5.269,-5.758,-6.734,-6.734,-6.246,-4.293,-2.828,-2.828,-4.781,-7.222,-9.176,-8.687,-7.222,-5.758,-4.781,-4.781,-4.293,-1.851,0.590,2.543,2.055,-0.387,-2.828,-3.316,-1.363,1.567,4.496,5.961,4.985,4.008,3.031,3.031,3.520,4.008,4.008,3.031,3.031,4.496,6.449,8.403,9.867,9.867,9.867,11.332,15.238,20.610,25.492,27.934,27.934,27.445,28.422,32.328,36.723,41.606,44.047,45.512,47.465,50.395,53.813,56.742,58.207
4,AF1,37,-2.157,-2.157,-0.692,1.750,4.191,4.679,4.191,3.703,4.679,6.144,6.632,6.144,4.679,3.215,2.238,1.750,0.773,-1.180,-2.645,-4.110,-5.086,-5.575,-6.063,-7.039,-7.039,-5.575,-3.621,-1.668,-0.692,-0.692,-1.668,-2.645,-2.645,-1.668,-0.692,-0.203,-0.692,-0.692,-0.203,0.773,1.261,1.750,1.750,0.773,-0.203,-0.692,-0.692,0.285,1.261,2.726,2.726,2.238,1.261,0.773,1.261,1.750,2.238,2.238,2.238,3.215,4.679,6.144,6.632,6.144,5.168,4.679,4.679,4.679,4.191,3.215,1.261,-0.203,-0.203,-0.203,-0.692,-2.645,-4.110,-5.575,-6.551,-6.551,-5.575,-5.575,-6.063,-7.039,-7.528,-8.016,-8.504,-9.481,-9.969,-9.481,-7.528,-4.110,-1.668,-0.203,-0.692,-1.180,-1.668,-1.668,-1.668,-1.668,-2.157,-3.133,-3.621,-3.621,-3.133,-2.645,-2.645,-2.645,-3.621,-4.110,-4.598,-5.086,-5.086,-4.598,-4.110,-4.110,-5.086,-6.551,-7.528,-8.504,-8.016,-7.039,-6.063,-6.063,-6.551,-7.039,-6.063,-3.621,-0.203,1.261,0.773,-1.668,-4.598,-6.063,-5.575,-3.133,-1.180,-0.203,-1.180,-2.645,-4.598,-4.598,-3.621,-2.157,-0.692,-0.203,-0.692,-1.180,-1.668,-1.180,-0.692,-1.180,-1.668,-2.645,-3.133,-2.645,-1.668,-0.203,0.285,0.773,0.773,-0.203,-0.692,-0.692,-0.692,-1.180,-1.668,-2.645,-4.110,-5.086,-5.575,-5.575,-5.086,-4.598,-4.598,-4.598,-5.086,-4.598,-4.110,-3.133,-2.157,-1.668,-1.180,-0.692,-0.692,-0.692,-0.692,-1.180,-2.157,-3.133,-3.133,-1.668,0.285,2.726,3.215,2.726,1.261,-0.203,-1.180,-1.180,-1.180,-1.668,-3.621,-5.086,-6.551,-7.039,-7.039,-6.551,-6.063,-6.063,-6.551,-6.551,-5.086,-3.133,-1.668,-0.692,-0.203,0.285,0.285,1.750,2.726,4.191,4.679,5.168,4.679,4.191,4.191,3.703,2.726,2.726,2.238,3.215,4.191,5.168,6.632,7.121,8.097,9.562,11.515,14.445,17.375,20.304,22.746,24.699,26.652,29.582,32.023,34.465,36.418,38.371,40.324,42.765,45.207,47.648,49.113,49.113
5,AF2,37,-2.289,-2.289,-1.312,0.153,1.617,2.594,3.082,4.059,4.547,5.035,4.547,4.547,4.547,4.547,4.547,4.059,2.106,0.153,-1.312,-2.289,-2.289,-3.265,-3.754,-4.730,-5.219,-4.242,-2.777,-1.312,-0.336,-0.336,-0.824,-0.824,-0.824,-0.336,-0.336,-0.824,-1.312,-1.312,-1.312,-0.336,0.641,2.106,2.594,2.594,1.617,0.153,-1.312,-1.801,-0.336,1.129,2.594,3.571,3.082,3.082,3.082,3.571,4.059,4.059,3.571,4.059,5.524,6.989,7.965,7.965,7.477,6.989,6.500,6.500,5.524,4.059,2.594,1.617,1.617,2.594,2.106,0.641,-1.312,-3.265,-4.730,-4.730,-4.242,-3.754,-3.754,-3.754,-4.730,-5.219,-6.195,-7.172,-7.660,-7.172,-5.707,-3.265,-1.801,-0.824,-1.312,-1.801,-1.801,-1.801,-2.289,-2.777,-3.265,-2.777,-2.289,-1.801,-1.801,-3.265,-3.754,-4.730,-4.730,-4.242,-3.754,-3.754,-4.730,-5.219,-5.707,-5.219,-6.195,-7.172,-8.636,-9.613,-9.613,-8.148,-6.195,-4.730,-4.242,-4.730,-4.730,-4.242,-2.777,-1.312,-0.824,-1.801,-3.265,-4.242,-4.242,-3.265,-1.801,-1.312,-1.312,-2.777,-3.754,-4.242,-3.754,-2.289,-1.312,-0.336,0.153,0.641,0.641,0.641,0.641,0.153,-0.336,-1.312,-2.289,-2.777,-2.777,-2.289,-1.801,-1.312,-0.824,-0.824,-1.312,-1.801,-2.289,-2.289,-2.289,-2.289,-2.777,-3.754,-4.242,-4.730,-4.242,-4.242,-3.754,-3.754,-4.242,-4.242,-3.754,-3.265,-2.289,-1.312,-0.824,-0.336,-0.336,-0.824,-1.312,-2.289,-2.289,-2.777,-2.289,-1.312,0.153,1.129,1.617,1.129,-0.336,-1.801,-2.777,-2.777,-2.289,-2.289,-3.265,-4.242,-5.707,-6.195,-5.707,-5.219,-4.730,-5.219,-6.195,-6.195,-5.707,-3.754,-1.801,-0.824,0.153,1.129,2.106,3.571,4.547,5.524,6.012,6.012,6.012,6.012,5.524,5.035,4.059,3.571,3.571,4.547,6.012,6.989,7.965,7.965,8.453,9.430,10.895,13.336,15.778,18.219,20.172,22.614,25.543,27.496,30.426,32.867,35.797,38.727,41.656,44.586,46.539,48.004,48.981,48.981
6,FZ,37,-1.322,-0.834,0.142,1.607,2.096,2.584,3.072,3.072,4.049,5.025,5.514,5.025,5.025,4.049,3.072,2.584,1.119,-0.346,-1.322,-2.299,-2.787,-2.787,-3.276,-4.252,-4.252,-4.252,-2.787,-1.322,-0.346,0.142,-0.834,-1.322,-1.811,-2.299,-2.299,-2.787,-3.276,-2.787,-2.787,-2.299,-1.811,-0.834,-0.346,0.142,-0.346,-0.834,-1.322,-1.322,-0.346,0.631,1.119,1.119,0.631,0.142,0.631,0.631,1.119,0.631,1.119,1.607,2.096,3.072,3.072,2.584,2.096,2.096,2.096,2.584,2.096,0.631,-0.346,-0.834,-0.834,-0.346,-0.834,-1.811,-3.276,-4.740,-4.740,-4.252,-3.764,-3.764,-3.764,-3.764,-3.764,-3.764,-4.252,-5.229,-5.717,-5.717,-4.252,-2.787,-0.834,-0.346,-0.834,-1.322,-1.322,-1.322,-0.834,-0.834,-0.346,-0.834,-0.346,-0.346,-0.834,-1.322,-1.322,-1.811,-1.811,-1.322,-1.811,-2.299,-2.787,-2.787,-2.787,-2.787,-2.787,-3.764,-5.229,-5.717,-5.717,-4.740,-3.764,-3.276,-3.764,-3.764,-3.764,-3.276,-1.322,-0.346,-0.346,-1.322,-2.787,-3.276,-3.276,-2.299,-1.811,-1.322,-1.811,-2.787,-3.276,-2.787,-1.811,-0.834,0.631,0.631,0.631,0.142,-0.346,-0.346,0.142,0.631,0.631,0.142,-0.346,-0.346,-0.346,-0.346,-0.346,0.142,0.631,0.631,0.631,0.631,0.142,-0.346,-0.346,-0.834,-1.322,-1.811,-2.299,-3.276,-3.276,-2.787,-2.299,-1.811,-1.322,-1.322,-0.834,-0.346,0.631,1.607,2.096,2.096,1.607,1.119,0.631,0.631,0.631,0.142,0.142,1.119,2.584,3.560,4.049,4.049,2.584,1.607,1.119,0.631,0.631,0.142,-0.346,-1.322,-2.299,-2.787,-2.787,-1.811,-1.811,-2.787,-3.276,-3.276,-2.787,-1.322,0.142,1.119,2.096,3.072,4.049,5.025,6.002,6.978,7.467,7.955,8.443,8.443,8.443,7.955,6.978,6.490,6.002,6.002,6.978,7.467,7.467,6.978,6.490,6.978,8.443,9.908,11.861,13.326,14.791,16.256,17.232,18.209,19.185,20.650,22.115,24.068,26.021,27.486,28.951,29.439,29.439,29.439
7,F4,37,-4.812,-4.812,-3.835,-2.858,-2.858,-2.858,-1.882,-0.417,1.536,2.024,2.024,1.536,2.024,2.024,2.024,0.559,-1.882,-4.323,-5.300,-5.300,-3.835,-3.835,-4.323,-5.788,-5.788,-4.812,-2.858,-1.394,-1.394,-1.882,-2.858,-2.858,-1.394,0.071,1.048,0.559,-0.905,-1.882,-2.370,-2.370,-0.905,0.559,2.024,2.024,1.048,-0.905,-2.858,-2.858,-1.882,0.559,2.024,2.024,1.536,0.559,0.559,1.536,2.024,3.001,3.489,3.489,3.489,3.977,4.466,4.954,5.442,5.931,5.931,4.954,3.001,1.048,-0.417,-0.417,0.559,1.536,1.536,-0.417,-2.858,-3.835,-3.835,-2.370,-1.394,-1.394,-2.370,-3.347,-3.835,-4.323,-4.812,-5.788,-6.276,-5.300,-3.347,-0.905,1.048,0.559,0.071,-0.905,-0.905,-0.905,-1.394,-2.370,-2.858,-2.858,-1.394,-0.417,0.559,-0.417,-2.370,-3.835,-3.835,-3.347,-2.858,-2.858,-3.347,-3.835,-3.835,-3.347,-3.347,-3.835,-5.300,-6.276,-5.788,-4.812,-3.347,-2.858,-2.858,-2.858,-2.858,-2.370,-0.905,-0.417,0.071,-0.905,-1.394,-1.882,-1.394,-0.905,0.071,0.071,-0.417,-0.905,-1.882,-2.370,-2.858,-2.370,-1.394,0.071,0.559,0.559,-0.417,-1.394,-1.882,-1.394,-0.905,0.071,-0.905,-2.370,-3.347,-3.835,-2.858,-1.394,0.071,0.559,-0.417,-0.905,-0.905,-0.417,0.559,1.048,0.559,-0.417,-1.394,-2.370,-2.370,-1.882,-1.882,-2.370,-2.858,-3.347,-2.858,-1.394,0.071,1.536,2.024,2.513,2.024,1.048,0.071,-0.417,-0.905,-0.905,-0.905,0.071,2.024,2.513,2.513,1.536,0.071,-0.905,-1.394,-0.905,0.071,0.559,-0.417,-1.882,-2.858,-3.347,-2.370,-0.417,0.071,-0.417,-1.882,-2.370,-1.882,0.071,1.536,3.001,3.001,3.001,3.489,4.954,6.907,8.860,9.349,9.349,9.349,9.349,9.349,8.372,6.907,5.931,5.931,6.419,7.884,8.860,9.349,8.860,8.860,9.349,10.325,12.278,14.231,16.673,19.114,20.579,22.044,23.020,24.485,26.438,28.880,31.321,33.763,35.227,36.204,37.181,38.157,39.622
8,F3,37,-2.370,-1.394,0.071,1.536,2.513,2.513,2.513,3.001,3.977,5.442,6.419,5.442,3.489,1.048,-0.905,-1.394,-1.394,-1.394,-1.882,-2.858,-3.835,-5.788,-7.253,-8.230,-8.230,-6.765,-4.323,-1.394,0.559,0.559,-0.905,-1.882,-1.882,-0.905,0.071,-0.417,-1.394,-1.882,-1.882,0.071,2.024,3.001,3.489,3.489,2.513,2.024,1.048,0.071,0.071,0.559,2.024,2.513,2.513,1.536,0.071,-0.417,0.071,1.536,3.489,3.977,3.489,2.024,0.559,0.071,0.559,2.024,2.513,3.001,3.001,3.001,3.977,4.954,4.954,3.489,0.559,-2.858,-5.300,-5.788,-4.812,-3.835,-3.835,-4.323,-4.323,-3.835,-2.858,-1.882,-2.370,-3.835,-5.788,-6.276,-4.323,-0.905,1.536,2.513,2.024,1.536,2.024,2.513,3.001,3.001,2.513,2.024,2.024,2.024,2.024,1.048,0.559,1.048,2.024,3.001,3.001,1.536,0.071,-0.417,0.559,2.024,3.001,2.513,0.559,-1.394,-2.858,-2.858,-2.858,-2.858,-3.835,-4.323,-2.858,-0.905,1.536,3.001,2.513,0.559,-1.394,-1.882,-1.882,-0.905,-0.905,-1.394,-1.882,-2.858,-2.370,-1.394,0.071,1.536,3.001,3.489,3.001,2.513,2.513,2.024,1.536,0.559,-0.417,-0.905,-0.417,0.071,1.048,1.536,1.048,0.559,0.559,1.048,2.024,2.513,3.001,3.001,2.024,1.048,-0.905,-2.858,-3.835,-4.323,-3.347,-1.882,-0.905,-0.417,0.071,0.559,1.536,2.513,3.001,2.513,1.536,0.071,0.071,-0.417,0.071,0.071,-0.417,-0.905,-0.417,1.048,3.001,5.442,6.907,6.419,4.954,2.024,0.071,-0.905,-0.905,0.071,1.048,1.048,-0.417,-1.882,-2.858,-1.882,-0.417,0.071,-0.417,-2.370,-3.835,-4.323,-2.370,0.071,2.513,3.001,3.001,3.001,3.001,4.466,4.954,4.954,4.466,3.977,4.466,4.466,4.466,3.977,3.489,3.977,4.954,5.931,6.419,5.931,5.442,5.931,7.395,10.325,13.255,14.231,15.208,15.208,15.696,17.161,19.602,21.067,22.532,23.020,23.509,24.485,25.462,26.927,27.415,27.415
9,FC6,37,-7.945,-4.527,-4.038,-6.968,-9.898,-10.386,-7.456,-3.062,-0.132,-1.109,-4.038,-5.503,-2.574,2.309,5.727,3.286,-4.038,-12.339,-16.246,-13.804,-6.480,-0.132,1.821,-0.132,-3.062,-2.574,0.844,4.262,4.751,1.333,-3.062,-5.503,-3.550,1.333,6.215,8.169,6.704,2.797,-1.109,-2.085,0.356,4.262,7.680,8.657,5.239,-0.132,-4.038,-5.503,-3.062,0.844,3.774,4.262,2.797,1.333,0.844,1.333,2.309,3.286,3.286,3.286,2.797,2.797,3.774,6.215,9.145,11.587,11.587,9.145,4.751,0.844,-0.132,1.333,5.239,7.192,6.704,3.774,-0.132,-1.597,-0.621,1.821,3.286,2.797,1.333,-0.621,-1.597,-2.085,-1.597,-1.597,-1.109,-0.132,1.333,1.821,1.333,-0.132,-0.132,1.333,3.286,4.262,2.309,-0.621,-2.574,-2.574,-0.132,2.797,2.797,-0.621,-5.015,-8.433,-7.945,-5.503,-2.574,-1.597,-2.574,-4.038,-4.527,-3.550,-1.597,-0.132,0.356,0.356,-0.132,-0.132,-0.621,-1.109,-2.085,-3.062,-4.038,-4.038,-3.550,-1.597,0.356,2.309,3.286,2.797,1.821,0.844,0.356,0.356,-0.132,-1.597,-3.550,-5.015,-5.503,-3.550,0.356,4.751,7.192,5.727,0.356,-6.968,-12.339,-12.828,-8.921,-3.062,0.356,-1.597,-5.503,-8.433,-7.456,-3.062,0.844,2.309,0.844,-1.597,-2.574,-1.109,2.309,3.774,3.774,1.333,-1.597,-3.550,-3.550,-2.085,-0.132,0.844,0.356,-1.109,-4.038,-5.503,-5.503,-3.550,-0.132,1.821,2.309,0.356,-1.597,-2.574,-1.597,0.356,1.333,1.333,0.356,-1.109,-2.085,-2.574,-3.062,-3.550,-2.574,-1.109,0.844,2.309,1.333,-1.597,-5.015,-5.992,-3.062,1.821,5.239,5.239,2.309,-1.597,-3.550,-1.597,0.844,1.821,0.844,-1.109,-1.597,0.356,3.774,6.215,6.704,5.727,5.239,6.704,8.169,7.680,5.239,2.309,1.333,2.797,5.727,8.169,8.657,7.192,5.727,4.751,5.239,5.727,6.215,7.192,8.169,9.145,9.633,9.633,9.633,10.610,13.051,15.493,17.934,18.911,18.911,19.399,21.352,23.305
