Channel_Number,Channel,Trial,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
0,FP1,19,5.402,6.378,5.402,3.448,2.472,2.960,4.913,6.866,7.843,6.378,4.425,1.984,1.495,2.960,7.355,11.749,15.167,16.144,13.702,10.284,7.843,7.355,7.843,8.820,7.843,4.913,1.007,-1.434,-1.923,0.031,1.984,4.425,6.378,6.866,6.866,7.843,8.331,9.308,9.308,7.843,6.378,5.402,6.378,8.331,10.284,11.261,11.261,11.261,10.773,10.284,9.796,8.820,8.331,7.355,6.378,5.890,4.913,4.913,5.402,5.890,5.890,5.890,5.402,5.402,5.890,6.378,6.378,5.890,4.425,2.472,0.519,-1.434,-2.411,-2.899,-1.923,0.031,1.984,2.960,2.960,2.472,2.472,3.937,6.866,9.308,10.773,10.773,10.773,11.261,13.214,14.679,16.632,17.120,17.609,17.120,17.120,17.609,18.097,18.585,18.097,16.144,14.191,13.214,13.214,14.679,15.656,15.656,13.702,11.261,9.308,8.331,7.355,6.866,6.378,5.890,5.890,5.890,5.890,5.890,4.913,3.937,3.448,3.448,3.448,3.937,4.425,4.425,3.448,2.472,1.495,0.519,0.519,0.519,0.519,-0.946,-1.923,-2.411,-1.923,-0.946,0.031,-0.458,-1.434,-2.411,-3.387,-3.387,-3.387,-2.899,-2.411,-2.411,-3.387,-5.341,-7.782,-8.759,-7.294,-3.876,0.031,3.448,5.890,6.866,7.355,8.331,8.820,8.331,7.355,6.378,6.378,6.866,8.331,9.796,10.773,10.773,9.308,6.378,3.448,1.495,0.519,1.007,1.007,0.031,-2.411,-5.341,-5.829,-3.876,1.007,6.378,10.284,10.773,8.820,5.402,1.984,0.031,0.031,2.472,4.913,7.355,7.843,6.378,2.472,-1.434,-3.876,-4.364,-2.899,-0.946,0.519,0.519,0.519,1.007,1.984,2.472,2.472,0.519,-2.411,-4.364,-5.829,-7.294,-9.735,-12.665,-15.106,-15.106,-12.177,-8.759,-5.341,-4.852,-5.341,-6.317,-6.317,-5.829,-6.317,-8.759,-12.177,-15.106,-16.571,-16.083,-14.130,-11.688,-9.735,-7.782,-6.805,-6.317,-7.294,-9.247,-11.200,-13.153,-13.153,-12.665,-10.712,-9.247,-7.782,-6.805,-6.317,-5.829,-6.317,-7.294,-9.735,-12.665,-15.106,-15.594
1,FP2,19,6.205,5.717,4.252,2.299,1.811,3.276,5.229,7.182,6.205,3.764,-0.142,-2.584,-2.096,0.834,5.717,10.111,13.041,12.553,10.111,6.694,4.740,4.740,6.205,7.670,6.694,3.276,-0.631,-3.072,-3.072,-0.631,2.299,4.740,5.229,4.740,3.764,3.764,4.740,6.205,6.694,6.205,5.229,4.740,5.717,7.182,8.647,8.647,8.647,8.158,7.670,6.694,6.694,6.205,5.717,5.229,4.740,3.764,2.787,2.787,3.276,3.764,3.764,2.787,1.322,0.834,0.834,1.322,1.322,0.346,-1.607,-3.072,-5.025,-6.490,-7.955,-9.420,-8.931,-6.490,-3.560,-1.119,-0.142,-0.142,-0.142,1.811,4.252,7.182,8.647,8.647,8.158,8.647,11.088,13.529,15.971,16.459,15.971,15.483,14.994,15.971,17.924,18.901,18.412,16.947,14.994,14.018,14.506,15.971,16.947,15.971,13.529,10.600,9.135,8.647,8.647,8.158,7.670,7.182,7.670,8.158,8.647,7.670,6.205,3.764,2.299,1.811,2.787,4.740,6.694,7.182,6.694,5.717,3.764,2.299,1.322,0.834,-0.631,-2.584,-4.537,-5.025,-5.025,-3.560,-2.584,-2.096,-2.584,-3.560,-4.537,-5.025,-4.537,-4.049,-3.560,-3.560,-5.025,-6.978,-8.443,-8.931,-6.490,-3.072,-0.142,2.299,3.276,4.740,6.205,7.670,8.647,8.647,8.647,8.158,8.647,9.623,10.600,10.600,10.600,9.623,8.647,6.694,4.740,3.276,2.299,1.811,1.811,0.346,-2.584,-4.537,-5.514,-3.072,1.322,6.205,9.623,10.111,7.182,3.764,0.346,-1.607,-1.607,-0.142,2.299,4.252,5.229,4.740,1.811,-1.119,-3.560,-4.049,-2.584,-1.119,0.346,-0.142,-1.119,-1.119,-0.631,0.834,0.346,-2.096,-5.025,-7.955,-9.420,-10.885,-12.349,-14.791,-17.232,-18.209,-16.744,-12.838,-8.931,-6.978,-6.490,-6.490,-6.490,-6.002,-6.978,-9.908,-13.814,-16.744,-17.721,-17.232,-15.767,-13.814,-12.349,-10.885,-9.420,-7.955,-7.955,-8.931,-11.373,-13.326,-13.326,-12.838,-11.373,-10.396,-9.420,-8.443,-7.467,-6.490,-6.002,-7.467,-10.396,-13.814,-16.256,-16.744
2,F7,19,5.595,7.548,7.060,5.107,2.665,1.689,3.153,6.083,9.013,9.989,8.525,6.083,4.130,4.130,6.571,9.501,12.431,13.407,13.407,12.919,12.431,13.407,13.896,13.407,10.966,7.060,3.153,0.712,-0.264,1.200,2.665,4.130,5.107,5.595,5.595,6.083,6.083,5.595,3.642,0.712,-2.218,-3.682,-2.706,-0.753,1.200,2.177,2.665,2.665,2.665,2.665,1.689,0.224,-1.729,-3.682,-4.659,-5.147,-4.659,-4.659,-4.171,-3.194,-2.218,-1.241,0.224,1.200,1.689,1.689,2.177,3.153,4.130,4.130,3.153,1.200,-0.264,-1.241,-0.264,1.689,4.130,5.107,3.642,1.689,0.224,0.224,1.689,4.130,6.571,8.525,9.501,9.989,9.989,10.478,11.454,11.454,11.454,10.478,10.478,10.966,11.454,10.966,9.013,6.083,3.642,2.177,2.177,3.153,2.665,2.177,-0.264,-2.218,-3.682,-4.659,-5.147,-5.636,-5.636,-5.147,-4.659,-5.147,-5.636,-6.612,-7.100,-6.124,-5.636,-4.659,-4.171,-5.147,-6.124,-7.589,-9.054,-9.054,-9.054,-7.589,-6.124,-5.147,-5.147,-6.124,-7.100,-7.589,-7.100,-6.612,-6.124,-6.124,-7.100,-8.565,-10.030,-11.983,-13.448,-13.936,-12.960,-11.007,-9.542,-9.054,-11.007,-13.448,-13.936,-12.472,-9.054,-5.636,-3.682,-3.194,-2.706,-2.706,-3.194,-4.171,-6.124,-8.077,-8.565,-7.100,-4.659,-0.753,2.177,2.665,1.689,-1.241,-5.147,-9.542,-11.983,-13.448,-13.936,-14.425,-15.401,-15.889,-15.401,-12.960,-9.054,-4.659,-1.729,-1.729,-3.682,-6.612,-8.565,-7.589,-4.659,-1.729,0.224,0.224,-2.218,-5.636,-9.542,-12.472,-14.425,-14.913,-13.936,-12.960,-11.495,-11.495,-11.007,-10.518,-9.054,-7.589,-6.612,-7.100,-8.565,-10.030,-11.007,-11.495,-12.960,-14.913,-16.866,-17.354,-16.866,-13.936,-12.472,-12.960,-15.401,-18.819,-20.284,-19.796,-17.843,-16.866,-17.354,-18.819,-20.284,-20.772,-19.796,-18.819,-17.843,-17.354,-16.866,-16.378,-15.889,-15.401,-14.913,-15.401,-15.889,-16.378,-16.866,-16.378,-16.866,-16.378,-15.889,-14.913,-12.472,-11.007,-11.007,-12.960,-15.889,-17.843
3,F8,19,9.593,7.640,4.710,2.757,2.757,4.710,6.663,7.640,5.686,1.292,-4.079,-8.474,-9.450,-6.521,-0.661,5.198,8.616,8.616,5.198,1.780,-0.173,1.780,4.710,7.151,6.663,2.757,-2.126,-5.544,-6.032,-4.567,-2.614,-1.149,-1.149,-2.614,-3.591,-5.056,-6.521,-8.474,-10.427,-11.892,-11.892,-10.427,-7.985,-5.056,-3.591,-3.103,-3.591,-4.567,-5.544,-7.009,-8.962,-9.939,-9.939,-8.474,-7.497,-7.009,-7.985,-9.450,-9.450,-9.450,-8.962,-8.962,-9.450,-9.939,-9.939,-9.450,-9.450,-9.939,-10.427,-11.403,-12.380,-13.845,-15.798,-17.751,-18.239,-17.263,-14.821,-12.380,-11.403,-11.403,-11.892,-10.427,-7.985,-5.544,-4.567,-4.567,-5.056,-4.079,-2.614,-0.173,1.780,2.757,2.268,1.292,0.804,0.804,1.292,1.780,0.804,-0.661,-2.614,-3.103,-2.614,-1.149,0.315,0.315,-1.638,-3.591,-5.056,-5.544,-5.056,-4.567,-4.079,-3.591,-2.614,-2.614,-3.591,-5.544,-7.985,-8.962,-8.962,-8.474,-6.521,-5.056,-4.079,-3.103,-2.614,-3.591,-5.056,-6.521,-7.985,-9.939,-11.892,-15.310,-17.751,-18.728,-17.263,-14.333,-11.403,-10.915,-12.380,-14.821,-16.286,-16.286,-14.821,-13.845,-13.845,-14.333,-15.798,-16.286,-16.774,-16.774,-15.798,-14.333,-12.380,-10.915,-9.450,-7.985,-7.009,-6.032,-5.056,-3.591,-3.103,-3.103,-3.103,-3.103,-2.126,-0.661,0.315,0.804,0.315,-1.638,-2.614,-4.079,-5.056,-7.009,-9.939,-12.868,-15.310,-14.821,-12.380,-8.474,-4.079,-2.126,-1.638,-2.614,-4.079,-6.032,-7.497,-8.474,-8.474,-8.474,-7.009,-5.544,-4.567,-5.056,-7.009,-8.962,-9.939,-9.450,-7.497,-6.032,-5.544,-6.521,-8.962,-10.427,-10.427,-8.962,-8.474,-8.962,-11.403,-14.821,-17.263,-18.728,-19.704,-20.192,-21.169,-21.169,-20.192,-18.728,-17.263,-16.286,-15.310,-13.357,-10.915,-8.962,-8.474,-10.915,-14.333,-17.263,-18.728,-18.239,-17.751,-17.751,-19.216,-19.704,-19.216,-16.774,-14.821,-14.333,-14.821,-15.310,-16.286,-16.286,-16.774,-17.263,-18.239,-18.239,-17.263,-14.821,-12.868,-12.380,-14.333,-17.751,-20.681,-22.146
4,AF1,19,5.107,5.595,4.618,3.153,2.177,3.153,4.130,5.595,5.595,5.107,3.642,3.153,3.642,5.107,7.548,10.478,13.407,13.407,11.943,8.525,6.083,5.107,5.595,6.571,6.571,4.618,2.177,0.224,-0.264,1.200,3.153,5.107,6.083,6.571,6.571,7.548,8.525,9.501,9.989,9.989,9.989,9.501,10.478,11.943,12.919,13.407,12.919,12.919,12.919,13.407,13.407,12.919,11.454,9.501,7.548,6.083,5.595,5.595,5.595,5.107,4.130,3.153,2.665,3.153,3.642,4.618,5.107,4.130,2.665,1.200,0.224,-1.241,-1.241,-1.241,-0.264,1.200,3.153,5.107,5.107,5.107,4.618,5.595,7.548,9.989,11.454,12.431,13.407,14.384,16.337,18.290,20.243,20.732,21.220,21.220,21.220,22.196,23.661,24.150,23.661,22.196,20.243,18.778,18.778,19.755,20.243,19.267,17.802,15.849,13.896,12.431,11.454,10.966,9.989,9.989,9.501,9.501,9.501,9.501,9.013,9.013,9.013,9.013,9.013,8.525,8.036,8.036,6.571,5.595,4.618,4.130,4.130,3.642,3.153,1.200,-0.264,-1.241,-0.753,0.224,1.200,2.177,1.689,1.200,0.224,-0.264,-0.753,-0.753,-0.753,-0.753,-1.729,-3.682,-5.147,-5.636,-2.706,1.200,5.107,8.036,8.525,8.525,7.548,7.548,8.036,8.036,8.036,7.548,7.548,7.548,8.525,9.013,9.989,10.478,9.989,8.525,6.571,5.595,4.618,5.107,4.618,3.642,1.200,-0.264,-0.264,2.177,7.060,11.454,14.384,14.384,11.943,8.036,4.130,1.689,2.665,5.595,9.989,13.407,14.384,11.943,7.060,2.665,-0.753,-1.241,0.224,1.689,2.665,3.153,2.665,2.665,2.665,1.689,0.224,-2.218,-3.682,-4.659,-4.659,-6.124,-8.565,-11.495,-13.936,-13.448,-10.030,-5.636,-2.218,-0.753,-1.241,-2.218,-2.706,-3.682,-5.636,-7.589,-10.030,-11.495,-11.983,-11.007,-8.565,-6.612,-5.147,-3.682,-3.194,-3.682,-5.636,-8.077,-11.007,-12.960,-13.448,-12.472,-10.518,-7.589,-5.636,-4.171,-3.682,-3.682,-5.636,-8.077,-11.007,-14.425,-16.378,-15.889
5,AF2,19,4.130,3.642,2.177,0.712,0.712,1.689,2.665,3.153,1.689,-0.753,-3.194,-3.682,-2.218,0.224,4.618,7.548,9.013,8.525,6.083,3.153,1.689,3.153,5.107,6.571,5.595,2.177,-1.241,-2.706,-1.729,0.712,2.665,4.130,4.130,3.642,2.665,2.177,3.153,4.618,6.571,7.548,7.548,7.548,7.548,8.036,8.525,9.013,9.501,9.501,9.501,9.501,9.501,9.013,7.548,6.083,3.642,2.665,1.689,2.177,2.177,1.689,0.712,-1.241,-1.729,-1.241,0.224,1.200,1.200,-0.264,-2.218,-4.171,-4.659,-5.147,-6.124,-7.100,-6.612,-4.659,-1.729,1.200,2.665,3.153,3.153,3.642,5.107,7.548,9.501,10.478,10.966,12.431,14.384,17.314,19.267,19.755,19.755,19.755,20.243,20.732,22.196,23.661,23.661,22.196,20.243,18.778,18.778,19.267,19.755,19.267,17.314,15.361,13.896,13.407,12.431,11.943,11.454,11.454,11.943,12.431,11.454,9.989,8.036,6.571,5.595,6.083,6.571,7.548,8.525,9.013,9.013,8.036,6.083,4.618,2.665,1.200,-0.264,-2.218,-4.171,-4.659,-4.171,-2.706,-1.241,-0.264,-0.753,-1.241,-1.729,-2.218,-2.218,-1.729,-2.218,-2.218,-3.194,-4.659,-5.147,-4.171,-1.241,2.665,5.595,7.548,7.548,7.548,7.060,7.548,8.525,9.989,10.478,10.966,10.966,10.966,11.454,11.454,11.454,10.966,9.501,8.036,6.571,5.595,5.595,6.083,6.083,4.618,2.665,0.712,0.712,3.153,6.571,10.478,12.431,12.431,10.478,7.060,3.642,1.200,0.712,2.177,5.595,9.013,10.966,9.989,7.060,3.153,-0.264,-1.241,-0.753,0.224,1.200,1.200,0.712,0.712,0.712,0.224,-1.241,-3.682,-6.124,-7.589,-8.565,-9.542,-11.495,-13.936,-15.889,-15.401,-12.960,-9.054,-5.147,-3.194,-2.706,-2.218,-1.729,-2.218,-4.171,-7.100,-10.518,-12.472,-12.960,-11.495,-9.054,-7.100,-5.636,-4.659,-3.682,-3.194,-3.682,-5.636,-8.077,-10.030,-10.030,-9.542,-8.077,-6.612,-5.636,-4.659,-3.682,-2.706,-3.194,-5.636,-9.054,-12.960,-14.913,-13.936
6,FZ,19,1.841,2.818,1.841,1.353,0.865,1.353,1.841,1.841,0.865,-0.112,-0.600,-0.600,0.865,2.330,3.794,5.747,6.724,6.236,4.771,3.306,2.818,2.818,3.794,4.283,3.794,2.818,0.865,-0.112,-0.112,0.865,2.330,3.306,3.306,2.818,2.818,2.818,4.771,7.212,9.654,10.630,11.119,11.119,11.119,11.607,12.095,11.607,11.119,11.119,12.095,13.560,14.537,13.560,11.607,8.677,6.236,5.259,4.771,5.259,5.259,4.771,3.306,1.353,1.353,2.330,3.794,5.259,5.259,3.794,1.841,0.376,-0.600,-0.600,-1.088,-1.088,-0.600,0.865,2.818,4.771,5.747,5.747,5.259,5.259,6.724,8.677,10.142,11.119,12.095,13.072,14.537,16.490,17.955,18.443,18.931,19.419,19.908,20.884,21.372,21.861,21.372,20.396,18.931,17.466,16.978,16.978,17.466,16.978,16.001,14.537,13.072,12.095,11.119,10.630,10.142,10.142,10.142,10.142,10.142,9.654,9.165,8.677,8.677,9.165,9.654,9.654,9.165,8.677,7.701,6.724,5.747,4.771,4.283,3.306,1.841,-0.600,-2.065,-2.065,-1.088,0.376,1.841,2.330,2.330,1.841,1.353,0.865,0.376,0.376,0.865,0.865,0.376,-1.577,-2.553,-2.553,0.376,4.771,8.677,10.142,9.654,7.701,6.236,5.747,6.724,7.701,8.677,8.677,8.677,8.677,8.189,7.701,8.189,8.189,8.677,8.189,7.701,7.212,6.724,6.724,6.236,5.747,3.794,3.306,3.794,5.747,8.189,11.119,12.583,12.095,10.142,7.212,4.771,3.306,3.794,5.747,9.165,12.095,12.583,11.119,7.212,3.306,0.376,-1.088,-0.112,0.865,1.841,1.841,1.353,0.865,-0.112,-2.065,-4.018,-5.971,-7.436,-7.436,-6.948,-7.436,-8.413,-10.366,-11.342,-9.878,-6.948,-3.530,-0.600,0.865,1.353,1.353,0.376,-0.600,-2.065,-3.530,-4.995,-4.995,-4.506,-3.042,-1.088,0.865,2.330,3.306,3.306,2.818,1.353,-0.600,-2.553,-4.018,-4.018,-4.018,-4.018,-3.042,-2.553,-1.577,-1.088,-1.088,-2.065,-4.995,-8.413,-11.831,-13.295,-12.807
7,F4,19,2.441,0.977,-0.977,-1.953,-1.465,-0.488,0.977,0.488,-1.953,-5.371,-7.812,-8.789,-7.324,-3.906,-0.488,2.441,3.418,1.953,0.000,-1.465,-0.488,2.441,4.883,5.371,2.930,-0.488,-3.418,-4.395,-2.930,-0.488,1.465,2.930,2.441,0.977,-1.465,-2.930,-3.418,-2.441,-0.977,0.977,1.953,1.953,1.953,1.953,2.930,2.930,3.418,3.418,2.930,2.441,1.953,0.488,-0.977,-1.953,-2.930,-3.418,-3.906,-4.395,-4.395,-4.883,-5.859,-7.812,-8.301,-8.301,-6.348,-4.883,-3.906,-4.883,-6.348,-7.812,-7.812,-7.324,-7.812,-8.301,-9.277,-8.789,-6.348,-3.906,-1.953,-1.465,-1.953,-1.953,-0.488,0.977,2.441,3.418,4.395,5.859,7.812,10.254,11.719,11.719,11.230,10.254,9.766,10.742,12.207,13.672,14.160,13.184,11.230,9.766,9.766,10.254,10.742,10.742,9.277,8.301,7.324,6.836,6.836,6.836,6.836,7.324,7.812,7.324,6.348,3.906,2.441,0.977,0.977,1.953,2.930,4.395,5.371,5.859,5.859,5.371,3.906,2.441,0.977,-0.977,-2.930,-5.371,-7.324,-7.812,-6.836,-5.371,-3.906,-2.930,-3.418,-3.906,-3.418,-2.930,-2.930,-3.418,-3.906,-4.883,-5.859,-6.348,-5.859,-4.883,-1.953,1.465,3.906,4.883,4.395,3.418,2.441,2.930,4.883,6.836,8.789,9.766,9.766,9.766,9.277,8.789,8.789,8.301,7.812,6.836,5.859,4.883,4.395,4.395,3.906,2.441,0.488,0.000,0.977,3.906,6.836,8.789,9.277,8.301,6.348,3.906,0.977,-1.465,-2.441,-1.465,1.465,4.395,6.348,6.348,3.906,0.977,-1.465,-2.441,-1.953,-1.465,-0.977,-0.977,-1.465,-1.465,-1.465,-1.465,-2.930,-4.883,-7.324,-9.277,-10.742,-11.719,-12.695,-14.160,-14.648,-13.672,-12.207,-9.277,-6.836,-4.395,-2.930,-1.465,0.000,0.488,-0.977,-4.883,-8.789,-11.719,-12.207,-10.742,-8.301,-6.348,-5.859,-5.859,-5.859,-4.883,-4.395,-4.395,-5.371,-6.348,-6.836,-6.836,-5.859,-4.883,-4.395,-3.906,-2.441,-1.465,-1.465,-3.418,-6.836,-9.766,-11.719,-10.742
8,F3,19,3.591,4.079,3.591,3.103,2.614,3.103,4.079,5.056,6.032,6.032,5.544,5.056,4.567,5.056,6.521,7.985,9.450,10.427,9.939,8.474,7.009,6.521,6.521,7.009,6.521,5.056,3.103,2.126,2.126,3.103,4.567,5.544,6.032,6.521,6.521,7.009,7.985,8.474,7.985,7.009,6.521,7.009,8.474,9.939,11.403,11.403,10.427,9.939,9.939,10.427,10.915,10.427,8.962,7.009,5.056,4.079,3.103,3.103,3.103,2.614,1.638,1.638,1.638,2.614,3.591,5.056,5.544,5.056,4.079,2.614,1.638,1.149,1.149,1.149,2.614,4.567,6.032,6.521,5.544,4.079,3.591,3.591,5.544,7.497,8.962,9.939,10.427,10.915,11.892,12.868,13.845,14.333,15.310,15.310,15.310,15.310,16.286,16.774,16.286,14.821,13.357,12.380,12.868,12.868,12.868,11.403,9.450,7.985,6.521,6.521,6.521,5.544,5.056,4.567,4.079,4.567,4.567,4.567,4.567,5.056,5.544,6.521,6.521,6.032,4.567,2.614,0.661,-0.315,-0.804,-0.315,1.149,1.638,1.149,-0.315,-1.780,-2.757,-2.757,-1.780,-0.804,-0.315,-0.315,-0.315,-1.780,-3.245,-4.710,-4.710,-4.710,-4.222,-4.222,-5.198,-6.663,-6.663,-4.222,-0.804,2.126,3.591,3.591,3.103,3.103,3.591,3.591,3.103,2.126,1.638,1.638,1.638,3.103,4.079,5.544,7.009,7.497,6.521,4.567,2.614,1.149,0.661,0.661,0.173,-1.292,-2.757,-2.757,-0.315,3.591,7.497,9.450,9.450,7.009,3.591,0.661,-0.315,1.149,4.079,7.497,8.962,8.474,6.032,1.638,-2.757,-4.710,-4.710,-3.245,-1.780,-0.315,-0.315,-0.315,-0.315,-0.315,-1.292,-2.268,-4.222,-5.198,-5.198,-4.710,-5.198,-6.663,-8.128,-10.081,-9.104,-6.663,-3.245,-0.804,-0.804,-2.757,-5.198,-7.151,-7.640,-8.128,-8.128,-9.104,-10.081,-10.081,-9.104,-8.128,-6.663,-6.175,-6.175,-6.663,-7.640,-8.616,-9.593,-11.058,-12.522,-13.499,-13.011,-11.546,-9.593,-8.128,-6.663,-6.663,-7.151,-7.640,-9.104,-10.569,-12.522,-13.987,-13.499
9,FC6,19,3.967,3.967,2.991,2.014,2.014,2.991,3.967,4.456,2.502,-0.427,-3.357,-5.798,-6.287,-4.822,-1.404,2.502,4.944,4.944,2.502,0.549,0.061,1.526,4.456,6.409,5.920,2.991,-0.427,-1.892,-1.892,-0.916,0.549,1.038,1.038,1.038,-0.427,-1.892,-4.333,-6.287,-7.751,-8.240,-7.751,-6.287,-4.822,-3.357,-2.380,-1.892,-1.404,-1.404,-2.380,-3.845,-5.798,-6.775,-7.263,-6.287,-5.310,-5.798,-6.287,-7.263,-7.263,-6.775,-6.287,-6.287,-6.775,-7.263,-6.775,-5.798,-5.310,-5.310,-6.287,-6.775,-7.263,-7.751,-8.728,-10.193,-11.169,-11.169,-10.193,-9.216,-8.728,-8.728,-8.240,-7.751,-6.287,-4.822,-3.845,-3.845,-3.357,-2.380,-0.916,1.038,2.502,3.479,2.991,2.014,1.038,1.038,2.014,3.479,3.479,2.502,0.549,0.061,0.061,1.038,1.526,1.526,0.549,-0.916,-1.404,-1.892,-1.404,-1.892,-1.404,-1.404,-0.427,-0.427,-1.404,-2.869,-4.333,-5.310,-5.310,-4.333,-3.357,-1.892,-0.916,0.549,1.038,0.549,0.061,-1.404,-2.380,-3.845,-6.287,-8.728,-10.681,-11.169,-9.705,-7.263,-5.798,-5.310,-5.798,-6.775,-7.263,-7.263,-7.263,-7.263,-7.751,-7.751,-8.240,-8.240,-7.751,-7.751,-6.775,-6.287,-5.310,-4.333,-3.357,-2.380,-1.404,-0.427,0.549,1.526,1.526,1.526,1.526,2.502,3.479,4.456,4.944,4.944,4.456,3.967,2.991,2.502,2.014,1.038,-0.427,-2.380,-3.357,-3.357,-1.892,0.549,2.991,4.456,4.456,3.967,2.502,0.549,-0.916,-1.892,-2.869,-1.892,-0.427,1.038,2.014,2.014,1.038,-0.427,-0.427,-0.427,1.038,2.014,2.991,2.502,1.526,0.061,-0.427,-0.916,-0.916,-2.380,-4.333,-5.798,-7.263,-8.240,-9.216,-10.681,-11.169,-11.169,-11.169,-10.193,-8.728,-7.751,-5.798,-3.845,-1.404,0.549,0.061,-3.357,-7.263,-10.193,-11.169,-10.193,-8.728,-8.240,-8.240,-8.728,-8.240,-7.263,-6.287,-6.287,-6.287,-6.287,-6.287,-5.798,-5.798,-6.775,-8.240,-8.728,-7.751,-5.310,-3.357,-2.869,-3.845,-6.287,-9.216,-10.193
